idx	VP	resource	condition	blockNo	trial	task	stimulus	value	key	response	stim_pres_ms	response_ms
74072	32	mix	VgRk	2	1	A	F  K	false	false	true	5	922
74073	32	mix	VgRk	2	2	A	F  P	false	false	true	926	3161
74074	32	mix	VgRk	2	3	A	F  B	true	true	true	3164	3881
74075	32	mix	VgRk	2	4	B	images/39_50_k.jpg	false	false	true	6	4569
74076	32	mix	VgRk	2	5	B	images/13_50_k.jpg	false	false	true	4573	5289
74077	32	mix	VgRk	2	6	B	images/39_50_k.jpg	false	false	true	5292	5921
74078	32	mix	VgRk	2	7	B	images/1_50_k.jpg	false	false	true	5924	6705
74079	32	mix	VgRk	2	8	B	images/39_50_k.jpg	false	false	true	6708	7393
74080	32	mix	VgRk	2	9	B	images/1_50_R_k.jpg	true	true	true	7396	8193
74081	32	mix	VgRk	2	10	A	B  F	true	true	true	3884	8849
74082	32	mix	VgRk	2	11	B	images/39_50_R_k.jpg	true	true	true	8196	9401
74083	32	mix	VgRk	2	12	A	F  B	true	true	true	8852	10001
74084	32	mix	VgRk	2	13	A	Y  R	true	true	true	10005	11402
74085	32	mix	VgRk	2	14	A	R  Y	true	true	true	11406	12161
74086	32	mix	VgRk	2	15	A	B  F	true	true	true	12164	13017
74087	32	mix	VgRk	2	16	A	F  S	false	false	true	13021	13753
74088	32	mix	VgRk	2	17	A	F  P	false	false	true	13756	14513
74089	32	mix	VgRk	2	18	A	R  Y	true	true	true	14520	17306
74090	32	mix	VgRk	2	19	A	F  B	true	true	true	17310	18081
74091	32	mix	VgRk	2	20	A	Y  P	false	false	true	18084	19729
74092	32	mix	VgRk	2	21	A	W  F	false	false	true	19732	20817
74093	32	mix	VgRk	2	22	A	Y  R	true	true	true	20820	21785
74094	32	mix	VgRk	2	23	A	Y  V	false	false	true	21792	22761
74095	32	mix	VgRk	2	24	A	R  Y	true	true	true	22764	23976
74096	32	mix	VgRk	2	25	A	Y  R	true	true	true	23980	24761
74097	32	mix	VgRk	2	26	A	F  B	true	true	true	24764	25665
74098	32	mix	VgRk	2	27	B	images/1_50_k.jpg	false	false	true	9409	26368
74099	32	mix	VgRk	2	28	B	images/25_50_k.jpg	false	false	true	26371	27112
74100	32	mix	VgRk	2	29	B	images/1_50_k.jpg	false	false	true	27116	27873
74101	32	mix	VgRk	2	30	B	images/25_50_k.jpg	false	false	true	27876	30040
74102	32	mix	VgRk	2	31	B	images/1_50_R_k.jpg	true	true	true	30044	30792
74103	32	mix	VgRk	2	32	A	Y  K	false	false	true	25668	31800
74104	32	mix	VgRk	2	33	A	R  Y	true	true	true	31804	32672
74105	32	mix	VgRk	2	34	B	images/13_50_k.jpg	false	false	true	30795	33208
74106	32	mix	VgRk	2	35	B	images/39_50_k.jpg	false	false	true	33212	33840
74107	32	mix	VgRk	2	36	B	images/1_50_k.jpg	false	false	true	33844	34529
74108	32	mix	VgRk	2	37	B	images/25_50_R_k.jpg	true	true	true	34532	35248
74109	32	mix	VgRk	2	38	A	Y  R	true	true	true	32675	35832
74110	32	mix	VgRk	2	39	A	F  M	false	false	true	35836	37216
74111	32	mix	VgRk	2	40	A	N  R	false	false	true	37220	39312
74112	32	mix	VgRk	2	41	A	X  F	false	false	true	39315	40032
74113	32	mix	VgRk	2	42	A	K  F	false	false	true	40037	41194
74114	32	mix	VgRk	2	43	A	V  Y	false	false	true	41197	42160
74115	32	mix	VgRk	2	44	A	R  Y	true	true	true	42163	42864
74116	32	mix	VgRk	2	45	B	images/1_50_R_k.jpg	true	true	true	35251	44056
74117	32	mix	VgRk	2	46	A	F  N	false	false	true	42871	44616
74118	32	mix	VgRk	2	47	A	V  F	false	false	true	44619	45544
74119	32	mix	VgRk	2	48	A	B  K	false	false	true	45547	46216
74120	32	mix	VgRk	2	49	A	L  F	false	false	true	46219	47824
74121	32	mix	VgRk	2	50	A	F  B	true	true	true	47827	48712
74122	32	mix	VgRk	2	51	A	B  F	true	true	true	48715	49424
74123	32	mix	VgRk	2	52	A	F  B	true	true	true	49427	50088
74124	32	mix	VgRk	2	53	A	K  F	false	false	true	50092	51048
74125	32	mix	VgRk	2	54	A	V  B	false	false	true	51051	51688
74126	32	mix	VgRk	2	55	A	R  M	false	false	true	51692	52544
74127	32	mix	VgRk	2	56	A	Y  R	true	true	true	52547	53176
