idx	VP	resource	condition	blockNo	trial	task	stimulus	value	key	response	stim_pres_ms	response_ms
61858	29	mix	VgRk	2	1	B	images/39_50_R_k.jpg	true	true	true	12	1637
61859	29	mix	VgRk	2	2	A	V  T	false	false	true	12	1853
61860	29	mix	VgRk	2	3	A	J  N	true	true	true	1854	3414
61861	29	mix	VgRk	2	4	B	images/39_50_k.jpg	false	false	true	1638	3581
61862	29	mix	VgRk	2	5	B	images/13_50_R_k.jpg	true	true	true	3582	4653
61863	29	mix	VgRk	2	6	A	G  Q	false	false	true	3415	4773
61864	29	mix	VgRk	2	7	A	G  V	true	true	true	4774	6389
61865	29	mix	VgRk	2	8	B	images/13_50_k.jpg	false	false	true	4654	6581
61866	29	mix	VgRk	2	9	A	J  N	true	true	true	6390	8005
61867	29	mix	VgRk	2	10	B	images/25_50_R_k.jpg	true	true	true	6582	8061
61868	29	mix	VgRk	2	11	A	N  J	true	true	true	8006	9029
61869	29	mix	VgRk	2	12	B	images/39_50_R_k.jpg	true	true	true	8062	9029
61870	29	mix	VgRk	2	13	B	images/13_50_R_k.jpg	true	true	true	9030	10237
61871	29	mix	VgRk	2	14	A	G  D	false	false	true	9030	10301
61872	29	mix	VgRk	2	15	A	G  H	false	false	true	10302	11301
61873	29	mix	VgRk	2	16	B	images/25_50_k.jpg	false	false	true	10238	11301
61874	29	mix	VgRk	2	17	A	G  V	true	true	true	11302	12309
61875	29	mix	VgRk	2	18	B	images/39_50_k.jpg	false	false	true	11302	12461
61876	29	mix	VgRk	2	19	A	N  J	true	true	true	12310	14037
61877	29	mix	VgRk	2	20	B	images/1_50_k.jpg	false	false	true	12464	14085
61878	29	mix	VgRk	2	21	B	images/39_50_R_k.jpg	true	true	true	14086	15005
61879	29	mix	VgRk	2	22	A	Y  J	false	false	true	14038	15077
61880	29	mix	VgRk	2	23	B	images/1_50_R_k.jpg	true	true	true	15006	16293
61881	29	mix	VgRk	2	24	A	J  C	false	false	true	15078	16389
61882	29	mix	VgRk	2	25	A	G  V	true	true	true	16390	17421
61883	29	mix	VgRk	2	26	B	images/25_50_R_k.jpg	true	true	true	16294	17421
61884	29	mix	VgRk	2	27	B	images/39_50_R_k.jpg	true	true	true	17422	18933
61885	29	mix	VgRk	2	28	A	J  T	false	false	true	17422	19189
61886	29	mix	VgRk	2	29	A	V  G	true	true	true	19190	20389
61887	29	mix	VgRk	2	30	B	images/13_50_k.jpg	false	false	true	18934	20517
