idx	VP	resource	condition	blockNo	trial	task	stimulus	value	key	response	stim_pres_ms	response_ms
24898	17	mix	VgRk	4	1	A	Q  B	true	true	true	4	1119
24899	17	mix	VgRk	4	2	B	images/1_50_R_k.jpg	true	true	true	5	1487
24900	17	mix	VgRk	4	3	A	S  V	false	false	true	1120	1839
24901	17	mix	VgRk	4	4	A	B  Q	true	true	true	1840	2927
24902	17	mix	VgRk	4	5	B	images/13_50_k.jpg	false	false	true	1488	3535
24903	17	mix	VgRk	4	6	A	R  S	true	true	true	2928	3943
24904	17	mix	VgRk	4	7	A	S  R	true	true	true	3944	4575
24905	17	mix	VgRk	4	8	B	images/39_50_k.jpg	false	false	true	3536	5111
24906	17	mix	VgRk	4	9	A	R  P	false	false	true	4576	5551
24907	17	mix	VgRk	4	10	A	B  L	false	false	true	5552	6353
24908	17	mix	VgRk	4	11	B	images/25_50_k.jpg	false	false	true	5112	6679
24909	17	mix	VgRk	4	12	A	Q  B	true	true	true	6354	7143
24910	17	mix	VgRk	4	13	B	images/39_50_k.jpg	false	false	true	6680	7551
24911	17	mix	VgRk	4	14	A	R  S	true	true	true	7144	8015
24912	17	mix	VgRk	4	15	B	images/25_50_R_k.jpg	true	false	false	7552	8759
24913	17	mix	VgRk	4	16	B	images/25_50_k.jpg	false	false	true	8760	9687
24914	17	mix	VgRk	4	17	B	images/39_50_R_k.jpg	true	true	true	9687	10343
24915	17	mix	VgRk	4	18	B	images/25_50_R_k.jpg	true	true	true	10344	11063
24916	17	mix	VgRk	4	19	A	S  N	false	false	true	8016	11311
24917	17	mix	VgRk	4	20	A	S  R	true	true	true	11311	12479
24918	17	mix	VgRk	4	21	B	images/13_50_k.jpg	false	false	true	11063	13015
24919	17	mix	VgRk	4	22	A	Q  B	true	true	true	12479	13471
24920	17	mix	VgRk	4	23	B	images/1_50_k.jpg	false	false	true	13015	14015
24921	17	mix	VgRk	4	24	B	images/39_50_R_k.jpg	true	true	true	14016	14559
24922	17	mix	VgRk	4	25	A	Q  J	false	false	true	13471	14927
24923	17	mix	VgRk	4	26	A	S  R	true	true	true	14927	15688
24924	17	mix	VgRk	4	27	B	images/25_50_k.jpg	false	false	true	14559	16343
24925	17	mix	VgRk	4	28	A	R  S	true	true	true	15689	16695
24926	17	mix	VgRk	4	29	A	P  B	false	false	true	16695	17344
24927	17	mix	VgRk	4	30	B	images/1_50_R_k.jpg	true	true	true	16343	17735
24928	17	mix	VgRk	4	31	A	D  R	false	false	true	17344	18223
24929	17	mix	VgRk	4	32	A	Q  G	false	false	true	18223	19415
24930	17	mix	VgRk	4	33	A	Q  B	true	true	true	19415	20095
24931	17	mix	VgRk	4	34	B	images/1_50_k.jpg	false	false	true	17735	20511
24932	17	mix	VgRk	4	35	A	S  R	true	true	true	20095	21375
24933	17	mix	VgRk	4	36	B	images/13_50_k.jpg	false	false	true	20511	21711
24934	17	mix	VgRk	4	37	B	images/25_50_k.jpg	false	false	true	21711	22959
24935	17	mix	VgRk	4	38	A	Q  B	true	false	false	21375	23255
24936	17	mix	VgRk	4	39	A	B  Q	true	true	true	23255	24431
24937	17	mix	VgRk	4	40	B	images/25_50_R_k.jpg	true	true	true	22959	24671
24938	17	mix	VgRk	4	41	A	C  Q	false	false	true	24431	25191
24939	17	mix	VgRk	4	42	B	images/1_50_k.jpg	false	false	true	24671	25718
24940	17	mix	VgRk	4	43	A	B  J	false	false	true	25191	26126
24941	17	mix	VgRk	4	44	B	images/39_50_R_k.jpg	true	true	true	25719	26574
24942	17	mix	VgRk	4	45	A	R  S	true	true	true	26127	27023
24943	17	mix	VgRk	4	46	A	Q  G	false	false	true	27023	27910
24944	17	mix	VgRk	4	47	B	images/25_50_k.jpg	false	false	true	26575	28198
24945	17	mix	VgRk	4	48	B	images/13_50_R_k.jpg	true	true	true	28199	29062
24946	17	mix	VgRk	4	49	A	S  R	true	false	false	27911	29462
24947	17	mix	VgRk	4	50	A	H  S	false	false	true	29464	30510
24948	17	mix	VgRk	4	51	A	T  B	false	false	true	30511	31184
24949	17	mix	VgRk	4	52	B	images/39_50_R_k.jpg	true	true	true	29063	31582
24950	17	mix	VgRk	4	53	A	B  Q	true	true	true	31185	31974
24951	17	mix	VgRk	4	54	A	S  R	true	true	true	31975	32934
24952	17	mix	VgRk	4	55	A	R  S	true	true	true	32935	33518
24953	17	mix	VgRk	4	56	A	Q  B	true	true	true	33519	34126
24954	17	mix	VgRk	4	57	B	images/39_50_k.jpg	false	false	true	31583	34822
24955	17	mix	VgRk	4	58	B	images/1_50_k.jpg	false	false	true	34823	35454
24956	17	mix	VgRk	4	59	B	images/13_50_R_k.jpg	true	true	true	35455	36288
24957	17	mix	VgRk	4	60	A	N  B	false	false	true	34127	36742
24958	17	mix	VgRk	4	61	A	G  B	false	false	true	36743	37678
24959	17	mix	VgRk	4	62	B	images/13_50_k.jpg	false	false	true	36289	38118
24960	17	mix	VgRk	4	63	A	M  S	false	false	true	37679	38518
24961	17	mix	VgRk	4	64	B	images/25_50_R_k.jpg	true	true	true	38119	38862
24962	17	mix	VgRk	4	65	A	R  S	true	true	true	38519	39310
24963	17	mix	VgRk	4	66	A	P  B	false	false	true	39311	40046
24964	17	mix	VgRk	4	67	B	images/13_50_R_k.jpg	true	true	true	38863	40422
24965	17	mix	VgRk	4	68	A	D  R	false	false	true	40047	40814
24966	17	mix	VgRk	4	69	A	B  Q	true	true	true	40815	41790
24967	17	mix	VgRk	4	70	B	images/39_50_k.jpg	false	false	true	40423	42294
24968	17	mix	VgRk	4	71	B	images/25_50_k.jpg	false	false	true	42295	42918
24969	17	mix	VgRk	4	72	B	images/1_50_k.jpg	false	false	true	42918	43502
24970	17	mix	VgRk	4	73	B	images/13_50_k.jpg	false	false	true	43503	44118
24971	17	mix	VgRk	4	74	B	images/39_50_k.jpg	false	false	true	44118	44862
24972	17	mix	VgRk	4	75	A	X  R	false	false	true	41791	45302
24973	17	mix	VgRk	4	76	B	images/25_50_R_k.jpg	true	true	true	44863	45638
24974	17	mix	VgRk	4	77	A	Q  B	true	true	true	45302	46206
24975	17	mix	VgRk	4	78	B	images/39_50_R_k.jpg	true	true	true	45638	46566
24976	17	mix	VgRk	4	79	A	R  P	false	false	true	46206	47022
24977	17	mix	VgRk	4	80	A	S  R	true	true	true	47022	47718
24978	17	mix	VgRk	4	81	B	images/25_50_R_k.jpg	true	true	true	46566	48102
24979	17	mix	VgRk	4	82	A	H  S	false	false	true	47719	48534
24980	17	mix	VgRk	4	83	A	R  S	true	true	true	48534	49422
24981	17	mix	VgRk	4	84	B	images/1_50_k.jpg	false	false	true	48102	49623
24982	17	mix	VgRk	4	85	B	images/13_50_k.jpg	false	false	true	49624	50814
24983	17	mix	VgRk	4	86	B	images/39_50_k.jpg	false	false	true	50814	51518
24984	17	mix	VgRk	4	87	A	Q  B	true	true	true	49422	51902
24985	17	mix	VgRk	4	88	B	images/1_50_R_k.jpg	true	true	true	51518	52342
24986	17	mix	VgRk	4	89	A	B  Q	true	true	true	51902	53255
24987	17	mix	VgRk	4	90	B	images/13_50_k.jpg	false	false	true	52342	53718
24988	17	mix	VgRk	4	91	B	images/39_50_R_k.jpg	true	true	true	53718	54918
24989	17	mix	VgRk	4	92	A	S  W	false	false	true	53256	55230
24990	17	mix	VgRk	4	93	A	Q  B	true	true	true	55230	56246
24991	17	mix	VgRk	4	94	B	images/25_50_k.jpg	false	false	true	54918	56606
24992	17	mix	VgRk	4	95	A	P  B	false	false	true	56246	56990
24993	17	mix	VgRk	4	96	B	images/39_50_k.jpg	false	false	true	56606	57430
24994	17	mix	VgRk	4	97	B	images/25_50_R_k.jpg	true	true	true	57431	58134
24995	17	mix	VgRk	4	98	A	Q  D	false	false	true	56990	58390
24996	17	mix	VgRk	4	99	A	B  Q	true	true	true	58390	59198
24997	17	mix	VgRk	4	100	B	images/39_50_R_k.jpg	true	true	true	58134	59598
24998	17	mix	VgRk	4	101	A	Q  B	true	true	true	59198	60029
24999	17	mix	VgRk	4	102	A	Q  J	false	false	true	60030	60869
25000	17	mix	VgRk	4	103	B	images/1_50_R_k.jpg	true	true	true	59598	61301
25001	17	mix	VgRk	4	104	A	R  M	false	false	true	60870	61573
25002	17	mix	VgRk	4	105	A	R  S	true	true	true	61574	62373
