idx	VP	resource	condition	blockNo	trial	task	stimulus	value	key	response	stim_pres_ms	response_ms
69975	30	mix	VgRk	3	1	B	images/1_50_k.jpg	false	false	true	7	1653
69976	30	mix	VgRk	3	2	B	images/39_50_k.jpg	false	false	true	1653	2333
69977	30	mix	VgRk	3	3	B	images/13_50_R_k.jpg	true	true	true	2333	3037
69978	30	mix	VgRk	3	4	A	X  T	false	false	true	7	3341
69979	30	mix	VgRk	3	5	A	G  S	false	false	true	3341	4541
69980	30	mix	VgRk	3	6	A	L  N	true	true	true	4541	5316
69981	30	mix	VgRk	3	7	B	images/39_50_R_k.jpg	true	true	true	3037	5676
69982	30	mix	VgRk	3	8	A	Y  N	false	false	true	5317	6020
69983	30	mix	VgRk	3	9	B	images/1_50_R_k.jpg	true	true	true	5677	7205
69984	30	mix	VgRk	3	10	B	images/39_50_R_k.jpg	true	true	true	7206	7764
69985	30	mix	VgRk	3	11	B	images/13_50_R_k.jpg	true	true	true	7765	8269
69986	30	mix	VgRk	3	12	B	images/25_50_R_k.jpg	true	true	true	8270	8788
69987	30	mix	VgRk	3	13	B	images/1_50_R_k.jpg	true	true	true	8789	9396
69988	30	mix	VgRk	3	14	B	images/13_50_k.jpg	false	false	true	9397	9972
69989	30	mix	VgRk	3	15	B	images/1_50_k.jpg	false	false	true	9973	10476
69990	30	mix	VgRk	3	16	A	V  S	false	false	true	6021	10780
69991	30	mix	VgRk	3	17	A	T  S	true	true	true	10781	11884
69992	30	mix	VgRk	3	18	B	images/25_50_R_k.jpg	true	true	true	10477	12260
69993	30	mix	VgRk	3	19	A	N  F	false	false	true	11885	12700
69994	30	mix	VgRk	3	20	A	L  Q	false	false	true	12701	13325
69995	30	mix	VgRk	3	21	B	images/39_50_R_k.jpg	true	true	true	12261	14292
69996	30	mix	VgRk	3	22	B	images/25_50_R_k.jpg	true	true	true	14293	15972
69997	30	mix	VgRk	3	23	B	images/1_50_R_k.jpg	true	true	true	15973	16548
69998	30	mix	VgRk	3	24	B	images/25_50_R_k.jpg	true	true	true	16549	17052
69999	30	mix	VgRk	3	25	B	images/39_50_k.jpg	false	false	true	17053	17582
70000	30	mix	VgRk	3	26	B	images/13_50_R_k.jpg	true	true	true	17582	18220
70001	30	mix	VgRk	3	27	A	B  N	false	false	true	13325	18812
70002	30	mix	VgRk	3	28	A	N  L	true	true	true	18813	19508
70003	30	mix	VgRk	3	29	A	P  N	false	false	true	19509	20052
70004	30	mix	VgRk	3	30	A	T  S	true	true	true	20053	20708
70005	30	mix	VgRk	3	31	A	M  N	false	false	true	20709	21228
70006	30	mix	VgRk	3	32	A	C  N	false	false	true	21229	22084
70007	30	mix	VgRk	3	33	A	N  L	true	true	true	22084	22836
70008	30	mix	VgRk	3	34	A	L  N	true	true	true	22837	23572
70009	30	mix	VgRk	3	35	A	N  L	true	true	true	23573	24252
70010	30	mix	VgRk	3	36	A	L  N	true	true	true	24252	24804
70011	30	mix	VgRk	3	37	A	S  T	true	true	true	24804	25460
70012	30	mix	VgRk	3	38	A	N  J	false	false	true	25461	26188
70013	30	mix	VgRk	3	39	B	images/1_50_k.jpg	false	false	true	18221	26636
70014	30	mix	VgRk	3	40	B	images/39_50_k.jpg	false	false	true	26637	27356
70015	30	mix	VgRk	3	41	A	N  V	false	false	true	26188	27804
70016	30	mix	VgRk	3	42	B	images/25_50_R_k.jpg	true	true	true	27356	28828
70017	30	mix	VgRk	3	43	A	T  Y	false	false	true	27804	29125
70018	30	mix	VgRk	3	44	B	images/1_50_R_k.jpg	true	true	true	28828	29484
70019	30	mix	VgRk	3	45	A	N  L	true	true	true	29125	29964
70020	30	mix	VgRk	3	46	A	L  N	true	true	true	29964	30510
70021	30	mix	VgRk	3	47	A	N  H	false	false	true	30510	31092
70022	30	mix	VgRk	3	48	B	images/13_50_k.jpg	false	false	true	29484	31604
70023	30	mix	VgRk	3	49	B	images/39_50_R_k.jpg	true	true	true	31604	32364
70024	30	mix	VgRk	3	50	A	N  P	false	false	true	31097	32852
70025	30	mix	VgRk	3	51	B	images/25_50_k.jpg	false	false	true	32364	33525
70026	30	mix	VgRk	3	52	A	S  W	false	false	true	32852	33916
70027	30	mix	VgRk	3	53	B	images/13_50_R_k.jpg	true	true	true	33525	34404
70028	30	mix	VgRk	3	54	A	N  L	true	true	true	33916	34844
70029	30	mix	VgRk	3	55	A	W  N	false	false	true	34844	35364
70030	30	mix	VgRk	3	56	B	images/1_50_k.jpg	false	false	true	34404	36396
70031	30	mix	VgRk	3	57	B	images/39_50_k.jpg	false	false	true	36396	36996
70032	30	mix	VgRk	3	58	B	images/1_50_k.jpg	false	false	true	36996	37532
70033	30	mix	VgRk	3	59	B	images/39_50_R_k.jpg	true	true	true	37532	38061
70034	30	mix	VgRk	3	60	A	C  T	false	false	true	35365	38580
70035	30	mix	VgRk	3	61	A	S  T	true	true	true	38580	39172
70036	30	mix	VgRk	3	62	A	L  M	false	false	true	39172	39684
70037	30	mix	VgRk	3	63	A	Y  L	false	false	true	39684	40190
70038	30	mix	VgRk	3	64	A	L  N	true	true	true	40190	40724
70039	30	mix	VgRk	3	65	A	T  S	true	true	true	40724	41316
70040	30	mix	VgRk	3	66	A	L  X	false	false	true	41317	41908
70041	30	mix	VgRk	3	67	A	H  S	false	false	true	41909	42404
70042	30	mix	VgRk	3	68	A	L  N	true	true	true	42404	43060
70043	30	mix	VgRk	3	69	B	images/25_50_k.jpg	false	false	true	38062	43524
70044	30	mix	VgRk	3	70	B	images/13_50_R_k.jpg	true	true	true	43524	44271
70045	30	mix	VgRk	3	71	B	images/25_50_R_k.jpg	true	true	true	44272	44812
70046	30	mix	VgRk	3	72	B	images/1_50_R_k.jpg	true	true	true	44812	45468
70047	30	mix	VgRk	3	73	B	images/13_50_k.jpg	false	false	true	45468	46020
70048	30	mix	VgRk	3	74	A	S  X	false	false	true	43060	46556
70049	30	mix	VgRk	3	75	A	S  Q	false	false	true	46556	47124
70050	30	mix	VgRk	3	76	A	N  L	true	true	true	47124	47726
70051	30	mix	VgRk	3	77	A	S  T	true	true	true	47727	48332
70052	30	mix	VgRk	3	78	A	N  L	true	true	true	48332	48892
70053	30	mix	VgRk	3	79	A	L  N	true	true	true	48892	49612
70054	30	mix	VgRk	3	80	A	N  L	true	true	true	49612	50085
70055	30	mix	VgRk	3	81	A	P  L	false	false	true	50085	50803
70056	30	mix	VgRk	3	82	A	D  L	false	false	true	50804	51315
70057	30	mix	VgRk	3	83	A	N  K	false	false	true	51316	51947
70058	30	mix	VgRk	3	84	A	S  X	false	false	true	51948	52460
70059	30	mix	VgRk	3	85	A	T  Y	false	false	true	52460	52987
70060	30	mix	VgRk	3	86	A	L  N	true	true	true	52988	53555
70061	30	mix	VgRk	3	87	A	K  N	false	false	true	53556	54140
70062	30	mix	VgRk	3	88	A	B  T	false	false	true	54141	54675
70063	30	mix	VgRk	3	89	A	M  T	false	false	true	54676	55379
70064	30	mix	VgRk	3	90	A	D  T	false	false	true	55380	55907
70065	30	mix	VgRk	3	91	A	S  T	true	true	true	55908	56699
70066	30	mix	VgRk	3	92	A	L  N	true	true	true	56700	57235
70067	30	mix	VgRk	3	93	A	T  C	false	false	true	57236	58891
70068	30	mix	VgRk	3	94	A	S  T	true	true	true	58892	59651
70069	30	mix	VgRk	3	95	A	T  S	true	true	true	59652	60243
70070	30	mix	VgRk	3	96	A	L  G	false	false	true	60244	60891
70071	30	mix	VgRk	3	97	A	S  T	true	true	true	60892	61515
70072	30	mix	VgRk	3	98	A	Q  T	false	false	true	61516	62091
70073	30	mix	VgRk	3	99	B	images/13_50_R_k.jpg	true	true	true	46020	63027
70074	30	mix	VgRk	3	100	B	images/1_50_k.jpg	false	false	true	63028	63595
70075	30	mix	VgRk	3	101	B	images/1_50_R_k.jpg	true	true	true	63596	64251
70076	30	mix	VgRk	3	102	B	images/39_50_R_k.jpg	true	true	true	64252	64803
70077	30	mix	VgRk	3	103	B	images/25_50_R_k.jpg	true	true	true	64804	65412
70078	30	mix	VgRk	3	104	B	images/1_50_R_k.jpg	true	true	true	65412	66004
70079	30	mix	VgRk	3	105	B	images/25_50_k.jpg	false	false	true	66005	66614
70080	30	mix	VgRk	3	106	B	images/25_50_R_k.jpg	true	true	true	66615	67131
70081	30	mix	VgRk	3	107	A	T  W	false	false	true	62092	67734
70082	30	mix	VgRk	3	108	A	M  T	false	false	true	67734	69171
70083	30	mix	VgRk	3	109	A	L  N	true	true	true	69172	69987
70084	30	mix	VgRk	3	110	B	images/13_50_k.jpg	false	false	true	67132	70459
70085	30	mix	VgRk	3	111	B	images/1_50_R_k.jpg	true	true	true	70460	71299
70086	30	mix	VgRk	3	112	A	W  N	false	false	true	69988	71843
70087	30	mix	VgRk	3	113	A	T  S	true	true	true	71843	73011
70088	30	mix	VgRk	3	114	B	images/25_50_k.jpg	false	false	true	71299	73379
70089	30	mix	VgRk	3	115	A	N  L	true	true	true	73011	73955
70090	30	mix	VgRk	3	116	B	images/39_50_k.jpg	false	false	true	73380	74459
70091	30	mix	VgRk	3	117	B	images/13_50_k.jpg	false	false	true	74459	75195
70092	30	mix	VgRk	3	118	A	L  Q	false	false	true	73956	75659
70093	30	mix	VgRk	3	119	B	images/1_50_k.jpg	false	false	true	75195	76347
70094	30	mix	VgRk	3	120	B	images/25_50_R_k.jpg	true	true	true	76347	77075
70095	30	mix	VgRk	3	121	B	images/39_50_R_k.jpg	true	true	true	77075	77615
70096	30	mix	VgRk	3	122	A	L  Y	false	false	true	75659	78019
70097	30	mix	VgRk	3	123	A	X  N	false	false	true	78019	78547
70098	30	mix	VgRk	3	124	A	J  N	false	false	true	78549	79027
70099	30	mix	VgRk	3	125	A	C  S	false	false	true	79027	79566
70100	30	mix	VgRk	3	126	A	S  T	true	true	true	79567	80227
70101	30	mix	VgRk	3	127	B	images/13_50_R_k.jpg	true	true	true	77615	80715
70102	30	mix	VgRk	3	128	A	T  S	true	true	true	80227	81211
70103	30	mix	VgRk	3	129	B	images/13_50_k.jpg	false	true	false	80715	82011
70104	30	mix	VgRk	3	130	A	L  N	true	true	true	81211	82747
70105	30	mix	VgRk	3	131	B	images/1_50_R_k.jpg	true	true	true	82011	83139
70106	30	mix	VgRk	3	132	B	images/39_50_R_k.jpg	true	true	true	83139	83731
70107	30	mix	VgRk	3	133	A	V  L	false	false	true	82747	84379
70108	30	mix	VgRk	3	134	B	images/25_50_R_k.jpg	true	true	true	83731	84755
70109	30	mix	VgRk	3	135	B	images/25_50_k.jpg	false	false	true	84755	85499
70110	30	mix	VgRk	3	136	B	images/13_50_R_k.jpg	true	true	true	85499	86099
70111	30	mix	VgRk	3	137	A	G  S	false	false	true	84379	86587
70112	30	mix	VgRk	3	138	B	images/1_50_R_k.jpg	true	true	true	86100	87035
70113	30	mix	VgRk	3	139	A	T  S	true	true	true	86587	87499
70114	30	mix	VgRk	3	140	A	R  N	false	false	true	87504	88315
