idx	VP	resource	condition	blockNo	trial	task	stimulus	value	key	response	stim_pres_ms	response_ms
12612	13	mix	VgRk	4	1	A	Q  P	true	true	true	34	1128
12613	13	mix	VgRk	4	2	A	N  P	false	false	true	1160	1680
12614	13	mix	VgRk	4	3	A	N  C	false	false	true	1712	2336
12615	13	mix	VgRk	4	4	A	C  R	true	true	true	2368	2816
12616	13	mix	VgRk	4	5	A	V  P	false	false	true	2822	3296
12617	13	mix	VgRk	4	6	A	X  Q	false	false	true	3330	3808
12618	13	mix	VgRk	4	7	A	H  P	false	false	true	3840	4328
12619	13	mix	VgRk	4	8	A	K  Q	false	false	true	4360	4944
12620	13	mix	VgRk	4	9	A	X  Q	false	false	true	4976	5448
12621	13	mix	VgRk	4	10	A	P  Q	true	true	true	5479	6064
12622	13	mix	VgRk	4	11	A	D  Q	false	false	true	6096	6824
12623	13	mix	VgRk	4	12	A	Q  P	true	true	true	6859	7752
12624	13	mix	VgRk	4	13	A	R  V	false	false	true	7784	8592
12625	13	mix	VgRk	4	14	A	D  C	false	false	true	8624	9368
12626	13	mix	VgRk	4	15	A	R  C	true	true	true	9400	9984
12627	13	mix	VgRk	4	16	A	C  R	true	true	true	10016	10544
12628	13	mix	VgRk	4	17	A	S  R	false	false	true	10576	11136
12629	13	mix	VgRk	4	18	A	Q  P	true	true	true	11168	11720
12630	13	mix	VgRk	4	19	A	P  B	false	false	true	11752	12320
12631	13	mix	VgRk	4	20	A	V  P	false	false	true	12351	12856
12632	13	mix	VgRk	4	21	A	C  R	true	true	true	12887	13368
12633	13	mix	VgRk	4	22	B	images/13_50_k.jpg	false	false	true	34	14455
12634	13	mix	VgRk	4	23	B	images/1_50_k.jpg	false	false	true	14488	15031
12635	13	mix	VgRk	4	24	B	images/25_50_k.jpg	false	false	true	15064	15591
12636	13	mix	VgRk	4	25	B	images/13_50_k.jpg	false	true	false	15624	16151
12637	13	mix	VgRk	4	26	B	images/13_50_R_k.jpg	true	true	true	16152	16903
12638	13	mix	VgRk	4	27	B	images/1_50_k.jpg	false	false	true	16936	17471
12639	13	mix	VgRk	4	28	B	images/39_50_R_k.jpg	true	true	true	17504	18056
12640	13	mix	VgRk	4	29	B	images/13_50_k.jpg	false	false	true	18088	18703
12641	13	mix	VgRk	4	30	B	images/39_50_k.jpg	false	false	true	18736	19175
12642	13	mix	VgRk	4	31	B	images/25_50_k.jpg	false	false	true	19208	19689
12643	13	mix	VgRk	4	32	B	images/1_50_R_k.jpg	true	true	true	19721	20223
12644	13	mix	VgRk	4	33	B	images/1_50_k.jpg	false	true	false	20258	20879
12645	13	mix	VgRk	4	34	B	images/25_50_R_k.jpg	true	true	true	20912	21695
12646	13	mix	VgRk	4	35	B	images/25_50_k.jpg	false	false	true	21728	22295
12647	13	mix	VgRk	4	36	B	images/1_50_k.jpg	false	false	true	22331	23031
12648	13	mix	VgRk	4	37	B	images/25_50_k.jpg	false	false	true	23066	23583
12649	13	mix	VgRk	4	38	B	images/39_50_k.jpg	false	false	true	23618	24167
12650	13	mix	VgRk	4	39	B	images/13_50_R_k.jpg	true	true	true	24200	24785
12651	13	mix	VgRk	4	40	B	images/39_50_R_k.jpg	true	true	true	24817	25375
12652	13	mix	VgRk	4	41	B	images/25_50_R_k.jpg	true	true	true	25408	26007
12653	13	mix	VgRk	4	42	B	images/39_50_R_k.jpg	true	true	true	26040	26559
12654	13	mix	VgRk	4	43	B	images/25_50_R_k.jpg	true	true	true	26594	27151
12655	13	mix	VgRk	4	44	B	images/13_50_k.jpg	false	false	true	27183	27871
12656	13	mix	VgRk	4	45	B	images/1_50_R_k.jpg	true	true	true	27903	29055
12657	13	mix	VgRk	4	46	B	images/25_50_R_k.jpg	true	true	true	29088	29791
12658	13	mix	VgRk	4	47	B	images/39_50_R_k.jpg	true	true	true	29823	30383
12659	13	mix	VgRk	4	48	B	images/39_50_k.jpg	false	false	true	30416	30983
12660	13	mix	VgRk	4	49	B	images/25_50_k.jpg	false	false	true	31016	31672
12661	13	mix	VgRk	4	50	B	images/13_50_R_k.jpg	true	true	true	31704	32287
12662	13	mix	VgRk	4	51	B	images/39_50_k.jpg	false	false	true	32320	33127
12663	13	mix	VgRk	4	52	B	images/1_50_R_k.jpg	true	true	true	33160	33879
12664	13	mix	VgRk	4	53	B	images/13_50_k.jpg	false	false	true	33911	34543
12665	13	mix	VgRk	4	54	B	images/39_50_R_k.jpg	true	true	true	34575	35119
12666	13	mix	VgRk	4	55	B	images/39_50_k.jpg	false	false	true	35151	35751
12667	13	mix	VgRk	4	56	B	images/13_50_R_k.jpg	true	true	true	35783	36431
12668	13	mix	VgRk	4	57	B	images/25_50_R_k.jpg	true	true	true	36464	37247
12669	13	mix	VgRk	4	58	B	images/13_50_k.jpg	false	false	true	37280	38175
12670	13	mix	VgRk	4	59	B	images/25_50_k.jpg	false	false	true	38208	38775
12671	13	mix	VgRk	4	60	B	images/13_50_k.jpg	false	false	true	38808	39335
12672	13	mix	VgRk	4	61	B	images/39_50_R_k.jpg	true	true	true	39368	39815
12673	13	mix	VgRk	4	62	B	images/39_50_k.jpg	false	false	true	39847	40439
12674	13	mix	VgRk	4	63	B	images/13_50_k.jpg	false	false	true	40474	41167
12675	13	mix	VgRk	4	64	B	images/39_50_k.jpg	false	false	true	41199	41679
12676	13	mix	VgRk	4	65	B	images/1_50_R_k.jpg	true	true	true	41711	42263
12677	13	mix	VgRk	4	66	B	images/1_50_k.jpg	false	false	true	42295	42855
12678	13	mix	VgRk	4	67	B	images/39_50_k.jpg	false	false	true	42887	43519
12679	13	mix	VgRk	4	68	B	images/1_50_k.jpg	false	false	true	43551	44039
12680	13	mix	VgRk	4	69	B	images/25_50_R_k.jpg	true	true	true	44071	44583
12681	13	mix	VgRk	4	70	B	images/13_50_R_k.jpg	true	true	true	44615	45319
12682	13	mix	VgRk	4	71	B	images/39_50_k.jpg	false	true	false	45351	45919
12683	13	mix	VgRk	4	72	B	images/1_50_R_k.jpg	true	true	true	45953	46727
12684	13	mix	VgRk	4	73	B	images/25_50_k.jpg	false	false	true	46758	47303
12685	13	mix	VgRk	4	74	B	images/25_50_R_k.jpg	true	true	true	47369	48103
12686	13	mix	VgRk	4	75	B	images/39_50_R_k.jpg	true	true	true	48169	49031
12687	13	mix	VgRk	4	76	A	D  R	false	false	true	13399	50175
12688	13	mix	VgRk	4	77	A	R  T	false	false	true	50207	50855
12689	13	mix	VgRk	4	78	A	P  Q	true	true	true	50889	51487
12690	13	mix	VgRk	4	79	A	Y  Q	false	false	true	51521	52223
12691	13	mix	VgRk	4	80	A	P  H	false	false	true	52255	52735
12692	13	mix	VgRk	4	81	A	R  F	false	false	true	52767	53303
12693	13	mix	VgRk	4	82	A	Y  R	false	false	true	53335	53910
12694	13	mix	VgRk	4	83	A	J  R	false	false	true	53943	54542
12695	13	mix	VgRk	4	84	A	R  C	true	true	true	54575	55150
12696	13	mix	VgRk	4	85	A	R  M	false	false	true	55183	55750
12697	13	mix	VgRk	4	86	A	P  Q	true	true	true	55783	56246
12698	13	mix	VgRk	4	87	A	K  P	false	false	true	56279	56854
12699	13	mix	VgRk	4	88	A	C  R	true	true	true	56887	57446
12700	13	mix	VgRk	4	89	A	C  N	false	false	true	57479	57982
12701	13	mix	VgRk	4	90	A	R  C	true	true	true	58015	58566
12702	13	mix	VgRk	4	91	A	Q  P	true	true	true	58599	59214
12703	13	mix	VgRk	4	92	A	W  P	false	false	true	59246	59798
12704	13	mix	VgRk	4	93	A	C  R	true	true	true	59830	60382
12705	13	mix	VgRk	4	94	A	R  C	true	true	true	60414	60982
12706	13	mix	VgRk	4	95	A	P  Q	true	true	true	61014	61510
12707	13	mix	VgRk	4	96	A	P  G	false	false	true	61542	62086
12708	13	mix	VgRk	4	97	A	R  C	true	true	true	62118	62654
12709	13	mix	VgRk	4	98	A	Q  P	true	true	true	62686	63278
12710	13	mix	VgRk	4	99	A	Q  G	false	false	true	63310	63894
12711	13	mix	VgRk	4	100	A	C  R	true	true	true	63926	64400
12712	13	mix	VgRk	4	101	A	P  D	false	false	true	64421	65062
12713	13	mix	VgRk	4	102	A	R  C	true	true	true	65094	66134
12714	13	mix	VgRk	4	103	A	Q  L	false	false	true	66167	66670
12715	13	mix	VgRk	4	104	A	P  Q	true	true	true	66702	67166
12716	13	mix	VgRk	4	105	A	R  C	true	true	true	67198	67758
12717	13	mix	VgRk	4	106	A	C  R	true	true	true	67790	68494
12718	13	mix	VgRk	4	107	A	Q  P	true	true	true	68529	69078
12719	13	mix	VgRk	4	108	A	P  Q	true	true	true	69111	69598
12720	13	mix	VgRk	4	109	A	F  Q	false	false	true	69631	71302
12721	13	mix	VgRk	4	110	A	Q  P	true	true	true	71337	71958
12722	13	mix	VgRk	4	111	A	P  Q	true	true	true	71991	72510
12723	13	mix	VgRk	4	112	A	C  R	true	true	true	72543	73142
12724	13	mix	VgRk	4	113	A	P  D	false	false	true	73175	73799
12725	13	mix	VgRk	4	114	A	Q  P	true	true	true	73822	74358
12726	13	mix	VgRk	4	115	A	P  M	false	false	true	74391	74894
12727	13	mix	VgRk	4	116	A	C  R	true	true	true	74927	75414
12728	13	mix	VgRk	4	117	A	R  C	true	true	true	75446	76022
12729	13	mix	VgRk	4	118	A	Q  P	true	true	true	76054	76502
12730	13	mix	VgRk	4	119	A	P  F	false	false	true	76534	77054
12731	13	mix	VgRk	4	120	A	P  Q	true	true	true	77086	77550
12732	13	mix	VgRk	4	121	B	images/1_50_R_k.jpg	true	true	true	49063	78942
12733	13	mix	VgRk	4	122	B	images/39_50_k.jpg	false	false	true	78974	79639
12734	13	mix	VgRk	4	123	B	images/13_50_k.jpg	false	false	true	79671	80158
12735	13	mix	VgRk	4	124	B	images/13_50_R_k.jpg	true	true	true	80190	80638
12736	13	mix	VgRk	4	125	B	images/25_50_k.jpg	false	false	true	80670	81206
12737	13	mix	VgRk	4	126	B	images/39_50_k.jpg	false	false	true	81238	81838
12738	13	mix	VgRk	4	127	B	images/1_50_k.jpg	false	false	true	81870	82358
12739	13	mix	VgRk	4	128	B	images/13_50_k.jpg	false	false	true	82393	82878
12740	13	mix	VgRk	4	129	B	images/39_50_R_k.jpg	true	true	true	82910	83326
12741	13	mix	VgRk	4	130	B	images/13_50_R_k.jpg	true	true	true	83358	83950
12742	13	mix	VgRk	4	131	B	images/25_50_R_k.jpg	true	true	true	83950	84654
12743	13	mix	VgRk	4	132	B	images/1_50_k.jpg	false	false	true	84686	85246
12744	13	mix	VgRk	4	133	B	images/39_50_R_k.jpg	true	true	true	85278	85734
12745	13	mix	VgRk	4	134	B	images/1_50_R_k.jpg	true	true	true	85766	86430
12746	13	mix	VgRk	4	135	B	images/25_50_k.jpg	false	false	true	86462	86918
