idx	VP	resource	condition	blockNo	trial	task	stimulus	value	key	response	stim_pres_ms	response_ms
28454	18	mix	VgRk	4	1	A	L  M	false	false	true	5	918
28455	18	mix	VgRk	4	2	A	L  P	true	true	true	918	1518
28456	18	mix	VgRk	4	3	A	T  K	false	false	true	1518	2110
28457	18	mix	VgRk	4	4	A	T  Y	false	false	true	2110	2566
28458	18	mix	VgRk	4	5	A	P  L	true	true	true	2566	3254
28459	18	mix	VgRk	4	6	A	G  T	false	false	true	3254	3798
28460	18	mix	VgRk	4	7	A	K  P	false	false	true	3801	4294
28461	18	mix	VgRk	4	8	A	N  Q	false	false	true	4294	5054
28462	18	mix	VgRk	4	9	A	T  F	false	false	true	5054	5622
28463	18	mix	VgRk	4	10	A	T  N	true	true	true	5622	6481
28464	18	mix	VgRk	4	11	A	N  T	true	true	true	6481	7014
28465	18	mix	VgRk	4	12	A	T  N	true	true	true	7014	7486
28466	18	mix	VgRk	4	13	A	T  Y	false	false	true	7486	7998
28467	18	mix	VgRk	4	14	A	N  T	true	true	true	7998	8710
28468	18	mix	VgRk	4	15	A	X  L	false	false	true	8710	9277
28469	18	mix	VgRk	4	16	A	J  N	false	false	true	9278	9917
28470	18	mix	VgRk	4	17	A	P  L	true	false	false	9918	10710
28471	18	mix	VgRk	4	18	A	S  L	false	false	true	10710	11293
28472	18	mix	VgRk	4	19	A	R  T	false	false	true	11294	11901
28473	18	mix	VgRk	4	20	A	N  J	false	false	true	11902	12485
28474	18	mix	VgRk	4	21	A	N  T	true	true	true	12486	12975
28475	18	mix	VgRk	4	22	A	L  P	true	true	true	12975	13485
28476	18	mix	VgRk	4	23	A	N  T	true	true	true	13486	13973
28477	18	mix	VgRk	4	24	A	T  N	true	true	true	13974	14517
28478	18	mix	VgRk	4	25	A	R  N	false	false	true	14518	15079
28479	18	mix	VgRk	4	26	A	N  T	true	true	true	15080	15583
28480	18	mix	VgRk	4	27	A	Y  L	false	false	true	15584	16181
28481	18	mix	VgRk	4	28	A	P  L	true	true	true	16182	17005
28482	18	mix	VgRk	4	29	A	J  N	false	false	true	17006	17565
28483	18	mix	VgRk	4	30	A	H  P	false	false	true	17567	18357
28484	18	mix	VgRk	4	31	A	L  F	false	false	true	18358	18941
28485	18	mix	VgRk	4	32	A	N  T	true	true	true	18942	19559
28486	18	mix	VgRk	4	33	A	T  J	false	false	true	19559	20229
28487	18	mix	VgRk	4	34	A	T  W	false	false	true	20230	20800
28488	18	mix	VgRk	4	35	A	G  T	false	false	true	20800	21381
28489	18	mix	VgRk	4	36	A	T  J	false	false	true	21382	21965
28490	18	mix	VgRk	4	37	A	P  L	true	true	true	21966	22461
28491	18	mix	VgRk	4	38	A	L  P	true	true	true	22462	22965
28492	18	mix	VgRk	4	39	A	N  T	true	true	true	22966	23525
28493	18	mix	VgRk	4	40	A	P  L	true	true	true	23526	24238
28494	18	mix	VgRk	4	41	A	T  N	true	true	true	24238	24861
28495	18	mix	VgRk	4	42	A	L  D	false	false	true	24862	25894
28496	18	mix	VgRk	4	43	A	L  C	false	false	true	25894	26365
28497	18	mix	VgRk	4	44	A	L  P	true	false	false	26366	26869
28498	18	mix	VgRk	4	45	A	T  N	true	true	true	26870	27645
28499	18	mix	VgRk	4	46	A	K  N	false	false	true	27645	28261
28500	18	mix	VgRk	4	47	A	T  S	false	false	true	28261	28829
28501	18	mix	VgRk	4	48	A	N  G	false	false	true	28831	29365
28502	18	mix	VgRk	4	49	A	V  L	false	false	true	29368	29861
28503	18	mix	VgRk	4	50	A	L  P	true	true	true	29861	30373
28504	18	mix	VgRk	4	51	A	K  T	false	false	true	30373	31149
28505	18	mix	VgRk	4	52	A	J  L	false	false	true	31149	31661
28506	18	mix	VgRk	4	53	A	G  N	false	false	true	31661	32349
28507	18	mix	VgRk	4	54	A	P  L	true	true	true	32349	33333
28508	18	mix	VgRk	4	55	A	N  T	true	true	true	33333	33821
28509	18	mix	VgRk	4	56	A	T  N	true	true	true	33821	34317
28510	18	mix	VgRk	4	57	A	H  L	false	false	true	34317	34957
28511	18	mix	VgRk	4	58	A	L  P	true	true	true	34957	35509
28512	18	mix	VgRk	4	59	A	N  T	true	true	true	35509	36173
28513	18	mix	VgRk	4	60	A	T  N	true	true	true	36173	36733
28514	18	mix	VgRk	4	61	A	N  T	true	true	true	36733	37221
28515	18	mix	VgRk	4	62	B	images/13_50_R_k.jpg	true	true	true	5	38333
28516	18	mix	VgRk	4	63	B	images/13_50_k.jpg	false	false	true	38334	38870
28517	18	mix	VgRk	4	64	B	images/25_50_R_k.jpg	true	true	true	38870	39429
28518	18	mix	VgRk	4	65	B	images/1_50_k.jpg	false	false	true	39429	39973
28519	18	mix	VgRk	4	66	B	images/1_50_R_k.jpg	true	true	true	39973	40685
28520	18	mix	VgRk	4	67	B	images/39_50_k.jpg	false	false	true	40685	41207
28521	18	mix	VgRk	4	68	B	images/13_50_k.jpg	false	false	true	41207	41725
28522	18	mix	VgRk	4	69	B	images/39_50_k.jpg	false	false	true	41725	42301
28523	18	mix	VgRk	4	70	B	images/25_50_R_k.jpg	true	true	true	42301	42791
28524	18	mix	VgRk	4	71	B	images/39_50_R_k.jpg	true	true	true	42791	43245
28525	18	mix	VgRk	4	72	B	images/25_50_k.jpg	false	false	true	43245	43901
28526	18	mix	VgRk	4	73	B	images/1_50_R_k.jpg	true	true	true	43901	44501
28527	18	mix	VgRk	4	74	B	images/39_50_R_k.jpg	true	true	true	44501	44973
28528	18	mix	VgRk	4	75	B	images/13_50_k.jpg	false	false	true	44973	45527
28529	18	mix	VgRk	4	76	B	images/39_50_k.jpg	false	false	true	45528	46125
28530	18	mix	VgRk	4	77	B	images/25_50_k.jpg	false	false	true	46125	46701
