idx	VP	resource	condition	blockNo	trial	task	stimulus	value	key	response	stim_pres_ms	response_ms
31033	19	mix	VgRk	3	1	A	J  X	false	false	true	15	728
31034	19	mix	VgRk	3	2	A	L  X	true	true	true	729	1352
31035	19	mix	VgRk	3	3	A	W  Q	true	true	true	1353	1936
31036	19	mix	VgRk	3	4	A	H  X	false	false	true	1941	2360
31037	19	mix	VgRk	3	5	A	Q  J	false	false	true	2361	2816
31038	19	mix	VgRk	3	6	A	X  Y	false	false	true	2817	3289
31039	19	mix	VgRk	3	7	A	X  L	true	true	true	3290	3712
31040	19	mix	VgRk	3	8	A	L  X	true	false	false	3713	4144
31041	19	mix	VgRk	3	9	A	X  L	true	true	true	4145	4672
31042	19	mix	VgRk	3	10	A	L  X	true	true	true	4676	5240
31043	19	mix	VgRk	3	11	A	Q  W	true	false	false	5241	5672
31044	19	mix	VgRk	3	12	A	X  J	false	false	true	5673	6832
31045	19	mix	VgRk	3	13	A	L  X	true	true	true	6833	7352
31046	19	mix	VgRk	3	14	A	Q  T	false	false	true	7353	7776
31047	19	mix	VgRk	3	15	A	X  L	true	false	false	7777	8240
31048	19	mix	VgRk	3	16	A	H  W	false	true	false	8241	9144
31049	19	mix	VgRk	3	17	A	J  Q	false	false	true	9145	9872
31050	19	mix	VgRk	3	18	A	Q  W	true	true	true	9873	10368
31051	19	mix	VgRk	3	19	A	X  L	true	true	true	10369	11066
31052	19	mix	VgRk	3	20	A	L  X	true	true	true	11066	11632
31053	19	mix	VgRk	3	21	A	Q  W	true	true	true	11633	12088
31054	19	mix	VgRk	3	22	A	L  X	true	true	true	12089	12704
31055	19	mix	VgRk	3	23	A	G  X	false	false	true	12705	13240
31056	19	mix	VgRk	3	24	A	H  Q	false	false	true	13241	13888
31057	19	mix	VgRk	3	25	A	X  L	true	true	true	13889	14496
31058	19	mix	VgRk	3	26	A	L  X	true	true	true	14497	15032
31059	19	mix	VgRk	3	27	A	Q  W	true	true	true	15033	15464
31060	19	mix	VgRk	3	28	A	L  X	true	true	true	15465	16040
31061	19	mix	VgRk	3	29	A	Q  W	true	true	true	16041	16512
31062	19	mix	VgRk	3	30	A	T  W	false	false	true	16513	17000
31063	19	mix	VgRk	3	31	A	X  L	true	true	true	17001	17648
31064	19	mix	VgRk	3	32	A	W  Q	true	true	true	17649	18072
31065	19	mix	VgRk	3	33	A	X  J	false	false	true	18073	18496
31066	19	mix	VgRk	3	34	A	L  X	true	true	true	18497	19024
31067	19	mix	VgRk	3	35	A	B  Q	false	false	true	19025	19456
31068	19	mix	VgRk	3	36	A	W  C	false	false	true	19458	19976
31069	19	mix	VgRk	3	37	A	Q  W	true	true	true	19977	20600
31070	19	mix	VgRk	3	38	A	W  Q	true	true	true	20601	21040
31071	19	mix	VgRk	3	39	A	X  L	true	true	true	21040	21456
31072	19	mix	VgRk	3	40	A	Q  W	true	true	true	21457	21937
31073	19	mix	VgRk	3	41	A	L  X	true	true	true	21937	22368
31074	19	mix	VgRk	3	42	A	Q  M	false	true	false	22369	22856
31075	19	mix	VgRk	3	43	A	Q  W	true	true	true	22857	23428
31076	19	mix	VgRk	3	44	A	V  X	false	false	true	23428	23872
31077	19	mix	VgRk	3	45	A	W  Q	true	true	true	23872	24320
31078	19	mix	VgRk	3	46	A	D  X	false	false	true	24320	25624
31079	19	mix	VgRk	3	47	A	Q  Y	false	false	true	25624	26048
31080	19	mix	VgRk	3	48	A	T  X	false	false	true	26048	26472
31081	19	mix	VgRk	3	49	A	Q  K	false	false	true	26473	27256
31082	19	mix	VgRk	3	50	A	W  V	false	false	true	27256	27752
31083	19	mix	VgRk	3	51	A	X  L	true	true	true	27752	28377
31084	19	mix	VgRk	3	52	A	W  Q	true	true	true	28377	28840
31085	19	mix	VgRk	3	53	A	R  X	false	false	true	28840	29336
31086	19	mix	VgRk	3	54	A	S  Q	false	false	true	29336	29792
31087	19	mix	VgRk	3	55	A	X  L	true	true	true	29792	30264
31088	19	mix	VgRk	3	56	A	H  L	false	false	true	30267	30840
31089	19	mix	VgRk	3	57	A	Q  W	true	true	true	30843	31416
31090	19	mix	VgRk	3	58	A	X  L	true	true	true	31416	31880
31091	19	mix	VgRk	3	59	A	L  C	false	false	true	31880	32328
31092	19	mix	VgRk	3	60	A	W  Q	true	false	false	32328	32816
31093	19	mix	VgRk	3	61	A	X  L	true	true	true	32816	33680
31094	19	mix	VgRk	3	62	A	W  G	false	false	true	33680	34360
31095	19	mix	VgRk	3	63	A	C  Q	false	false	true	34360	34848
31096	19	mix	VgRk	3	64	A	X  H	false	false	true	34848	35312
31097	19	mix	VgRk	3	65	A	Q  W	true	false	false	35312	35784
31098	19	mix	VgRk	3	66	A	W  Q	true	true	true	35784	36513
31099	19	mix	VgRk	3	67	A	L  K	false	false	true	36514	37536
31100	19	mix	VgRk	3	68	A	B  Q	false	false	true	37536	38000
31101	19	mix	VgRk	3	69	A	W  F	false	false	true	38000	38504
31102	19	mix	VgRk	3	70	A	K  X	false	false	true	38504	38992
31103	19	mix	VgRk	3	71	A	W  P	false	false	true	38992	39448
31104	19	mix	VgRk	3	72	A	X  L	true	true	true	39448	40144
31105	19	mix	VgRk	3	73	A	L  X	true	true	true	40144	40689
31106	19	mix	VgRk	3	74	A	Q  M	false	false	true	40690	41216
31107	19	mix	VgRk	3	75	A	X  L	true	false	false	41216	41776
31108	19	mix	VgRk	3	76	A	P  L	false	false	true	41776	42440
31109	19	mix	VgRk	3	77	A	L  M	false	false	true	42440	42968
31110	19	mix	VgRk	3	78	A	B  Q	false	false	true	42968	43432
31111	19	mix	VgRk	3	79	B	images/25_50_k.jpg	false	false	true	15	44522
31112	19	mix	VgRk	3	80	B	images/39_50_k.jpg	false	false	true	44523	45104
31113	19	mix	VgRk	3	81	B	images/25_50_k.jpg	false	false	true	45104	45656
31114	19	mix	VgRk	3	82	B	images/1_50_R_k.jpg	true	true	true	45657	46232
31115	19	mix	VgRk	3	83	B	images/13_50_R_k.jpg	true	true	true	46233	46712
31116	19	mix	VgRk	3	84	B	images/1_50_k.jpg	false	false	true	46712	47232
31117	19	mix	VgRk	3	85	B	images/39_50_R_k.jpg	true	true	true	47232	47690
31118	19	mix	VgRk	3	86	B	images/1_50_R_k.jpg	true	true	true	47691	48272
31119	19	mix	VgRk	3	87	B	images/13_50_R_k.jpg	true	true	true	48272	48728
31120	19	mix	VgRk	3	88	B	images/39_50_k.jpg	false	false	true	48728	49216
31121	19	mix	VgRk	3	89	B	images/25_50_k.jpg	false	false	true	49216	49824
31122	19	mix	VgRk	3	90	B	images/39_50_k.jpg	false	false	true	49824	50256
31123	19	mix	VgRk	3	91	B	images/1_50_k.jpg	false	false	true	50257	50720
31124	19	mix	VgRk	3	92	B	images/13_50_k.jpg	false	false	true	50721	51160
31125	19	mix	VgRk	3	93	B	images/1_50_R_k.jpg	true	true	true	51160	51664
31126	19	mix	VgRk	3	94	B	images/13_50_R_k.jpg	true	true	true	51664	52098
31127	19	mix	VgRk	3	95	B	images/25_50_R_k.jpg	true	true	true	52098	52616
31128	19	mix	VgRk	3	96	B	images/39_50_k.jpg	false	false	true	52619	53136
31129	19	mix	VgRk	3	97	B	images/25_50_k.jpg	false	false	true	53136	53688
31130	19	mix	VgRk	3	98	B	images/1_50_R_k.jpg	true	true	true	53688	54219
31131	19	mix	VgRk	3	99	B	images/13_50_R_k.jpg	true	true	true	54219	54680
31132	19	mix	VgRk	3	100	B	images/1_50_k.jpg	false	false	true	54680	55209
31133	19	mix	VgRk	3	101	B	images/39_50_k.jpg	false	false	true	55209	55730
31134	19	mix	VgRk	3	102	B	images/25_50_R_k.jpg	true	true	true	55730	56208
31135	19	mix	VgRk	3	103	B	images/13_50_R_k.jpg	true	true	true	56208	56712
31136	19	mix	VgRk	3	104	B	images/13_50_k.jpg	false	false	true	56712	57191
31137	19	mix	VgRk	3	105	B	images/39_50_k.jpg	false	false	true	57192	57655
31138	19	mix	VgRk	3	106	B	images/1_50_k.jpg	false	false	true	57656	58279
31139	19	mix	VgRk	3	107	B	images/39_50_k.jpg	false	false	true	58280	58735
31140	19	mix	VgRk	3	108	B	images/1_50_R_k.jpg	true	true	true	58736	59263
31141	19	mix	VgRk	3	109	B	images/1_50_k.jpg	false	false	true	59264	59832
31142	19	mix	VgRk	3	110	B	images/25_50_R_k.jpg	true	true	true	59833	60343
31143	19	mix	VgRk	3	111	B	images/1_50_R_k.jpg	true	true	true	60344	60951
31144	19	mix	VgRk	3	112	B	images/25_50_R_k.jpg	true	true	true	60952	61471
31145	19	mix	VgRk	3	113	B	images/13_50_R_k.jpg	true	false	false	61472	61959
31146	19	mix	VgRk	3	114	B	images/39_50_R_k.jpg	true	true	true	61960	62647
31147	19	mix	VgRk	3	115	B	images/39_50_k.jpg	false	false	true	62648	63167
31148	19	mix	VgRk	3	116	B	images/1_50_k.jpg	false	false	true	63168	63639
31149	19	mix	VgRk	3	117	B	images/25_50_k.jpg	false	false	true	63640	64191
31150	19	mix	VgRk	3	118	B	images/39_50_k.jpg	false	false	true	64192	64719
31151	19	mix	VgRk	3	119	B	images/1_50_k.jpg	false	false	true	64720	65167
31152	19	mix	VgRk	3	120	B	images/25_50_R_k.jpg	true	true	true	65168	65631
31153	19	mix	VgRk	3	121	B	images/39_50_k.jpg	false	false	true	65632	66127
31154	19	mix	VgRk	3	122	B	images/13_50_R_k.jpg	true	true	true	66128	66745
31155	19	mix	VgRk	3	123	B	images/25_50_k.jpg	false	false	true	66745	67311
31156	19	mix	VgRk	3	124	B	images/1_50_R_k.jpg	true	true	true	67312	67843
31157	19	mix	VgRk	3	125	B	images/1_50_k.jpg	false	false	true	67843	68455
31158	19	mix	VgRk	3	126	B	images/39_50_R_k.jpg	true	true	true	68456	68951
31159	19	mix	VgRk	3	127	B	images/25_50_R_k.jpg	true	true	true	68952	69415
31160	19	mix	VgRk	3	128	B	images/39_50_R_k.jpg	true	true	true	69416	69879
31161	19	mix	VgRk	3	129	B	images/13_50_R_k.jpg	true	true	true	69880	70423
31162	19	mix	VgRk	3	130	B	images/39_50_R_k.jpg	true	true	true	70424	70855
31163	19	mix	VgRk	3	131	B	images/25_50_k.jpg	false	false	true	70857	71386
31164	19	mix	VgRk	3	132	B	images/25_50_R_k.jpg	true	true	true	71387	71847
31165	19	mix	VgRk	3	133	B	images/1_50_k.jpg	false	false	true	71848	72383
31166	19	mix	VgRk	3	134	B	images/25_50_k.jpg	false	false	true	72384	72879
31167	19	mix	VgRk	3	135	B	images/1_50_R_k.jpg	true	true	true	72881	73391
31168	19	mix	VgRk	3	136	B	images/13_50_R_k.jpg	true	true	true	73392	73823
31169	19	mix	VgRk	3	137	B	images/13_50_k.jpg	false	false	true	73824	74295
31170	19	mix	VgRk	3	138	B	images/39_50_R_k.jpg	true	true	true	74296	74735
31171	19	mix	VgRk	3	139	B	images/13_50_R_k.jpg	true	true	true	74737	75279
31172	19	mix	VgRk	3	140	B	images/25_50_k.jpg	false	false	true	75280	75727
31173	19	mix	VgRk	3	141	B	images/13_50_k.jpg	false	false	true	75728	76127
31174	19	mix	VgRk	3	142	B	images/25_50_R_k.jpg	true	true	true	76128	76655
31175	19	mix	VgRk	3	143	B	images/1_50_k.jpg	false	false	true	76656	77295
31176	19	mix	VgRk	3	144	B	images/39_50_k.jpg	false	false	true	77296	77810
31177	19	mix	VgRk	3	145	B	images/1_50_R_k.jpg	true	true	true	77810	78240
31178	19	mix	VgRk	3	146	B	images/1_50_k.jpg	false	false	true	78241	78727
31179	19	mix	VgRk	3	147	B	images/39_50_R_k.jpg	true	true	true	78728	79279
31180	19	mix	VgRk	3	148	B	images/25_50_R_k.jpg	true	true	true	79280	79743
31181	19	mix	VgRk	3	149	B	images/25_50_k.jpg	false	false	true	79744	80257
31182	19	mix	VgRk	3	150	B	images/13_50_R_k.jpg	true	true	true	80257	80767
31183	19	mix	VgRk	3	151	B	images/1_50_R_k.jpg	true	true	true	80768	81351
31184	19	mix	VgRk	3	152	B	images/13_50_R_k.jpg	true	true	true	81352	81751
31185	19	mix	VgRk	3	153	B	images/39_50_k.jpg	false	false	true	81752	82223
31186	19	mix	VgRk	3	154	B	images/39_50_R_k.jpg	true	true	true	82224	82655
31187	19	mix	VgRk	3	155	B	images/1_50_k.jpg	false	false	true	82656	83159
31188	19	mix	VgRk	3	156	B	images/13_50_R_k.jpg	true	true	true	83160	83663
31189	19	mix	VgRk	3	157	B	images/1_50_R_k.jpg	true	true	true	83664	84361
31190	19	mix	VgRk	3	158	B	images/25_50_R_k.jpg	true	true	true	84361	84793
31191	19	mix	VgRk	3	159	B	images/25_50_k.jpg	false	false	true	84793	85351
31192	19	mix	VgRk	3	160	B	images/1_50_R_k.jpg	true	true	true	85352	85839
31193	19	mix	VgRk	3	161	B	images/39_50_k.jpg	false	false	true	85840	86455
31194	19	mix	VgRk	3	162	B	images/25_50_R_k.jpg	true	true	true	86456	86919
31195	19	mix	VgRk	3	163	B	images/1_50_k.jpg	false	false	true	86920	87559
31196	19	mix	VgRk	3	164	B	images/13_50_R_k.jpg	true	true	true	87560	88015
31197	19	mix	VgRk	3	165	B	images/39_50_k.jpg	false	false	true	88015	88439
31198	19	mix	VgRk	3	166	B	images/39_50_R_k.jpg	true	true	true	88440	88855
31199	19	mix	VgRk	3	167	B	images/1_50_R_k.jpg	true	true	true	88856	89463
31200	19	mix	VgRk	3	168	B	images/13_50_R_k.jpg	true	true	true	89464	89879
31201	19	mix	VgRk	3	169	B	images/1_50_R_k.jpg	true	true	true	89879	90383
31202	19	mix	VgRk	3	170	B	images/1_50_k.jpg	false	false	true	90384	90903
31203	19	mix	VgRk	3	171	B	images/13_50_k.jpg	false	false	true	90904	91433
31204	19	mix	VgRk	3	172	B	images/25_50_R_k.jpg	true	true	true	91434	91911
31205	19	mix	VgRk	3	173	B	images/25_50_k.jpg	false	false	true	91911	92447
31206	19	mix	VgRk	3	174	B	images/39_50_R_k.jpg	true	true	true	92447	92903
31207	19	mix	VgRk	3	175	B	images/1_50_R_k.jpg	true	true	true	92903	93543
31208	19	mix	VgRk	3	176	B	images/39_50_R_k.jpg	true	true	true	93544	93959
31209	19	mix	VgRk	3	177	B	images/1_50_k.jpg	false	false	true	93959	94487
31210	19	mix	VgRk	3	178	B	images/25_50_R_k.jpg	true	true	true	94487	94911
31211	19	mix	VgRk	3	179	B	images/25_50_k.jpg	false	false	true	94911	95351
31212	19	mix	VgRk	3	180	B	images/1_50_k.jpg	false	false	true	95351	95943
31213	19	mix	VgRk	3	181	B	images/13_50_k.jpg	false	false	true	95943	96511
31214	19	mix	VgRk	3	182	B	images/1_50_R_k.jpg	true	true	true	96512	97049
31215	19	mix	VgRk	3	183	B	images/39_50_R_k.jpg	true	true	true	97049	97527
31216	19	mix	VgRk	3	184	B	images/39_50_k.jpg	false	false	true	97527	97975
31217	19	mix	VgRk	3	185	B	images/13_50_k.jpg	false	false	true	97975	98447
31218	19	mix	VgRk	3	186	B	images/1_50_k.jpg	false	false	true	98447	99119
31219	19	mix	VgRk	3	187	B	images/1_50_R_k.jpg	true	true	true	99119	99679
31220	19	mix	VgRk	3	188	B	images/39_50_k.jpg	false	false	true	99680	100247
