idx	VP	resource	condition	blockNo	trial	task	stimulus	value	key	response	stim_pres_ms	response_ms
53218	25	mix	VgRk	4	1	A	Y  C	true	true	true	3	1135
53219	25	mix	VgRk	4	2	B	images/1_50_k.jpg	false	false	true	3	1839
53220	25	mix	VgRk	4	3	A	B  Y	false	false	true	1135	2543
53221	25	mix	VgRk	4	4	A	L  F	true	false	false	2543	3207
53222	25	mix	VgRk	4	5	A	C  Y	true	true	true	3208	6063
53223	25	mix	VgRk	4	6	A	Q  L	false	false	true	6063	8631
53224	25	mix	VgRk	4	7	A	H  F	false	false	true	8631	9287
53225	25	mix	VgRk	4	8	A	Y  C	true	true	true	9287	10623
53226	25	mix	VgRk	4	9	A	L  F	true	true	true	10623	12303
53227	25	mix	VgRk	4	10	A	C  Y	true	true	true	12303	13047
53228	25	mix	VgRk	4	11	A	L  H	false	false	true	13047	14023
53229	25	mix	VgRk	4	12	A	V  L	false	false	true	14023	14879
53230	25	mix	VgRk	4	13	A	F  L	true	true	true	14879	15703
53231	25	mix	VgRk	4	14	B	images/25_50_k.jpg	false	false	true	1839	17343
53232	25	mix	VgRk	4	15	B	images/39_50_R_k.jpg	true	true	true	17343	17999
53233	25	mix	VgRk	4	16	B	images/1_50_k.jpg	false	false	true	17999	18567
53234	25	mix	VgRk	4	17	B	images/1_50_R_k.jpg	true	true	true	18567	19183
53235	25	mix	VgRk	4	18	B	images/25_50_R_k.jpg	true	true	true	19183	19927
53236	25	mix	VgRk	4	19	B	images/39_50_R_k.jpg	true	true	true	19927	20775
53237	25	mix	VgRk	4	20	B	images/1_50_R_k.jpg	true	true	true	20775	21408
53238	25	mix	VgRk	4	21	B	images/13_50_R_k.jpg	true	false	false	21409	22113
53239	25	mix	VgRk	4	22	B	images/25_50_R_k.jpg	true	true	true	22113	23502
53240	25	mix	VgRk	4	23	A	Y  C	true	true	true	15703	26454
53241	25	mix	VgRk	4	24	B	images/39_50_k.jpg	false	false	true	23503	27038
53242	25	mix	VgRk	4	25	A	L  F	true	true	true	26455	27518
