P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
7	1	1	LTD-RMC	L Q | N P	0.000	0	L  Q	13_50_k	A	1	(1, 1)	1	1.071
7	1	1	LTD-RMC	L Q | N P	1.071	1	N  S	13_50_k	A	0	(1, 0)	1	0.855
7	1	1	LTD-RMC	L Q | N P	1.959	2	Q  L	13_50_k	A	1	(1, 1)	1	0.840
7	1	1	LTD-RMC	L Q | N P	2.831	3	P  N	13_50_k	B	0	(2, 0)	1	3.383
7	1	1	LTD-RMC	L Q | N P	3.383	4	P  N	39_50_R_k	A	1	(1, 1)	1	1.415
7	1	1	LTD-RMC	L Q | N P	4.279	5	Q  L	39_50_R_k	B	1	(2, 1)	1	1.566
7	1	1	LTD-RMC	L Q | N P	4.982	6	Q  L	1_50_R_k	A	1	(1, 1)	1	1.599
7	1	1	LTD-RMC	L Q | N P	5.942	7	P  S	1_50_R_k	B	1	(2, 1)	1	1.957
7	1	1	LTD-RMC	L Q | N P	6.974	8	P  S	13_50_R_k	A	0	(1, 0)	1	2.084
7	1	1	LTD-RMC	L Q | N P	8.062	9	L  Q	13_50_R_k	B	1	(2, 1)	1	1.840
7	1	1	LTD-RMC	L Q | N P	8.847	10	L  Q	39_50_R_k	A	1	(1, 1)	1	1.517
7	1	1	LTD-RMC	L Q | N P	9.614	11	N  C	39_50_R_k	B	1	(2, 1)	1	1.279
7	1	1	LTD-RMC	L Q | N P	10.158	12	N  C	1_50_R_k	A	0	(1, 0)	1	1.471
7	1	1	LTD-RMC	L Q | N P	11.118	13	N  P	1_50_R_k	A	1	(1, 1)	1	0.807
7	1	1	LTD-RMC	L Q | N P	11.958	14	N  V	1_50_R_k	B	1	(2, 1)	1	2.303
7	1	1	LTD-RMC	L Q | N P	12.494	15	N  V	25_50_R_k	A	0	(1, 0)	1	1.119
7	1	1	LTD-RMC	L Q | N P	13.110	16	L  C	25_50_R_k	A	0	(1, 0)	1	1.015
7	1	1	LTD-RMC	L Q | N P	14.158	17	G  N	25_50_R_k	B	1	(2, 1)	1	2.487
7	1	1	LTD-RMC	L Q | N P	15.142	18	G  N	1_50_R_k	A	0	(1, 0)	1	1.521
7	1	1	LTD-RMC	L Q | N P	15.744	19	P  N	1_50_R_k	A	1	(1, 1)	1	0.885
7	1	1	LTD-RMC	L Q | N P	16.662	20	N  P	1_50_R_k	A	1	(1, 1)	1	0.631
7	1	1	LTD-RMC	L Q | N P	17.326	21	W  N	1_50_R_k	B	1	(2, 1)	1	3.047
7	1	1	LTD-RMC	L Q | N P	18.222	22	W  N	25_50_k	B	0	(2, 0)	1	1.143
7	1	1	LTD-RMC	L Q | N P	19.398	23	W  N	39_50_k	B	0	(2, 0)	1	0.597
7	1	1	LTD-RMC	L Q | N P	20.030	24	W  N	39_50_R_k	B	1	(2, 1)	1	0.767
7	1	1	LTD-RMC	L Q | N P	20.830	25	W  N	1_50_k	A	0	(1, 0)	1	4.023
7	1	1	LTD-RMC	L Q | N P	21.382	26	G  L	1_50_k	A	1	(1, 1)	0	3.391
7	1	1	LTD-RMC	L Q | N P	24.806	27	D  N	1_50_k	B	0	(2, 0)	1	6.453
7	1	1	LTD-RMC	L Q | N P	27.302	28	D  N	1_50_R_k	B	1	(2, 1)	1	0.999
7	1	1	LTD-RMC	L Q | N P	28.334	29	D  N	25_50_R_k	A	0	(1, 0)	1	4.814
7	1	1	LTD-RMC	L Q | N P	29.654	30	Q  L	25_50_R_k	A	1	(1, 1)	1	1.391
7	1	1	LTD-RMC	L Q | N P	31.078	31	N  P	25_50_R_k	B	1	(2, 1)	1	3.287
7	1	1	LTD-RMC	L Q | N P	31.654	32	N  P	25_50_k	A	1	(1, 1)	1	1.639
7	1	1	LTD-RMC	L Q | N P	32.750	33	L  C	25_50_k	B	0	(2, 0)	1	1.671
