P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
17	1	1	LTD-RMC	F W | K L	0.000	0	W  P	1_50_R_k	A	0	(1, 0)	1	1.142
17	1	1	LTD-RMC	F W | K L	1.142	1	V  F	1_50_R_k	B	1	(2, 1)	1	1.494
17	1	1	LTD-RMC	F W | K L	1.494	2	V  F	39_50_R_k	A	0	(1, 0)	1	0.816
17	1	1	LTD-RMC	F W | K L	1.958	3	W  F	39_50_R_k	A	1	(1, 1)	1	1.336
17	1	1	LTD-RMC	F W | K L	3.294	4	L  K	39_50_R_k	B	1	(2, 1)	1	2.096
17	1	1	LTD-RMC	F W | K L	3.590	5	L  K	13_50_k	A	1	(1, 1)	1	0.736
17	1	1	LTD-RMC	F W | K L	4.030	6	K  H	13_50_k	B	0	(2, 0)	1	0.848
17	1	1	LTD-RMC	F W | K L	4.438	7	K  H	1_50_k	A	0	(1, 0)	1	0.760
17	1	1	LTD-RMC	F W | K L	4.790	8	K  L	1_50_k	A	1	(1, 1)	1	1.504
17	1	1	LTD-RMC	F W | K L	6.294	9	F  T	1_50_k	B	0	(2, 0)	1	2.157
17	1	1	LTD-RMC	F W | K L	6.598	10	F  T	25_50_R_k	A	0	(1, 0)	1	0.679
17	1	1	LTD-RMC	F W | K L	6.974	11	L  K	25_50_R_k	A	1	(1, 1)	1	1.448
17	1	1	LTD-RMC	F W | K L	8.422	12	M  L	25_50_R_k	B	1	(2, 1)	1	2.190
17	1	1	LTD-RMC	F W | K L	8.791	13	M  L	39_50_k	A	0	(1, 0)	1	0.687
17	1	1	LTD-RMC	F W | K L	9.109	14	W  C	39_50_k	B	0	(2, 0)	1	1.119
17	1	1	LTD-RMC	F W | K L	9.910	15	W  C	25_50_k	A	0	(1, 0)	1	1.264
17	1	1	LTD-RMC	F W | K L	10.374	16	K  L	25_50_k	A	1	(1, 1)	1	1.295
17	1	1	LTD-RMC	F W | K L	11.669	17	L  K	25_50_k	B	0	(2, 0)	1	2.094
