P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
2	1	1	LTD-RMC	D Y | R T	0.000	0	Y  D	25_50_R_k	A	1	(1, 1)	1	5.629
2	1	1	LTD-RMC	D Y | R T	5.629	1	R  T	25_50_R_k	A	0	(1, 0)	0	7.526
2	1	1	LTD-RMC	D Y | R T	13.158	2	T  R	25_50_R_k	A	1	(1, 1)	1	0.924
2	1	1	LTD-RMC	D Y | R T	14.085	3	D  J	25_50_R_k	A	0	(1, 0)	1	0.757
2	1	1	LTD-RMC	D Y | R T	14.845	4	R  T	25_50_R_k	A	1	(1, 1)	1	0.989
2	1	1	LTD-RMC	D Y | R T	15.837	5	R  M	25_50_R_k	A	0	(1, 0)	1	0.626
2	1	1	LTD-RMC	D Y | R T	16.470	6	R  P	25_50_R_k	A	0	(1, 0)	1	0.740
2	1	1	LTD-RMC	D Y | R T	17.213	7	T  C	25_50_R_k	A	0	(1, 0)	1	0.741
2	1	1	LTD-RMC	D Y | R T	17.957	8	R  W	25_50_R_k	A	0	(1, 0)	1	1.030
2	1	1	LTD-RMC	D Y | R T	18.990	9	T  V	25_50_R_k	A	0	(1, 0)	1	0.645
2	1	1	LTD-RMC	D Y | R T	19.638	10	Y  D	25_50_R_k	A	0	(1, 0)	0	1.020
2	1	1	LTD-RMC	D Y | R T	20.661	11	D  Y	25_50_R_k	A	1	(1, 1)	1	0.601
2	1	1	LTD-RMC	D Y | R T	21.269	12	Y  D	25_50_R_k	A	1	(1, 1)	1	0.533
2	1	1	LTD-RMC	D Y | R T	21.805	13	R  T	25_50_R_k	A	1	(1, 1)	1	2.805
2	1	1	LTD-RMC	D Y | R T	24.613	14	D  X	25_50_R_k	A	0	(1, 0)	1	0.733
2	1	1	LTD-RMC	D Y | R T	25.349	15	D  Y	25_50_R_k	A	1	(1, 1)	1	0.789
2	1	1	LTD-RMC	D Y | R T	26.141	16	Y  D	25_50_R_k	A	1	(1, 1)	1	0.733
2	1	1	LTD-RMC	D Y | R T	26.877	17	R  P	25_50_R_k	A	0	(1, 0)	1	0.725
2	1	1	LTD-RMC	D Y | R T	27.604	18	Y  Q	25_50_R_k	A	0	(1, 0)	1	1.132
2	1	1	LTD-RMC	D Y | R T	28.740	19	W  T	25_50_R_k	A	0	(1, 0)	1	0.676
2	1	1	LTD-RMC	D Y | R T	29.420	20	L  D	25_50_R_k	A	0	(1, 0)	1	0.605
2	1	1	LTD-RMC	D Y | R T	30.028	21	D  Y	25_50_R_k	A	1	(1, 1)	1	0.637
2	1	1	LTD-RMC	D Y | R T	30.668	22	J  T	25_50_R_k	A	0	(1, 0)	1	0.728
2	1	1	LTD-RMC	D Y | R T	31.404	23	D  V	25_50_R_k	A	0	(1, 0)	1	0.868
2	1	1	LTD-RMC	D Y | R T	32.276	24	N  Y	25_50_R_k	A	0	(1, 0)	1	0.717
