P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
41	1	1	LTD-RMC	F H | K N	0.000	0	F  H	13_50_R_k	A	1	(1, 1)	1	0.771
41	1	1	LTD-RMC	F H | K N	0.771	1	N  K	13_50_R_k	A	1	(1, 1)	1	0.495
41	1	1	LTD-RMC	F H | K N	1.267	2	F  H	13_50_R_k	A	1	(1, 1)	1	0.501
41	1	1	LTD-RMC	F H | K N	1.771	3	N  K	13_50_R_k	A	1	(1, 1)	1	0.463
41	1	1	LTD-RMC	F H | K N	2.235	4	F  H	13_50_R_k	A	1	(1, 1)	1	0.455
41	1	1	LTD-RMC	F H | K N	2.691	5	F  X	13_50_R_k	A	0	(1, 0)	1	0.510
41	1	1	LTD-RMC	F H | K N	3.203	6	K  B	13_50_R_k	A	0	(1, 0)	1	0.463
41	1	1	LTD-RMC	F H | K N	3.667	7	K  N	13_50_R_k	A	1	(1, 1)	1	0.575
41	1	1	LTD-RMC	F H | K N	4.243	8	R  F	13_50_R_k	A	0	(1, 0)	1	1.279
41	1	1	LTD-RMC	F H | K N	5.523	9	H  F	13_50_R_k	A	1	(1, 1)	1	0.695
41	1	1	LTD-RMC	F H | K N	6.219	10	F  H	13_50_R_k	A	1	(1, 1)	1	0.631
41	1	1	LTD-RMC	F H | K N	6.851	11	H  F	13_50_R_k	A	1	(1, 1)	1	0.503
41	1	1	LTD-RMC	F H | K N	7.355	12	C  K	13_50_R_k	A	0	(1, 0)	1	0.559
41	1	1	LTD-RMC	F H | K N	7.915	13	K  Y	13_50_R_k	A	0	(1, 0)	1	0.503
41	1	1	LTD-RMC	F H | K N	8.419	14	K  N	13_50_R_k	A	1	(1, 1)	1	0.543
41	1	1	LTD-RMC	F H | K N	8.963	15	H  F	13_50_R_k	A	0	(1, 0)	0	0.567
41	1	1	LTD-RMC	F H | K N	9.531	16	N  K	13_50_R_k	A	1	(1, 1)	1	0.776
41	1	1	LTD-RMC	F H | K N	10.308	17	H  T	13_50_R_k	A	0	(1, 0)	1	0.630
41	1	1	LTD-RMC	F H | K N	10.939	18	W  K	13_50_R_k	A	0	(1, 0)	1	0.575
41	1	1	LTD-RMC	F H | K N	11.515	19	Q  K	13_50_R_k	A	0	(1, 0)	1	0.559
41	1	1	LTD-RMC	F H | K N	12.075	20	F  T	13_50_R_k	A	0	(1, 0)	1	0.527
41	1	1	LTD-RMC	F H | K N	12.603	21	H  F	13_50_R_k	A	0	(1, 0)	0	0.704
41	1	1	LTD-RMC	F H | K N	13.307	22	L  K	13_50_R_k	A	0	(1, 0)	1	0.600
41	1	1	LTD-RMC	F H | K N	13.907	23	N  K	13_50_R_k	A	1	(1, 1)	1	0.595
41	1	1	LTD-RMC	F H | K N	14.502	24	F  H	13_50_R_k	A	1	(1, 1)	1	0.516
41	1	1	LTD-RMC	F H | K N	15.019	25	G  K	13_50_R_k	A	0	(1, 0)	1	0.511
41	1	1	LTD-RMC	F H | K N	15.531	26	H  F	13_50_R_k	A	1	(1, 1)	1	0.607
41	1	1	LTD-RMC	F H | K N	16.139	27	F  T	13_50_R_k	A	0	(1, 0)	1	0.871
41	1	1	LTD-RMC	F H | K N	17.011	28	V  K	13_50_R_k	A	0	(1, 0)	1	0.623
41	1	1	LTD-RMC	F H | K N	17.635	29	F  M	13_50_R_k	A	0	(1, 0)	1	0.703
41	1	1	LTD-RMC	F H | K N	18.339	30	F  H	13_50_R_k	A	1	(1, 1)	1	0.727
41	1	1	LTD-RMC	F H | K N	19.067	31	H  F	13_50_R_k	A	1	(1, 1)	1	0.512
41	1	1	LTD-RMC	F H | K N	19.579	32	F  H	13_50_R_k	A	1	(1, 1)	1	0.503
41	1	1	LTD-RMC	F H | K N	20.083	33	R  F	13_50_R_k	A	0	(1, 0)	1	0.568
41	1	1	LTD-RMC	F H | K N	20.651	34	K  P	13_50_R_k	A	0	(1, 0)	1	0.953
41	1	1	LTD-RMC	F H | K N	21.604	35	H  F	13_50_R_k	A	1	(1, 1)	1	0.686
41	1	1	LTD-RMC	F H | K N	22.291	36	F  H	13_50_R_k	A	1	(1, 1)	1	0.688
41	1	1	LTD-RMC	F H | K N	22.979	37	M  K	13_50_R_k	A	0	(1, 0)	1	0.847
41	1	1	LTD-RMC	F H | K N	23.827	38	P  H	13_50_R_k	A	0	(1, 0)	1	0.568
41	1	1	LTD-RMC	F H | K N	24.395	39	H  B	13_50_R_k	A	0	(1, 0)	1	0.576
41	1	1	LTD-RMC	F H | K N	24.971	40	H  F	13_50_R_k	A	1	(1, 1)	1	0.736
41	1	1	LTD-RMC	F H | K N	25.707	41	N  K	13_50_R_k	A	1	(1, 1)	1	0.568
41	1	1	LTD-RMC	F H | K N	26.275	42	F  H	13_50_R_k	A	1	(1, 1)	1	0.528
41	1	1	LTD-RMC	F H | K N	26.803	43	C  N	13_50_R_k	A	0	(1, 0)	1	0.591
41	1	1	LTD-RMC	F H | K N	27.395	44	K  N	13_50_R_k	A	1	(1, 1)	1	0.711
41	1	1	LTD-RMC	F H | K N	28.107	45	W  H	13_50_R_k	A	0	(1, 0)	1	0.608
41	1	1	LTD-RMC	F H | K N	28.715	46	H  R	13_50_R_k	A	0	(1, 0)	1	1.008
41	1	1	LTD-RMC	F H | K N	29.723	47	K  P	13_50_R_k	A	0	(1, 0)	1	0.775
