P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
28	1	1	LTD-RMC	B N | G S	0.000	0	G  S	39_50_k	A	1	(1, 1)	1	0.966
28	1	1	LTD-RMC	B N | G S	0.966	1	S  G	39_50_k	A	1	(1, 1)	1	1.148
28	1	1	LTD-RMC	B N | G S	2.118	2	G  W	39_50_k	A	0	(1, 0)	1	0.614
28	1	1	LTD-RMC	B N | G S	2.735	3	V  N	39_50_k	A	0	(1, 0)	1	0.683
28	1	1	LTD-RMC	B N | G S	3.422	4	L  G	39_50_k	A	0	(1, 0)	1	0.781
28	1	1	LTD-RMC	B N | G S	4.206	5	N  B	39_50_k	A	1	(1, 1)	1	0.709
28	1	1	LTD-RMC	B N | G S	4.918	6	N  T	39_50_k	A	0	(1, 0)	1	0.901
28	1	1	LTD-RMC	B N | G S	5.822	7	H  G	39_50_k	A	0	(1, 0)	1	0.669
28	1	1	LTD-RMC	B N | G S	6.494	8	G  S	39_50_k	A	1	(1, 1)	1	0.833
28	1	1	LTD-RMC	B N | G S	7.334	9	B  X	39_50_k	A	0	(1, 0)	1	0.709
28	1	1	LTD-RMC	B N | G S	8.046	10	D  G	39_50_k	A	0	(1, 0)	1	1.124
28	1	1	LTD-RMC	B N | G S	9.174	11	G  H	39_50_k	A	0	(1, 0)	1	0.597
28	1	1	LTD-RMC	B N | G S	9.774	12	S  Y	39_50_k	A	0	(1, 0)	1	0.629
28	1	1	LTD-RMC	B N | G S	10.406	13	S  G	39_50_k	A	1	(1, 1)	1	0.621
28	1	1	LTD-RMC	B N | G S	11.030	14	R  G	39_50_k	A	0	(1, 0)	1	0.627
28	1	1	LTD-RMC	B N | G S	11.663	15	B  N	39_50_k	A	1	(1, 1)	1	0.635
28	1	1	LTD-RMC	B N | G S	12.302	16	S  G	39_50_k	A	0	(1, 0)	0	0.822
28	1	1	LTD-RMC	B N | G S	13.126	17	B  N	39_50_k	A	1	(1, 1)	1	0.845
28	1	1	LTD-RMC	B N | G S	13.974	18	C  G	39_50_k	A	0	(1, 0)	1	0.837
28	1	1	LTD-RMC	B N | G S	14.814	19	G  X	39_50_k	A	0	(1, 0)	1	0.620
28	1	1	LTD-RMC	B N | G S	15.437	20	N  B	39_50_k	A	1	(1, 1)	1	0.637
28	1	1	LTD-RMC	B N | G S	16.077	21	G  S	39_50_k	A	1	(1, 1)	1	0.612
28	1	1	LTD-RMC	B N | G S	16.693	22	S  L	39_50_k	A	0	(1, 0)	1	0.612
28	1	1	LTD-RMC	B N | G S	17.309	23	S  G	39_50_k	A	1	(1, 1)	1	0.614
28	1	1	LTD-RMC	B N | G S	17.927	24	X  G	39_50_k	A	0	(1, 0)	1	0.586
28	1	1	LTD-RMC	B N | G S	18.517	25	N  B	39_50_k	A	1	(1, 1)	1	0.669
28	1	1	LTD-RMC	B N | G S	19.189	26	S  G	39_50_k	A	1	(1, 1)	1	0.724
28	1	1	LTD-RMC	B N | G S	19.917	27	G  S	39_50_k	A	1	(1, 1)	1	0.645
28	1	1	LTD-RMC	B N | G S	20.565	28	S  G	39_50_k	A	1	(1, 1)	1	0.637
28	1	1	LTD-RMC	B N | G S	21.205	29	B  N	39_50_k	A	1	(1, 1)	1	0.613
28	1	1	LTD-RMC	B N | G S	21.821	30	D  S	39_50_k	A	0	(1, 0)	1	0.844
28	1	1	LTD-RMC	B N | G S	22.669	31	P  B	39_50_k	A	0	(1, 0)	1	0.661
28	1	1	LTD-RMC	B N | G S	23.333	32	K  N	39_50_k	A	0	(1, 0)	1	0.661
28	1	1	LTD-RMC	B N | G S	23.997	33	G  S	39_50_k	A	1	(1, 1)	1	0.700
28	1	1	LTD-RMC	B N | G S	24.701	34	B  N	39_50_k	B	0	(2, 0)	1	26.206
28	1	1	LTD-RMC	B N | G S	26.207	35	B  N	13_50_k	B	0	(2, 0)	1	0.618
28	1	1	LTD-RMC	B N | G S	26.829	36	B  N	1_50_R_k	B	1	(2, 1)	1	0.621
28	1	1	LTD-RMC	B N | G S	27.453	37	B  N	25_50_R_k	B	1	(2, 1)	1	0.678
28	1	1	LTD-RMC	B N | G S	28.134	38	B  N	39_50_k	B	0	(2, 0)	1	0.636
28	1	1	LTD-RMC	B N | G S	28.773	39	B  N	1_50_R_k	B	1	(2, 1)	1	0.581
28	1	1	LTD-RMC	B N | G S	29.358	40	B  N	39_50_R_k	B	1	(2, 1)	1	0.644
28	1	1	LTD-RMC	B N | G S	30.006	41	B  N	13_50_R_k	B	1	(2, 1)	1	0.675
28	1	1	LTD-RMC	B N | G S	30.685	42	B  N	25_50_R_k	B	1	(2, 1)	1	0.661
28	1	1	LTD-RMC	B N | G S	31.349	43	B  N	39_50_R_k	B	1	(2, 1)	1	0.653
28	1	1	LTD-RMC	B N | G S	32.005	44	B  N	13_50_k	B	0	(2, 0)	1	0.620
28	1	1	LTD-RMC	B N | G S	32.629	45	B  N	13_50_R_k	B	1	(2, 1)	1	0.669
28	1	1	LTD-RMC	B N | G S	33.301	46	B  N	1_50_k	B	0	(2, 0)	1	0.663
28	1	1	LTD-RMC	B N | G S	33.967	47	B  N	39_50_R_k	B	1	(2, 1)	1	0.707
28	1	1	LTD-RMC	B N | G S	34.677	48	B  N	13_50_R_k	B	1	(2, 1)	1	0.645
28	1	1	LTD-RMC	B N | G S	35.325	49	B  N	25_50_k	B	0	(2, 0)	1	0.677
28	1	1	LTD-RMC	B N | G S	36.005	50	B  N	25_50_R_k	B	1	(2, 1)	1	0.589
28	1	1	LTD-RMC	B N | G S	36.597	51	B  N	39_50_R_k	B	1	(2, 1)	1	0.716
28	1	1	LTD-RMC	B N | G S	37.317	52	B  N	1_50_R_k	B	1	(2, 1)	1	0.717
28	1	1	LTD-RMC	B N | G S	38.037	53	B  N	39_50_k	B	0	(2, 0)	1	0.660
28	1	1	LTD-RMC	B N | G S	38.701	54	B  N	25_50_k	B	0	(2, 0)	1	0.772
28	1	1	LTD-RMC	B N | G S	39.477	55	B  N	25_50_R_k	B	1	(2, 1)	1	0.597
28	1	1	LTD-RMC	B N | G S	40.077	56	B  N	1_50_k	B	0	(2, 0)	1	0.661
28	1	1	LTD-RMC	B N | G S	40.741	57	B  N	13_50_R_k	B	1	(2, 1)	1	0.597
28	1	1	LTD-RMC	B N | G S	41.341	58	B  N	25_50_k	B	0	(2, 0)	1	0.661
28	1	1	LTD-RMC	B N | G S	42.005	59	B  N	1_50_k	B	0	(2, 0)	1	0.669
28	1	1	LTD-RMC	B N | G S	42.677	60	B  N	25_50_k	B	0	(2, 0)	1	0.713
28	1	1	LTD-RMC	B N | G S	43.397	61	B  N	39_50_k	B	0	(2, 0)	1	0.681
28	1	1	LTD-RMC	B N | G S	44.085	62	B  N	39_50_R_k	B	1	(2, 1)	1	0.613
28	1	1	LTD-RMC	B N | G S	44.701	63	B  N	1_50_k	B	0	(2, 0)	1	0.629
28	1	1	LTD-RMC	B N | G S	45.333	64	B  N	25_50_R_k	B	1	(2, 1)	1	0.588
28	1	1	LTD-RMC	B N | G S	45.925	65	B  N	13_50_R_k	B	1	(2, 1)	1	0.637
28	1	1	LTD-RMC	B N | G S	46.565	66	B  N	25_50_k	B	0	(2, 0)	1	0.753
28	1	1	LTD-RMC	B N | G S	47.325	67	B  N	39_50_k	B	0	(2, 0)	1	1.365
28	1	1	LTD-RMC	B N | G S	48.693	68	B  N	1_50_R_k	B	1	(2, 1)	1	0.621
28	1	1	LTD-RMC	B N | G S	49.317	69	B  N	25_50_k	B	0	(2, 0)	1	0.621
28	1	1	LTD-RMC	B N | G S	49.941	70	B  N	39_50_k	B	0	(2, 0)	1	0.693
28	1	1	LTD-RMC	B N | G S	50.637	71	B  N	25_50_k	B	0	(2, 0)	1	0.708
28	1	1	LTD-RMC	B N | G S	51.349	72	B  N	25_50_R_k	B	1	(2, 1)	1	0.557
28	1	1	LTD-RMC	B N | G S	51.909	73	B  N	1_50_k	B	0	(2, 0)	1	0.621
28	1	1	LTD-RMC	B N | G S	52.533	74	B  N	39_50_R_k	B	1	(2, 1)	1	0.639
28	1	1	LTD-RMC	B N | G S	53.175	75	B  N	39_50_k	B	0	(2, 0)	1	0.603
28	1	1	LTD-RMC	B N | G S	53.781	76	B  N	25_50_k	B	0	(2, 0)	1	0.701
28	1	1	LTD-RMC	B N | G S	54.485	77	B  N	25_50_R_k	B	1	(2, 1)	1	0.613
28	1	1	LTD-RMC	B N | G S	55.101	78	B  N	13_50_R_k	B	0	(2, 0)	0	0.740
28	1	1	LTD-RMC	B N | G S	55.845	79	B  N	25_50_R_k	B	1	(2, 1)	1	1.269
28	1	1	LTD-RMC	B N | G S	57.117	80	B  N	39_50_R_k	B	1	(2, 1)	1	0.549
28	1	1	LTD-RMC	B N | G S	57.669	81	B  N	39_50_k	B	0	(2, 0)	1	0.582
28	1	1	LTD-RMC	B N | G S	58.253	82	B  N	13_50_R_k	B	1	(2, 1)	1	0.909
28	1	1	LTD-RMC	B N | G S	59.165	83	B  N	25_50_k	B	0	(2, 0)	1	0.693
28	1	1	LTD-RMC	B N | G S	59.861	84	B  N	39_50_k	B	0	(2, 0)	1	0.645
28	1	1	LTD-RMC	B N | G S	60.509	85	B  N	39_50_R_k	B	1	(2, 1)	1	0.605
