P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
16	1	1	LTD-RMC	C K | G L	0.000	0	K  M	39_50_k	A	0	(1, 0)	1	0.847
16	1	1	LTD-RMC	C K | G L	0.847	1	C  K	39_50_k	A	1	(1, 1)	1	0.575
16	1	1	LTD-RMC	C K | G L	1.423	2	Q  C	39_50_k	A	0	(1, 0)	1	0.671
16	1	1	LTD-RMC	C K | G L	2.095	3	L  G	39_50_k	A	1	(1, 1)	1	0.535
16	1	1	LTD-RMC	C K | G L	2.631	4	G  L	39_50_k	A	1	(1, 1)	1	0.527
16	1	1	LTD-RMC	C K | G L	3.159	5	D  C	39_50_k	A	0	(1, 0)	1	0.551
16	1	1	LTD-RMC	C K | G L	3.711	6	L  G	39_50_k	A	1	(1, 1)	1	0.687
16	1	1	LTD-RMC	C K | G L	4.399	7	K  C	39_50_k	A	1	(1, 1)	1	0.519
16	1	1	LTD-RMC	C K | G L	4.919	8	L  G	39_50_k	A	1	(1, 1)	1	0.535
16	1	1	LTD-RMC	C K | G L	5.455	9	C  K	39_50_k	A	1	(1, 1)	1	0.655
16	1	1	LTD-RMC	C K | G L	6.111	10	K  B	39_50_k	A	0	(1, 0)	1	0.535
16	1	1	LTD-RMC	C K | G L	6.647	11	B  G	39_50_k	A	0	(1, 0)	1	0.583
16	1	1	LTD-RMC	C K | G L	7.231	12	T  G	39_50_k	A	0	(1, 0)	1	0.544
16	1	1	LTD-RMC	C K | G L	7.776	13	K  C	39_50_k	A	1	(1, 1)	1	0.575
16	1	1	LTD-RMC	C K | G L	8.352	14	G  L	39_50_k	A	1	(1, 1)	1	0.598
16	1	1	LTD-RMC	C K | G L	8.951	15	C  K	39_50_k	A	1	(1, 1)	1	0.727
16	1	1	LTD-RMC	C K | G L	9.679	16	K  C	39_50_k	A	1	(1, 1)	1	0.552
16	1	1	LTD-RMC	C K | G L	10.231	17	T  L	39_50_k	A	0	(1, 0)	1	0.615
16	1	1	LTD-RMC	C K | G L	10.847	18	M  G	39_50_k	A	0	(1, 0)	1	0.663
16	1	1	LTD-RMC	C K | G L	11.511	19	C  P	39_50_k	A	0	(1, 0)	1	1.240
16	1	1	LTD-RMC	C K | G L	12.751	20	G  L	39_50_k	A	1	(1, 1)	1	0.713
16	1	1	LTD-RMC	C K | G L	13.465	21	G  Y	39_50_k	A	0	(1, 0)	1	0.504
16	1	1	LTD-RMC	C K | G L	13.969	22	C  K	39_50_k	A	1	(1, 1)	1	0.629
16	1	1	LTD-RMC	C K | G L	14.599	23	C  Q	39_50_k	A	0	(1, 0)	1	0.671
16	1	1	LTD-RMC	C K | G L	15.271	24	L  G	39_50_k	A	1	(1, 1)	1	0.520
16	1	1	LTD-RMC	C K | G L	15.791	25	D  K	39_50_k	A	0	(1, 0)	1	0.842
16	1	1	LTD-RMC	C K | G L	16.633	26	H  C	39_50_k	A	0	(1, 0)	1	0.606
16	1	1	LTD-RMC	C K | G L	17.239	27	G  L	39_50_k	A	1	(1, 1)	1	0.623
16	1	1	LTD-RMC	C K | G L	17.863	28	K  C	39_50_k	A	1	(1, 1)	1	0.608
16	1	1	LTD-RMC	C K | G L	18.471	29	G  L	39_50_k	A	1	(1, 1)	1	0.511
16	1	1	LTD-RMC	C K | G L	18.983	30	K  C	39_50_k	A	1	(1, 1)	1	0.535
16	1	1	LTD-RMC	C K | G L	19.519	31	G  Q	39_50_k	B	0	(2, 0)	1	20.815
16	1	1	LTD-RMC	C K | G L	20.815	32	G  Q	25_50_R_k	B	1	(2, 1)	1	0.528
16	1	1	LTD-RMC	C K | G L	21.343	33	G  Q	25_50_k	B	0	(2, 0)	1	0.496
16	1	1	LTD-RMC	C K | G L	21.839	34	G  Q	39_50_k	B	0	(2, 0)	1	0.554
