P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
22	1	1	LTD-RMC	B R | J T	0.000	0	J  V	25_50_R_k	A	0	(1, 0)	1	2.161
22	1	1	LTD-RMC	B R | J T	2.161	1	Y  J	25_50_R_k	B	1	(2, 1)	1	2.161
22	1	1	LTD-RMC	B R | J T	2.161	2	Y  J	25_50_k	A	0	(1, 0)	1	2.422
22	1	1	LTD-RMC	B R | J T	4.584	3	B  H	25_50_k	B	0	(2, 0)	1	2.423
22	1	1	LTD-RMC	B R | J T	4.585	4	B  H	39_50_R_k	A	0	(1, 0)	1	3.254
22	1	1	LTD-RMC	B R | J T	7.840	5	J  T	39_50_R_k	B	1	(2, 1)	1	3.254
22	1	1	LTD-RMC	B R | J T	7.840	6	J  T	39_50_k	B	0	(2, 0)	1	2.807
22	1	1	LTD-RMC	B R | J T	10.648	7	J  T	25_50_R_k	A	1	(1, 1)	1	2.831
22	1	1	LTD-RMC	B R | J T	10.672	8	R  B	25_50_R_k	A	1	(1, 1)	1	1.639
22	1	1	LTD-RMC	B R | J T	12.312	9	T  J	25_50_R_k	B	1	(2, 1)	1	1.672
22	1	1	LTD-RMC	B R | J T	12.320	10	T  J	25_50_k	A	1	(1, 1)	1	2.120
22	1	1	LTD-RMC	B R | J T	14.432	11	B  F	25_50_k	B	0	(2, 0)	1	2.112
22	1	1	LTD-RMC	B R | J T	14.432	12	B  F	13_50_k	A	0	(1, 0)	1	2.727
22	1	1	LTD-RMC	B R | J T	17.159	13	Y  J	13_50_k	B	0	(2, 0)	1	2.750
22	1	1	LTD-RMC	B R | J T	17.183	14	Y  J	1_50_k	A	0	(1, 0)	1	1.639
22	1	1	LTD-RMC	B R | J T	18.799	15	V  T	1_50_k	B	0	(2, 0)	1	1.616
22	1	1	LTD-RMC	B R | J T	18.800	16	V  T	39_50_k	A	0	(1, 0)	1	1.951
22	1	1	LTD-RMC	B R | J T	20.751	17	R  B	39_50_k	B	0	(2, 0)	1	1.976
22	1	1	LTD-RMC	B R | J T	20.776	18	R  B	1_50_R_k	A	1	(1, 1)	1	1.582
22	1	1	LTD-RMC	B R | J T	22.335	19	J  K	1_50_R_k	B	1	(2, 1)	1	1.559
22	1	1	LTD-RMC	B R | J T	22.336	20	J  K	25_50_k	B	0	(2, 0)	1	1.943
22	1	1	LTD-RMC	B R | J T	24.279	21	J  K	39_50_R_k	A	0	(1, 0)	1	1.967
22	1	1	LTD-RMC	B R | J T	24.303	22	Y  R	39_50_R_k	A	0	(1, 0)	1	3.031
22	1	1	LTD-RMC	B R | J T	27.335	23	J  X	39_50_R_k	B	1	(2, 1)	1	3.055
22	1	1	LTD-RMC	B R | J T	27.335	24	J  X	25_50_R_k	B	1	(2, 1)	1	2.055
22	1	1	LTD-RMC	B R | J T	29.391	25	J  X	13_50_k	A	0	(1, 0)	1	2.071
22	1	1	LTD-RMC	B R | J T	29.407	26	T  J	13_50_k	A	0	(1, 0)	0	2.503
22	1	1	LTD-RMC	B R | J T	31.911	27	B  Y	13_50_k	B	0	(2, 0)	1	2.520
22	1	1	LTD-RMC	B R | J T	31.912	28	B  Y	1_50_k	A	0	(1, 0)	1	3.663
22	1	1	LTD-RMC	B R | J T	35.575	29	J  T	1_50_k	B	0	(2, 0)	1	3.666
22	1	1	LTD-RMC	B R | J T	35.578	30	J  T	25_50_k	A	1	(1, 1)	1	2.085
22	1	1	LTD-RMC	B R | J T	37.663	31	R  F	25_50_k	B	0	(2, 0)	1	2.093
22	1	1	LTD-RMC	B R | J T	37.671	32	R  F	1_50_R_k	A	0	(1, 0)	1	2.941
22	1	1	LTD-RMC	B R | J T	40.607	33	W  T	1_50_R_k	B	1	(2, 1)	1	2.976
22	1	1	LTD-RMC	B R | J T	40.647	34	W  T	13_50_R_k	A	0	(1, 0)	1	3.863
22	1	1	LTD-RMC	B R | J T	44.471	35	T  J	13_50_R_k	B	1	(2, 1)	1	3.822
22	1	1	LTD-RMC	B R | J T	44.471	36	T  J	13_50_k	A	1	(1, 1)	1	5.063
22	1	1	LTD-RMC	B R | J T	49.535	37	J  T	13_50_k	B	0	(2, 0)	1	5.063
22	1	1	LTD-RMC	B R | J T	49.535	38	J  T	39_50_k	A	1	(1, 1)	1	1.743
22	1	1	LTD-RMC	B R | J T	51.279	39	H  B	39_50_k	B	0	(2, 0)	1	1.743
22	1	1	LTD-RMC	B R | J T	51.279	40	H  B	25_50_k	A	0	(1, 0)	1	2.207
22	1	1	LTD-RMC	B R | J T	53.487	41	R  B	25_50_k	B	0	(2, 0)	1	2.207
22	1	1	LTD-RMC	B R | J T	53.487	42	R  B	1_50_R_k	A	1	(1, 1)	1	2.044
22	1	1	LTD-RMC	B R | J T	55.534	43	J  T	1_50_R_k	B	1	(2, 1)	1	2.051
22	1	1	LTD-RMC	B R | J T	55.542	44	J  T	13_50_k	B	0	(2, 0)	1	2.207
22	1	1	LTD-RMC	B R | J T	57.750	45	J  T	25_50_R_k	A	1	(1, 1)	1	2.239
22	1	1	LTD-RMC	B R | J T	57.774	46	D  J	25_50_R_k	A	0	(1, 0)	1	2.983
22	1	1	LTD-RMC	B R | J T	60.758	47	F  J	25_50_R_k	B	1	(2, 1)	1	3.008
22	1	1	LTD-RMC	B R | J T	60.759	48	F  J	39_50_R_k	A	0	(1, 0)	1	1.359
22	1	1	LTD-RMC	B R | J T	62.118	49	B  X	39_50_R_k	B	1	(2, 1)	1	1.360
