P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
46	1	1	LTD-RMC	B J | L X	0.000	0	X  L	25_50_R_k	A	1	(1, 1)	1	1.494
46	1	1	LTD-RMC	B J | L X	1.494	1	F  B	25_50_R_k	A	0	(1, 0)	1	1.894
46	1	1	LTD-RMC	B J | L X	3.389	2	B  J	25_50_R_k	A	0	(1, 0)	0	0.703
46	1	1	LTD-RMC	B J | L X	4.093	3	J  M	25_50_R_k	A	0	(1, 0)	1	0.982
46	1	1	LTD-RMC	B J | L X	5.077	4	J  B	25_50_R_k	A	1	(1, 1)	1	1.343
46	1	1	LTD-RMC	B J | L X	6.421	5	L  H	25_50_R_k	B	1	(2, 1)	1	7.976
46	1	1	LTD-RMC	B J | L X	7.976	6	L  H	25_50_k	B	0	(2, 0)	1	0.581
46	1	1	LTD-RMC	B J | L X	8.557	7	L  H	13_50_k	B	0	(2, 0)	1	0.910
46	1	1	LTD-RMC	B J | L X	9.469	8	L  H	1_50_k	B	0	(2, 0)	1	0.623
46	1	1	LTD-RMC	B J | L X	10.093	9	L  H	13_50_k	B	0	(2, 0)	1	0.719
46	1	1	LTD-RMC	B J | L X	10.813	10	L  H	39_50_R_k	B	1	(2, 1)	1	0.783
46	1	1	LTD-RMC	B J | L X	11.597	11	L  H	25_50_R_k	A	0	(1, 0)	1	7.047
46	1	1	LTD-RMC	B J | L X	13.469	12	L  G	25_50_R_k	A	0	(1, 0)	1	0.863
46	1	1	LTD-RMC	B J | L X	14.333	13	L  T	25_50_R_k	A	0	(1, 0)	1	0.639
46	1	1	LTD-RMC	B J | L X	14.973	14	Q  B	25_50_R_k	A	0	(1, 0)	1	1.399
46	1	1	LTD-RMC	B J | L X	16.373	15	X  L	25_50_R_k	B	1	(2, 1)	1	5.503
46	1	1	LTD-RMC	B J | L X	17.101	16	X  L	25_50_k	B	0	(2, 0)	1	0.639
46	1	1	LTD-RMC	B J | L X	17.741	17	X  L	1_50_R_k	B	1	(2, 1)	1	0.559
46	1	1	LTD-RMC	B J | L X	18.301	18	X  L	1_50_k	B	0	(2, 0)	1	1.023
46	1	1	LTD-RMC	B J | L X	19.325	19	X  L	39_50_k	A	1	(1, 1)	1	4.015
46	1	1	LTD-RMC	B J | L X	20.389	20	H  X	39_50_k	A	0	(1, 0)	1	1.279
46	1	1	LTD-RMC	B J | L X	21.669	21	J  M	39_50_k	A	0	(1, 0)	1	0.791
46	1	1	LTD-RMC	B J | L X	22.461	22	J  Q	39_50_k	A	0	(1, 0)	1	1.335
46	1	1	LTD-RMC	B J | L X	23.797	23	B  J	39_50_k	B	0	(2, 0)	1	6.039
46	1	1	LTD-RMC	B J | L X	25.365	24	B  J	25_50_k	B	0	(2, 0)	1	0.671
46	1	1	LTD-RMC	B J | L X	26.037	25	B  J	25_50_R_k	B	1	(2, 1)	1	0.535
46	1	1	LTD-RMC	B J | L X	26.573	26	B  J	1_50_R_k	B	1	(2, 1)	1	0.599
46	1	1	LTD-RMC	B J | L X	27.173	27	B  J	13_50_R_k	A	1	(1, 1)	1	4.479
46	1	1	LTD-RMC	B J | L X	28.277	28	B  G	13_50_R_k	A	0	(1, 0)	1	0.813
46	1	1	LTD-RMC	B J | L X	29.093	29	Q  L	13_50_R_k	A	1	(1, 1)	0	1.031
46	1	1	LTD-RMC	B J | L X	30.125	30	L  X	13_50_R_k	A	1	(1, 1)	1	1.367
46	1	1	LTD-RMC	B J | L X	31.493	31	J  B	13_50_R_k	B	1	(2, 1)	1	5.863
46	1	1	LTD-RMC	B J | L X	33.037	32	J  B	39_50_R_k	B	1	(2, 1)	1	0.527
46	1	1	LTD-RMC	B J | L X	33.565	33	J  B	25_50_R_k	B	1	(2, 1)	1	0.585
46	1	1	LTD-RMC	B J | L X	34.151	34	J  B	39_50_k	B	0	(2, 0)	1	0.654
46	1	1	LTD-RMC	B J | L X	34.805	35	J  B	1_50_R_k	A	1	(1, 1)	1	4.103
46	1	1	LTD-RMC	B J | L X	35.597	36	L  W	1_50_R_k	A	0	(1, 0)	1	0.591
46	1	1	LTD-RMC	B J | L X	36.189	37	B  J	1_50_R_k	A	1	(1, 1)	1	0.919
46	1	1	LTD-RMC	B J | L X	37.109	38	L  C	1_50_R_k	A	0	(1, 0)	1	2.239
46	1	1	LTD-RMC	B J | L X	39.349	39	X  Q	1_50_R_k	B	1	(2, 1)	1	6.216
46	1	1	LTD-RMC	B J | L X	41.021	40	X  Q	25_50_R_k	B	1	(2, 1)	1	0.479
46	1	1	LTD-RMC	B J | L X	41.501	41	X  Q	39_50_R_k	B	1	(2, 1)	1	0.488
46	1	1	LTD-RMC	B J | L X	41.989	42	X  Q	25_50_R_k	B	1	(2, 1)	1	0.496
46	1	1	LTD-RMC	B J | L X	42.485	43	X  Q	1_50_R_k	A	0	(1, 0)	1	4.944
46	1	1	LTD-RMC	B J | L X	44.293	44	X  L	1_50_R_k	A	1	(1, 1)	1	0.873
46	1	1	LTD-RMC	B J | L X	45.166	45	D  L	1_50_R_k	A	0	(1, 0)	1	1.007
46	1	1	LTD-RMC	B J | L X	46.174	46	B  J	1_50_R_k	A	1	(1, 1)	1	0.622
46	1	1	LTD-RMC	B J | L X	46.797	47	C  J	1_50_R_k	B	1	(2, 1)	1	5.720
46	1	1	LTD-RMC	B J | L X	48.205	48	C  J	1_50_k	B	0	(2, 0)	1	0.634
46	1	1	LTD-RMC	B J | L X	48.839	49	C  J	25_50_R_k	B	1	(2, 1)	1	0.694
46	1	1	LTD-RMC	B J | L X	49.533	50	C  J	39_50_R_k	B	1	(2, 1)	1	0.767
46	1	1	LTD-RMC	B J | L X	50.300	51	C  J	13_50_k	B	0	(2, 0)	1	2.222
46	1	1	LTD-RMC	B J | L X	52.524	52	C  J	1_50_R_k	A	0	(1, 0)	1	7.415
46	1	1	LTD-RMC	B J | L X	54.212	53	X  L	1_50_R_k	A	1	(1, 1)	1	1.096
46	1	1	LTD-RMC	B J | L X	55.309	54	G  J	1_50_R_k	A	0	(1, 0)	1	0.734
46	1	1	LTD-RMC	B J | L X	56.044	55	B  Y	1_50_R_k	A	0	(1, 0)	1	0.703
46	1	1	LTD-RMC	B J | L X	56.748	56	X  P	1_50_R_k	A	0	(1, 0)	1	1.775
46	1	1	LTD-RMC	B J | L X	58.524	57	J  V	1_50_R_k	B	1	(2, 1)	1	6.894
46	1	1	LTD-RMC	B J | L X	59.420	58	J  V	13_50_R_k	B	1	(2, 1)	1	0.551
46	1	1	LTD-RMC	B J | L X	59.972	59	J  V	25_50_k	B	0	(2, 0)	1	0.638
46	1	1	LTD-RMC	B J | L X	60.612	60	J  V	39_50_k	B	0	(2, 0)	1	0.863
46	1	1	LTD-RMC	B J | L X	61.476	61	J  V	1_50_k	A	0	(1, 0)	1	4.423
46	1	1	LTD-RMC	B J | L X	62.948	62	J  B	1_50_k	A	1	(1, 1)	1	0.759
46	1	1	LTD-RMC	B J | L X	63.708	63	L  W	1_50_k	A	0	(1, 0)	1	0.655
46	1	1	LTD-RMC	B J | L X	64.364	64	X  L	1_50_k	A	1	(1, 1)	1	0.663
46	1	1	LTD-RMC	B J | L X	65.028	65	X  M	1_50_k	B	0	(2, 0)	1	5.993
46	1	1	LTD-RMC	B J | L X	67.470	66	X  M	39_50_R_k	B	1	(2, 1)	1	0.575
46	1	1	LTD-RMC	B J | L X	68.046	67	X  M	25_50_k	B	0	(2, 0)	1	0.614
46	1	1	LTD-RMC	B J | L X	68.660	68	X  M	13_50_R_k	B	1	(2, 1)	1	0.753
46	1	1	LTD-RMC	B J | L X	69.414	69	X  M	1_50_R_k	A	0	(1, 0)	1	5.177
46	1	1	LTD-RMC	B J | L X	70.206	70	J  B	1_50_R_k	A	1	(1, 1)	1	0.588
46	1	1	LTD-RMC	B J | L X	70.796	71	L  X	1_50_R_k	A	1	(1, 1)	1	0.575
46	1	1	LTD-RMC	B J | L X	71.372	72	F  L	1_50_R_k	A	0	(1, 0)	1	0.527
46	1	1	LTD-RMC	B J | L X	71.900	73	X  L	1_50_R_k	B	1	(2, 1)	1	3.366
46	1	1	LTD-RMC	B J | L X	72.780	74	X  L	39_50_k	B	0	(2, 0)	1	0.679
46	1	1	LTD-RMC	B J | L X	73.460	75	X  L	25_50_k	B	0	(2, 0)	1	2.047
46	1	1	LTD-RMC	B J | L X	75.508	76	X  L	25_50_R_k	B	1	(2, 1)	1	0.567
46	1	1	LTD-RMC	B J | L X	76.076	77	X  L	39_50_k	A	1	(1, 1)	1	5.703
46	1	1	LTD-RMC	B J | L X	77.604	78	B  J	39_50_k	A	1	(1, 1)	1	0.831
46	1	1	LTD-RMC	B J | L X	78.436	79	J  R	39_50_k	A	0	(1, 0)	1	0.663
46	1	1	LTD-RMC	B J | L X	79.100	80	J  V	39_50_k	A	0	(1, 0)	1	0.736
46	1	1	LTD-RMC	B J | L X	79.837	81	B  H	39_50_k	B	0	(2, 0)	1	5.615
46	1	1	LTD-RMC	B J | L X	81.692	82	B  H	39_50_R_k	B	1	(2, 1)	1	0.615
46	1	1	LTD-RMC	B J | L X	82.308	83	B  H	25_50_R_k	B	1	(2, 1)	1	0.502
46	1	1	LTD-RMC	B J | L X	82.812	84	B  H	25_50_k	B	0	(2, 0)	1	0.615
46	1	1	LTD-RMC	B J | L X	83.428	85	B  H	13_50_R_k	A	0	(1, 0)	1	6.414
46	1	1	LTD-RMC	B J | L X	86.252	86	L  X	13_50_R_k	A	1	(1, 1)	1	0.568
46	1	1	LTD-RMC	B J | L X	86.821	87	X  L	13_50_R_k	A	1	(1, 1)	1	0.526
46	1	1	LTD-RMC	B J | L X	87.348	88	B  P	13_50_R_k	A	0	(1, 0)	1	0.575
46	1	1	LTD-RMC	B J | L X	87.924	89	N  L	13_50_R_k	B	1	(2, 1)	1	5.007
46	1	1	LTD-RMC	B J | L X	88.436	90	N  L	13_50_k	B	0	(2, 0)	1	0.512
46	1	1	LTD-RMC	B J | L X	88.948	91	N  L	25_50_k	B	0	(2, 0)	1	0.591
46	1	1	LTD-RMC	B J | L X	89.540	92	N  L	25_50_R_k	B	1	(2, 1)	1	0.496
46	1	1	LTD-RMC	B J | L X	90.036	93	N  L	13_50_R_k	A	0	(1, 0)	1	3.607
46	1	1	LTD-RMC	B J | L X	91.532	94	R  L	13_50_R_k	A	0	(1, 0)	1	0.546
46	1	1	LTD-RMC	B J | L X	92.078	95	J  B	13_50_R_k	A	1	(1, 1)	1	0.845
46	1	1	LTD-RMC	B J | L X	92.924	96	X  L	13_50_R_k	A	1	(1, 1)	1	0.832
46	1	1	LTD-RMC	B J | L X	93.756	97	B  C	13_50_R_k	B	1	(2, 1)	1	4.135
46	1	1	LTD-RMC	B J | L X	94.172	98	B  C	1_50_k	B	1	(2, 1)	0	0.520
46	1	1	LTD-RMC	B J | L X	94.692	99	B  C	1_50_R_k	B	1	(2, 1)	1	0.536
46	1	1	LTD-RMC	B J | L X	95.228	100	B  C	13_50_k	B	0	(2, 0)	1	0.703
46	1	1	LTD-RMC	B J | L X	95.932	101	B  C	1_50_k	A	0	(1, 0)	1	3.207
46	1	1	LTD-RMC	B J | L X	96.964	102	B  J	1_50_k	A	0	(1, 0)	0	1.008
46	1	1	LTD-RMC	B J | L X	97.972	103	X  L	1_50_k	A	1	(1, 1)	1	1.278
46	1	1	LTD-RMC	B J | L X	99.252	104	B  J	1_50_k	A	1	(1, 1)	1	0.576
46	1	1	LTD-RMC	B J | L X	99.828	105	X  L	1_50_k	B	0	(2, 0)	1	4.697
46	1	1	LTD-RMC	B J | L X	100.629	106	X  L	13_50_R_k	B	1	(2, 1)	1	0.534
46	1	1	LTD-RMC	B J | L X	101.164	107	X  L	25_50_k	B	0	(2, 0)	1	0.592
46	1	1	LTD-RMC	B J | L X	101.756	108	X  L	1_50_k	B	1	(2, 1)	0	0.474
46	1	1	LTD-RMC	B J | L X	102.230	109	X  L	39_50_R_k	A	1	(1, 1)	1	4.104
46	1	1	LTD-RMC	B J | L X	103.932	110	B  J	39_50_R_k	A	1	(1, 1)	1	0.704
46	1	1	LTD-RMC	B J | L X	104.636	111	L  T	39_50_R_k	A	0	(1, 0)	1	0.680
46	1	1	LTD-RMC	B J | L X	105.316	112	L  F	39_50_R_k	A	0	(1, 0)	1	1.016
46	1	1	LTD-RMC	B J | L X	106.332	113	K  J	39_50_R_k	B	1	(2, 1)	1	5.293
46	1	1	LTD-RMC	B J | L X	107.524	114	K  J	13_50_R_k	B	1	(2, 1)	1	0.742
46	1	1	LTD-RMC	B J | L X	108.267	115	K  J	25_50_k	B	0	(2, 0)	1	0.575
46	1	1	LTD-RMC	B J | L X	108.843	116	K  J	25_50_R_k	B	1	(2, 1)	1	0.623
46	1	1	LTD-RMC	B J | L X	109.467	117	K  J	13_50_k	A	0	(1, 0)	1	5.140
46	1	1	LTD-RMC	B J | L X	111.475	118	X  L	13_50_k	A	1	(1, 1)	1	0.751
46	1	1	LTD-RMC	B J | L X	112.227	119	C  X	13_50_k	A	0	(1, 0)	1	0.599
46	1	1	LTD-RMC	B J | L X	112.827	120	J  B	13_50_k	A	1	(1, 1)	1	0.583
46	1	1	LTD-RMC	B J | L X	113.411	121	L  X	13_50_k	B	0	(2, 0)	1	4.399
46	1	1	LTD-RMC	B J | L X	113.867	122	L  X	13_50_R_k	B	1	(2, 1)	1	0.559
46	1	1	LTD-RMC	B J | L X	114.427	123	L  X	25_50_R_k	B	1	(2, 1)	1	0.519
46	1	1	LTD-RMC	B J | L X	114.947	124	L  X	39_50_k	B	0	(2, 0)	1	0.584
46	1	1	LTD-RMC	B J | L X	115.533	125	L  X	13_50_k	A	1	(1, 1)	1	2.841
46	1	1	LTD-RMC	B J | L X	116.253	126	Y  L	13_50_k	A	0	(1, 0)	1	0.597
46	1	1	LTD-RMC	B J | L X	116.851	127	Y  X	13_50_k	A	0	(1, 0)	1	0.759
46	1	1	LTD-RMC	B J | L X	117.611	128	J  B	13_50_k	A	1	(1, 1)	1	0.572
46	1	1	LTD-RMC	B J | L X	118.188	129	n/a	13_50_k	B	0	(2, 0)	1	3.174
46	1	1	LTD-RMC	B J | L X	118.707	130	n/a	13_50_R_k	B	1	(2, 1)	1	0.527
46	1	1	LTD-RMC	B J | L X	119.235	131	n/a	39_50_R_k	B	1	(2, 1)	1	0.447
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	0.000	0	3c_z	5  6	A	0	(1, 0)	1	0.878
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	0.878	1	5c_z	5  6	A	1	(1, 1)	1	0.751
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	1.630	2	3a_z	5  6	A	1	(1, 1)	1	0.479
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	2.110	3	3b_z	5  6	A	0	(1, 0)	1	0.759
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	2.870	4	5a_z	5  6	B	0	(2, 0)	1	4.414
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	4.414	5	5a_z	2  4	B	1	(2, 1)	1	0.543
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	4.958	6	5a_z	4  7	B	0	(2, 0)	1	0.536
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	5.494	7	5a_z	3  5	B	1	(2, 1)	1	0.495
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	5.990	8	5a_z	7  9	B	1	(2, 1)	1	0.536
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	6.526	9	5a_z	5  6	A	1	(1, 1)	1	5.216
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	8.086	10	3a_z	5  6	A	1	(1, 1)	1	0.656
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	8.742	11	4e_z	5  6	A	1	(1, 1)	0	0.832
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	9.574	12	5a_z	5  6	A	0	(1, 0)	0	0.888
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	10.462	13	3a_z	5  6	A	1	(1, 1)	1	0.825
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	11.287	14	3e_z	5  6	B	0	(2, 0)	1	5.896
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	12.422	15	3e_z	3  8	B	0	(2, 0)	1	0.712
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	13.134	16	3e_z	4  7	B	0	(2, 0)	1	0.664
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	13.798	17	3e_z	3  8	B	0	(2, 0)	1	0.903
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	14.702	18	3e_z	2  4	B	1	(2, 1)	1	0.463
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	15.166	19	3e_z	7  9	B	1	(2, 1)	1	0.648
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	15.814	20	3e_z	4  7	A	0	(1, 0)	1	5.991
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	17.278	21	5a_z	4  7	A	1	(1, 1)	1	0.832
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	18.110	22	6d_z	4  7	A	0	(1, 0)	1	0.616
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	18.726	23	4a_z	4  7	A	0	(1, 0)	1	0.728
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	19.454	24	6a_z	4  7	A	0	(1, 0)	1	0.762
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	20.216	25	3e_z	4  7	B	0	(2, 0)	1	5.703
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	21.518	26	3e_z	3  8	B	0	(2, 0)	1	0.624
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	22.142	27	3e_z	2  9	B	0	(2, 0)	1	0.665
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	22.807	28	3e_z	3  8	B	0	(2, 0)	1	0.720
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	23.528	29	3e_z	6  8	B	1	(2, 1)	1	0.486
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	24.014	30	3e_z	2  4	A	0	(1, 0)	1	4.814
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	25.030	31	5c_z	2  4	A	1	(1, 1)	1	1.287
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	26.317	32	3a_z	2  4	A	1	(1, 1)	1	0.584
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	26.902	33	5a_z	2  4	A	1	(1, 1)	1	0.720
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	27.622	34	4d_z	2  4	A	0	(1, 0)	1	1.351
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	28.973	35	3a_z	2  4	B	1	(2, 1)	1	6.054
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	30.069	36	3a_z	4  7	B	0	(2, 0)	1	0.647
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	30.717	37	3a_z	7  9	B	1	(2, 1)	1	0.679
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	31.397	38	3a_z	6  8	B	1	(2, 1)	1	0.519
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	31.917	39	3a_z	2  4	A	1	(1, 1)	1	4.000
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	32.974	40	6d_z	2  4	A	0	(1, 0)	1	0.583
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	33.557	41	5a_z	2  4	A	1	(1, 1)	1	0.986
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	34.544	42	5c_z	2  4	A	1	(1, 1)	1	0.612
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	35.157	43	6a_z	2  4	B	1	(2, 1)	1	4.175
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	36.093	44	6a_z	2  9	B	0	(2, 0)	1	0.623
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	36.717	45	6a_z	3  8	B	0	(2, 0)	1	1.791
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	38.509	46	6a_z	6  8	B	1	(2, 1)	1	0.591
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	39.101	47	6a_z	7  9	A	0	(1, 0)	1	5.623
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	40.781	48	3a_z	7  9	A	1	(1, 1)	1	0.623
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	41.405	49	5a_z	7  9	A	0	(1, 0)	0	0.655
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	42.061	50	3a_z	7  9	A	1	(1, 1)	1	0.783
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	42.845	51	6e_z	7  9	A	0	(1, 0)	1	1.063
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	43.909	52	5e_z	7  9	B	1	(2, 1)	1	6.047
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	45.149	53	5e_z	2  9	B	1	(2, 1)	0	0.537
46	1	2	PTD-DPC	3a_z | 5a_z | 5c_z	45.687	54	5e_z	2  4	B	1	(2, 1)	1	0.670
