P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
15	1	1	LTD-RMC	B S | C P	0.000	0	S  B	1_50_k	B	0	(2, 0)	1	1.150
15	1	1	LTD-RMC	B S | C P	1.151	1	S  B	25_50_k	A	1	(1, 1)	1	1.153
15	1	1	LTD-RMC	B S | C P	1.153	2	K  P	25_50_k	B	0	(2, 0)	1	0.915
15	1	1	LTD-RMC	B S | C P	2.071	3	K  P	25_50_R_k	A	0	(1, 0)	1	0.916
15	1	1	LTD-RMC	B S | C P	2.073	4	B  S	25_50_R_k	B	0	(2, 0)	0	2.180
15	1	1	LTD-RMC	B S | C P	4.255	5	B  S	1_50_R_k	A	1	(1, 1)	1	2.179
15	1	1	LTD-RMC	B S | C P	4.256	6	C  J	1_50_R_k	B	1	(2, 1)	1	5.500
15	1	1	LTD-RMC	B S | C P	9.759	7	C  J	39_50_R_k	A	0	(1, 0)	1	5.538
15	1	1	LTD-RMC	B S | C P	9.798	8	S  G	39_50_R_k	B	1	(2, 1)	1	1.262
15	1	1	LTD-RMC	B S | C P	11.023	9	S  G	39_50_k	A	0	(1, 0)	1	1.223
15	1	1	LTD-RMC	B S | C P	11.025	10	B  J	39_50_k	B	0	(2, 0)	1	1.323
15	1	1	LTD-RMC	B S | C P	12.350	11	B  J	1_50_R_k	A	0	(1, 0)	1	1.324
15	1	1	LTD-RMC	B S | C P	12.352	12	C  P	1_50_R_k	B	1	(2, 1)	1	6.078
15	1	1	LTD-RMC	B S | C P	18.432	13	C  P	25_50_k	A	1	(1, 1)	1	6.077
15	1	1	LTD-RMC	B S | C P	18.434	14	P  C	25_50_k	B	0	(2, 0)	1	1.147
15	1	1	LTD-RMC	B S | C P	19.584	15	P  C	39_50_k	A	0	(1, 0)	0	1.159
15	1	1	LTD-RMC	B S | C P	19.598	16	B  S	39_50_k	B	0	(2, 0)	1	1.706
15	1	1	LTD-RMC	B S | C P	21.294	17	B  S	13_50_k	A	1	(1, 1)	1	1.691
15	1	1	LTD-RMC	B S | C P	21.296	18	R  P	13_50_k	B	0	(2, 0)	1	1.455
15	1	1	LTD-RMC	B S | C P	22.753	19	R  P	39_50_k	A	0	(1, 0)	1	1.455
15	1	1	LTD-RMC	B S | C P	22.755	20	C  P	39_50_k	B	0	(2, 0)	1	1.281
15	1	1	LTD-RMC	B S | C P	24.038	21	C  P	39_50_R_k	A	1	(1, 1)	1	1.281
15	1	1	LTD-RMC	B S | C P	24.040	22	P  C	39_50_R_k	B	1	(2, 1)	1	2.044
15	1	1	LTD-RMC	B S | C P	26.086	23	P  C	1_50_k	A	0	(1, 0)	0	2.045
15	1	1	LTD-RMC	B S | C P	26.088	24	S  D	1_50_k	B	0	(2, 0)	1	1.004
15	1	1	LTD-RMC	B S | C P	27.094	25	S  D	25_50_k	A	0	(1, 0)	1	1.019
15	1	1	LTD-RMC	B S | C P	27.110	26	D  S	25_50_k	B	0	(2, 0)	1	1.541
15	1	1	LTD-RMC	B S | C P	28.638	27	D  S	39_50_k	A	0	(1, 0)	1	1.557
15	1	1	LTD-RMC	B S | C P	28.670	28	B  S	39_50_k	A	1	(1, 1)	1	1.269
15	1	1	LTD-RMC	B S | C P	29.942	29	S  B	39_50_k	B	0	(2, 0)	1	1.340
15	1	1	LTD-RMC	B S | C P	29.982	30	S  B	1_50_R_k	B	1	(2, 1)	1	1.118
15	1	1	LTD-RMC	B S | C P	31.104	31	S  B	39_50_R_k	A	1	(1, 1)	1	1.161
15	1	1	LTD-RMC	B S | C P	31.106	32	C  P	39_50_R_k	B	1	(2, 1)	1	1.329
15	1	1	LTD-RMC	B S | C P	32.438	33	C  P	25_50_R_k	A	1	(1, 1)	1	1.330
15	1	1	LTD-RMC	B S | C P	32.440	34	B  S	25_50_R_k	B	1	(2, 1)	1	1.444
15	1	1	LTD-RMC	B S | C P	33.886	35	B  S	25_50_k	A	1	(1, 1)	1	1.444
15	1	1	LTD-RMC	B S | C P	33.888	36	S  B	25_50_k	B	0	(2, 0)	1	1.236
15	1	1	LTD-RMC	B S | C P	35.126	37	S  B	13_50_R_k	A	1	(1, 1)	1	1.237
15	1	1	LTD-RMC	B S | C P	35.128	38	C  L	13_50_R_k	B	1	(2, 1)	1	1.084
15	1	1	LTD-RMC	B S | C P	36.214	39	C  L	39_50_k	A	0	(1, 0)	1	1.083
15	1	1	LTD-RMC	B S | C P	36.216	40	T  C	39_50_k	B	0	(2, 0)	1	1.139
15	1	1	LTD-RMC	B S | C P	37.358	41	T  C	13_50_k	A	0	(1, 0)	1	1.139
15	1	1	LTD-RMC	B S | C P	37.360	42	D  P	13_50_k	A	0	(1, 0)	1	1.164
15	1	1	LTD-RMC	B S | C P	38.528	43	P  T	13_50_k	B	0	(2, 0)	1	1.180
15	1	1	LTD-RMC	B S | C P	38.542	44	P  T	25_50_k	B	0	(2, 0)	1	1.173
15	1	1	LTD-RMC	B S | C P	39.718	45	P  T	13_50_k	A	0	(1, 0)	1	1.188
15	1	1	LTD-RMC	B S | C P	39.720	46	B  S	13_50_k	B	0	(2, 0)	1	1.110
15	1	1	LTD-RMC	B S | C P	40.833	47	B  S	1_50_R_k	A	1	(1, 1)	1	1.110
15	1	1	LTD-RMC	B S | C P	40.835	48	B  M	1_50_R_k	B	1	(2, 1)	1	1.128
15	1	1	LTD-RMC	B S | C P	41.966	49	B  M	39_50_k	A	0	(1, 0)	1	1.128
15	1	1	LTD-RMC	B S | C P	41.968	50	C  P	39_50_k	B	0	(2, 0)	1	1.395
15	1	1	LTD-RMC	B S | C P	43.366	51	C  P	13_50_R_k	A	1	(1, 1)	1	1.395
15	1	1	LTD-RMC	B S | C P	43.368	52	C  Q	13_50_R_k	B	1	(2, 1)	1	1.134
15	1	1	LTD-RMC	B S | C P	44.504	53	C  Q	1_50_k	A	0	(1, 0)	1	1.151
15	1	1	LTD-RMC	B S | C P	44.526	54	B  S	1_50_k	B	0	(2, 0)	1	1.514
15	1	1	LTD-RMC	B S | C P	46.022	55	B  S	25_50_R_k	A	1	(1, 1)	1	1.495
15	1	1	LTD-RMC	B S | C P	46.024	56	J  P	25_50_R_k	B	1	(2, 1)	1	1.244
15	1	1	LTD-RMC	B S | C P	47.270	57	J  P	39_50_k	A	0	(1, 0)	1	1.250
15	1	1	LTD-RMC	B S | C P	47.278	58	C  P	39_50_k	B	0	(2, 0)	1	1.373
15	1	1	LTD-RMC	B S | C P	48.646	59	C  P	25_50_k	A	1	(1, 1)	1	1.367
15	1	1	LTD-RMC	B S | C P	48.648	60	P  C	25_50_k	B	0	(2, 0)	1	0.908
15	1	1	LTD-RMC	B S | C P	49.558	61	P  C	13_50_R_k	A	0	(1, 0)	0	0.908
15	1	1	LTD-RMC	B S | C P	49.560	62	C  X	13_50_R_k	B	1	(2, 1)	1	2.131
15	1	1	LTD-RMC	B S | C P	51.694	63	C  X	25_50_R_k	A	0	(1, 0)	1	2.142
15	1	1	LTD-RMC	B S | C P	51.710	64	P  V	25_50_R_k	B	1	(2, 1)	1	1.205
15	1	1	LTD-RMC	B S | C P	52.902	65	P  V	1_50_R_k	A	0	(1, 0)	1	1.191
15	1	1	LTD-RMC	B S | C P	52.904	66	T  S	1_50_R_k	B	1	(2, 1)	1	1.548
15	1	1	LTD-RMC	B S | C P	54.454	67	T  S	13_50_k	A	0	(1, 0)	1	1.548
