P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
21	1	1	LTD-RMC	C H | L X	30.440	40	H  M	1_50_R_k	B	1	(2, 1)	1	1.189
21	1	1	LTD-RMC	C H | L X	31.046	41	H  M	39_50_R_k	A	0	(1, 0)	1	1.203
21	1	1	LTD-RMC	C H | L X	31.646	42	L  X	39_50_R_k	B	1	(2, 1)	1	1.317
21	1	1	LTD-RMC	C H | L X	32.366	43	L  X	1_50_k	A	1	(1, 1)	1	1.445
21	1	1	LTD-RMC	C H | L X	33.094	44	C  H	1_50_k	A	1	(1, 1)	1	1.053
21	1	1	LTD-RMC	C H | L X	34.150	45	S  H	1_50_k	B	0	(2, 0)	1	2.429
21	1	1	LTD-RMC	C H | L X	34.798	46	S  H	39_50_k	A	0	(1, 0)	1	1.224
21	1	1	LTD-RMC	C H | L X	35.382	47	H  C	39_50_k	B	0	(2, 0)	1	1.210
21	1	1	LTD-RMC	C H | L X	36.014	48	H  C	1_50_R_k	A	1	(1, 1)	1	1.429
21	1	1	LTD-RMC	C H | L X	36.814	49	X  L	1_50_R_k	B	1	(2, 1)	1	1.421
21	1	1	LTD-RMC	C H | L X	37.438	50	X  L	39_50_R_k	A	1	(1, 1)	1	1.242
21	1	1	LTD-RMC	C H | L X	38.062	51	L  X	39_50_R_k	B	1	(2, 1)	1	1.141
21	1	1	LTD-RMC	C H | L X	38.582	52	L  X	13_50_R_k	A	1	(1, 1)	1	1.668
21	1	1	LTD-RMC	C H | L X	39.734	53	X  L	13_50_R_k	B	1	(2, 1)	1	2.005
21	1	1	LTD-RMC	C H | L X	40.590	54	X  L	13_50_k	A	1	(1, 1)	1	1.613
21	1	1	LTD-RMC	C H | L X	41.350	55	H  D	13_50_k	B	0	(2, 0)	1	1.373
21	1	1	LTD-RMC	C H | L X	41.966	56	H  D	39_50_k	A	0	(1, 0)	1	1.276
21	1	1	LTD-RMC	C H | L X	42.632	57	L  J	39_50_k	A	0	(1, 0)	1	1.508
21	1	1	LTD-RMC	C H | L X	44.143	58	C  N	39_50_k	A	0	(1, 0)	1	1.115
21	1	1	LTD-RMC	C H | L X	45.262	59	H  C	39_50_k	B	0	(2, 0)	1	3.948
21	1	1	LTD-RMC	C H | L X	45.917	60	H  C	1_50_k	B	0	(2, 0)	1	0.925
21	1	1	LTD-RMC	C H | L X	46.846	61	H  C	1_50_R_k	A	1	(1, 1)	1	2.356
21	1	1	LTD-RMC	C H | L X	47.621	62	N  X	1_50_R_k	B	1	(2, 1)	1	1.396
21	1	1	LTD-RMC	C H | L X	48.248	63	N  X	39_50_k	A	0	(1, 0)	1	1.271
21	1	1	LTD-RMC	C H | L X	48.896	64	X  B	39_50_k	B	0	(2, 0)	1	1.153
21	1	1	LTD-RMC	C H | L X	49.405	65	X  B	13_50_R_k	A	0	(1, 0)	1	1.306
21	1	1	LTD-RMC	C H | L X	50.205	66	L  X	13_50_R_k	B	1	(2, 1)	1	1.380
21	1	1	LTD-RMC	C H | L X	50.789	67	L  X	13_50_k	A	1	(1, 1)	1	1.169
21	1	1	LTD-RMC	C H | L X	51.381	68	T  C	13_50_k	B	0	(2, 0)	1	1.083
21	1	1	LTD-RMC	C H | L X	51.877	69	T  C	1_50_R_k	A	0	(1, 0)	1	1.133
21	1	1	LTD-RMC	C H | L X	52.517	70	C  H	1_50_R_k	B	1	(2, 1)	1	1.164
21	1	1	LTD-RMC	C H | L X	53.045	71	C  H	39_50_k	A	1	(1, 1)	1	1.101
21	1	1	LTD-RMC	C H | L X	53.621	72	X  L	39_50_k	A	1	(1, 1)	1	1.021
21	1	1	LTD-RMC	C H | L X	54.645	73	C  H	39_50_k	B	0	(2, 0)	1	2.166
21	1	1	LTD-RMC	C H | L X	55.214	74	C  H	13_50_R_k	A	1	(1, 1)	1	1.173
21	1	1	LTD-RMC	C H | L X	55.821	75	L  G	13_50_R_k	B	1	(2, 1)	1	1.067
21	1	1	LTD-RMC	C H | L X	56.285	76	L  G	25_50_R_k	A	0	(1, 0)	1	1.220
21	1	1	LTD-RMC	C H | L X	57.045	77	L  X	25_50_R_k	B	1	(2, 1)	1	1.253
21	1	1	LTD-RMC	C H | L X	57.541	78	L  X	39_50_R_k	A	1	(1, 1)	1	1.021
21	1	1	LTD-RMC	C H | L X	58.069	79	H  J	39_50_R_k	B	1	(2, 1)	1	0.982
21	1	1	LTD-RMC	C H | L X	58.527	80	H  J	1_50_R_k	B	1	(2, 1)	1	0.658
21	1	1	LTD-RMC	C H | L X	59.189	81	H  J	13_50_k	B	0	(2, 0)	1	0.809
21	1	1	LTD-RMC	C H | L X	60.005	82	H  J	25_50_R_k	A	0	(1, 0)	1	2.764
21	1	1	LTD-RMC	C H | L X	60.837	83	Y  X	25_50_R_k	B	1	(2, 1)	1	1.346
21	1	1	LTD-RMC	C H | L X	61.357	84	Y  X	1_50_R_k	A	0	(1, 0)	1	1.012
21	1	1	LTD-RMC	C H | L X	61.853	85	X  L	1_50_R_k	B	1	(2, 1)	1	1.021
21	1	1	LTD-RMC	C H | L X	62.381	86	X  L	13_50_R_k	A	1	(1, 1)	1	1.329
21	1	1	LTD-RMC	C H | L X	63.189	87	T  C	13_50_R_k	B	1	(2, 1)	1	1.277
21	1	1	LTD-RMC	C H | L X	63.661	88	T  C	1_50_k	A	0	(1, 0)	1	1.509
21	1	1	LTD-RMC	C H | L X	64.701	89	R  C	1_50_k	A	0	(1, 0)	1	0.852
21	1	1	LTD-RMC	C H | L X	65.557	90	X  B	1_50_k	B	0	(2, 0)	1	2.364
21	1	1	LTD-RMC	C H | L X	66.029	91	X  B	39_50_k	A	0	(1, 0)	1	2.053
21	1	1	LTD-RMC	C H | L X	67.613	92	L  X	39_50_k	A	1	(1, 1)	1	0.893
21	1	1	LTD-RMC	C H | L X	68.509	93	C  H	39_50_k	B	0	(2, 0)	1	3.154
21	1	1	LTD-RMC	C H | L X	69.189	94	C  H	25_50_k	B	0	(2, 0)	1	0.733
21	1	1	LTD-RMC	C H | L X	69.925	95	C  H	1_50_R_k	A	1	(1, 1)	1	2.045
21	1	1	LTD-RMC	C H | L X	70.557	96	Q  L	1_50_R_k	B	1	(2, 1)	1	1.094
21	1	1	LTD-RMC	C H | L X	71.022	97	Q  L	13_50_k	A	0	(1, 0)	1	1.109
21	1	1	LTD-RMC	C H | L X	71.669	98	L  X	13_50_k	A	1	(1, 1)	1	0.809
21	1	1	LTD-RMC	C H | L X	72.485	99	C  H	13_50_k	B	0	(2, 0)	1	2.116
21	1	1	LTD-RMC	C H | L X	73.141	100	C  H	25_50_R_k	A	1	(1, 1)	1	1.421
21	1	1	LTD-RMC	C H | L X	73.909	101	C  S	25_50_R_k	B	1	(2, 1)	1	1.678
21	1	1	LTD-RMC	C H | L X	74.822	102	C  S	1_50_R_k	B	1	(2, 1)	1	0.900
21	1	1	LTD-RMC	C H | L X	75.725	103	C  S	1_50_k	B	0	(2, 0)	1	0.717
21	1	1	LTD-RMC	C H | L X	76.445	104	C  S	25_50_R_k	A	0	(1, 0)	1	3.092
21	1	1	LTD-RMC	C H | L X	77.004	105	H  C	25_50_R_k	B	1	(2, 1)	1	1.069
21	1	1	LTD-RMC	C H | L X	77.517	106	H  C	39_50_R_k	B	1	(2, 1)	1	0.788
21	1	1	LTD-RMC	C H | L X	78.308	107	H  C	25_50_k	B	0	(2, 0)	1	0.661
21	1	1	LTD-RMC	C H | L X	78.972	108	H  C	25_50_R_k	B	1	(2, 1)	1	0.693
21	1	1	LTD-RMC	C H | L X	79.668	109	H  C	13_50_R_k	A	1	(1, 1)	1	4.236
21	1	1	LTD-RMC	C H | L X	81.244	110	H  F	13_50_R_k	A	0	(1, 0)	1	0.631
21	1	1	LTD-RMC	C H | L X	81.878	111	C  K	13_50_R_k	B	1	(2, 1)	1	2.741
21	1	1	LTD-RMC	C H | L X	82.412	112	C  K	1_50_k	A	0	(1, 0)	1	1.035
21	1	1	LTD-RMC	C H | L X	82.917	113	Y  C	1_50_k	A	0	(1, 0)	1	0.844
21	1	1	LTD-RMC	C H | L X	83.764	114	X  L	1_50_k	A	1	(1, 1)	1	0.864
21	1	1	LTD-RMC	C H | L X	84.636	115	L  X	1_50_k	A	1	(1, 1)	1	1.028
21	1	1	LTD-RMC	C H | L X	85.668	116	H  D	1_50_k	B	0	(2, 0)	1	3.783
21	1	1	LTD-RMC	C H | L X	86.199	117	H  D	25_50_k	B	0	(2, 0)	1	0.699
21	1	1	LTD-RMC	C H | L X	86.901	118	H  D	13_50_k	B	0	(2, 0)	1	0.851
21	1	1	LTD-RMC	C H | L X	87.756	119	H  D	25_50_k	A	0	(1, 0)	1	2.653
21	1	1	LTD-RMC	C H | L X	88.324	120	C  H	25_50_k	B	0	(2, 0)	1	1.181
21	1	1	LTD-RMC	C H | L X	88.940	121	C  H	13_50_k	B	0	(2, 0)	1	0.741
21	1	1	LTD-RMC	C H | L X	89.684	122	C  H	25_50_R_k	B	1	(2, 1)	1	0.709
21	1	1	LTD-RMC	C H | L X	90.396	123	C  H	25_50_k	A	1	(1, 1)	1	2.685
21	1	1	LTD-RMC	C H | L X	91.012	124	X  L	25_50_k	A	1	(1, 1)	1	0.956
21	1	1	LTD-RMC	C H | L X	91.972	125	C  H	25_50_k	B	0	(2, 0)	1	2.173
21	1	1	LTD-RMC	C H | L X	92.572	126	C  H	1_50_R_k	B	1	(2, 1)	1	0.693
21	1	1	LTD-RMC	C H | L X	93.268	127	C  H	13_50_R_k	A	1	(1, 1)	1	1.877
21	1	1	LTD-RMC	C H | L X	93.852	128	B  C	13_50_R_k	B	1	(2, 1)	1	1.437
21	1	1	LTD-RMC	C H | L X	94.708	129	B  C	39_50_k	B	0	(2, 0)	1	0.772
21	1	1	LTD-RMC	C H | L X	95.484	130	B  C	1_50_k	B	0	(2, 0)	1	1.049
21	1	1	LTD-RMC	C H | L X	96.540	131	B  C	13_50_k	A	0	(1, 0)	1	3.133
21	1	1	LTD-RMC	C H | L X	96.988	132	X  L	13_50_k	A	1	(1, 1)	1	0.757
21	1	1	LTD-RMC	C H | L X	97.748	133	C  H	13_50_k	B	0	(2, 0)	1	1.732
21	1	1	LTD-RMC	C H | L X	98.276	134	C  H	39_50_k	B	0	(2, 0)	1	0.713
21	1	1	LTD-RMC	C H | L X	98.996	135	C  H	1_50_k	B	0	(2, 0)	1	0.775
21	1	1	LTD-RMC	C H | L X	99.774	136	C  H	39_50_R_k	A	1	(1, 1)	1	2.621
21	1	1	LTD-RMC	C H | L X	100.372	137	Y  H	39_50_R_k	B	1	(2, 1)	1	1.106
21	1	1	LTD-RMC	C H | L X	100.884	138	Y  H	25_50_k	A	0	(1, 0)	1	1.068
21	1	1	LTD-RMC	C H | L X	101.444	139	R  X	25_50_k	B	0	(2, 0)	1	1.109
21	1	1	LTD-RMC	C H | L X	101.996	140	R  X	39_50_k	A	0	(1, 0)	1	1.069
21	1	1	LTD-RMC	C H | L X	102.516	141	X  L	39_50_k	A	1	(1, 1)	1	0.861
21	1	1	LTD-RMC	C H | L X	103.380	142	H  C	39_50_k	B	0	(2, 0)	1	1.893
21	1	1	LTD-RMC	C H | L X	103.892	143	H  C	25_50_k	B	0	(2, 0)	1	0.621
21	1	1	LTD-RMC	C H | L X	104.516	144	H  C	39_50_k	A	1	(1, 1)	1	2.077
21	1	1	LTD-RMC	C H | L X	105.460	145	C  H	39_50_k	B	0	(2, 0)	1	1.430
21	1	1	LTD-RMC	C H | L X	105.949	146	C  H	25_50_R_k	A	1	(1, 1)	1	1.026
21	1	1	LTD-RMC	C H | L X	106.492	147	H  Y	25_50_R_k	B	1	(2, 1)	1	0.987
21	1	1	LTD-RMC	C H | L X	106.940	148	H  Y	25_50_k	A	0	(1, 0)	1	0.949
21	1	1	LTD-RMC	C H | L X	107.444	149	T  H	25_50_k	B	0	(2, 0)	1	0.980
21	1	1	LTD-RMC	C H | L X	107.924	150	T  H	39_50_k	B	0	(2, 0)	1	0.957
21	1	1	LTD-RMC	C H | L X	108.884	151	T  H	1_50_R_k	B	1	(2, 1)	1	0.734
21	1	1	LTD-RMC	C H | L X	109.621	152	T  H	13_50_k	A	0	(1, 0)	1	2.709
21	1	1	LTD-RMC	C H | L X	110.156	153	C  P	13_50_k	A	0	(1, 0)	1	1.124
21	1	1	LTD-RMC	C H | L X	111.283	154	R  H	13_50_k	B	0	(2, 0)	1	2.483
21	1	1	LTD-RMC	C H | L X	112.108	155	R  H	25_50_k	B	0	(2, 0)	1	0.620
21	1	1	LTD-RMC	C H | L X	112.731	156	R  H	13_50_k	B	0	(2, 0)	1	0.608
21	1	1	LTD-RMC	C H | L X	113.347	157	R  H	39_50_k	B	0	(2, 0)	1	0.612
21	1	1	LTD-RMC	C H | L X	113.963	158	R  H	13_50_k	B	0	(2, 0)	1	0.644
21	1	1	LTD-RMC	C H | L X	114.611	159	R  H	25_50_R_k	B	1	(2, 1)	1	0.628
21	1	1	LTD-RMC	C H | L X	115.243	160	R  H	39_50_R_k	A	0	(1, 0)	1	4.556
21	1	1	LTD-RMC	C H | L X	115.843	161	Q  H	39_50_R_k	B	1	(2, 1)	1	1.036
21	1	1	LTD-RMC	C H | L X	116.283	162	Q  H	n/a	A	0	(1, 0)	1	1.061
21	1	1	LTD-RMC	C H | L X	116.907	163	L  X	n/a	A	1	(1, 1)	1	0.678
21	1	1	LTD-RMC	C H | L X	117.588	164	C  H	n/a	A	1	(1, 1)	1	0.613
21	1	1	LTD-RMC	C H | L X	118.204	165	H  C	n/a	A	0	(1, 0)	0	0.681
21	1	1	LTD-RMC	C H | L X	118.892	166	C  H	n/a	A	1	(1, 1)	1	0.724
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	0.000	0	6b_z	4  7	A	0	(1, 0)	1	1.054
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	1.054	1	5a_z	4  7	A	1	(1, 1)	1	0.876
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	1.934	2	6d_z	4  7	B	0	(2, 0)	1	2.781
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	2.782	3	6d_z	6  8	A	1	(1, 1)	1	1.613
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	3.550	4	5e_z	6  8	B	1	(2, 1)	1	1.477
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	4.262	5	5e_z	2  4	A	1	(1, 1)	1	1.357
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	4.910	6	5a_z	2  4	B	1	(2, 1)	1	1.293
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	5.558	7	5a_z	2  9	A	1	(1, 1)	1	1.341
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	6.254	8	5e_z	2  9	B	0	(2, 0)	1	1.381
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	6.942	9	5e_z	5  6	A	1	(1, 1)	1	1.309
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	7.566	10	3a_z	5  6	B	0	(2, 0)	1	1.277
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	8.222	11	3a_z	6  8	A	0	(1, 0)	1	1.293
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	8.862	12	6d_z	6  8	B	1	(2, 1)	1	1.262
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	9.487	13	6d_z	2  4	A	1	(1, 1)	1	1.261
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	10.126	14	4b_z	2  4	B	1	(2, 1)	1	1.322
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	10.813	15	4b_z	3  5	A	0	(1, 0)	1	1.310
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	11.438	16	5e_z	3  5	B	1	(2, 1)	1	1.373
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	12.189	17	5e_z	6  8	A	1	(1, 1)	1	1.484
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	12.925	18	3d_z	6  8	B	1	(2, 1)	1	1.268
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	13.461	19	3d_z	7  9	A	0	(1, 0)	1	1.188
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	14.117	20	5a_z	7  9	B	1	(2, 1)	1	1.409
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	14.877	21	5a_z	3  8	A	1	(1, 1)	1	1.918
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	16.039	22	4c_z_2	3  8	A	0	(1, 0)	1	0.730
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	16.773	23	5e_z	3  8	B	0	(2, 0)	1	2.980
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	17.861	24	5e_z	4  7	A	1	(1, 1)	1	1.825
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	18.605	25	6d_z	4  7	B	0	(2, 0)	1	1.445
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	19.309	26	6d_z	3  8	A	1	(1, 1)	1	1.389
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	19.997	27	4b_z	3  8	B	0	(2, 0)	1	1.358
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	20.670	28	4b_z	2  9	A	0	(1, 0)	1	1.300
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	21.301	29	4c_z_2	2  9	B	0	(2, 0)	1	1.347
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	22.021	30	4c_z_2	5  6	A	0	(1, 0)	1	1.399
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	22.704	31	6e_z	5  6	A	0	(1, 0)	1	0.906
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	23.613	32	3e_z	5  6	A	0	(1, 0)	1	0.748
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	24.365	33	4d_z	5  6	B	0	(2, 0)	1	3.589
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	25.613	34	4d_z	6  8	A	0	(1, 0)	1	1.924
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	26.293	35	5e_z	6  8	A	1	(1, 1)	1	0.717
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	27.013	36	4a_z	6  8	A	0	(1, 0)	1	0.756
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	27.773	37	5a_z	6  8	B	1	(2, 1)	1	3.220
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	28.837	38	5a_z	3  8	A	1	(1, 1)	1	1.717
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	29.493	39	4e_z	3  8	B	0	(2, 0)	1	1.485
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	30.325	40	4e_z	5  6	A	0	(1, 0)	1	1.589
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	31.085	41	5e_z	5  6	A	1	(1, 1)	1	0.749
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	31.837	42	6d_z	5  6	B	0	(2, 0)	1	2.165
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	32.493	43	6d_z	2  9	A	1	(1, 1)	1	1.357
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	33.197	44	5e_z	2  9	B	0	(2, 0)	1	1.284
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	33.781	45	5e_z	5  6	A	1	(1, 1)	1	1.257
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	34.461	46	5a_z	5  6	B	0	(2, 0)	1	1.325
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	35.109	47	5a_z	3  5	A	1	(1, 1)	1	1.509
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	35.973	48	6d_z	3  5	B	1	(2, 1)	1	1.676
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	36.789	49	6d_z	2  4	B	1	(2, 1)	1	0.724
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	37.517	50	6d_z	3  8	A	1	(1, 1)	1	2.325
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	38.301	51	3e_z	3  8	B	0	(2, 0)	1	1.707
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	39.231	52	3e_z	7  9	A	0	(1, 0)	1	1.701
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	40.005	53	5e_z	7  9	B	1	(2, 1)	1	1.531
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	40.765	54	5e_z	3  5	A	1	(1, 1)	1	1.397
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	41.405	55	5c_z	3  5	B	1	(2, 1)	1	1.253
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	42.021	56	5c_z	5  6	B	0	(2, 0)	1	0.717
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	42.741	57	5c_z	3  8	A	0	(1, 0)	1	2.233
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	43.645	58	5a_z	3  8	A	1	(1, 1)	1	0.645
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	44.293	59	6d_z	3  8	B	0	(2, 0)	1	2.477
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	45.221	60	6d_z	2  9	B	0	(2, 0)	1	0.776
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	46.004	61	6d_z	4  7	A	1	(1, 1)	1	2.445
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	46.741	62	5e_z	4  7	A	1	(1, 1)	1	0.828
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	47.572	63	5a_z	4  7	A	1	(1, 1)	1	0.733
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	48.309	64	6a_z	4  7	B	0	(2, 0)	1	3.196
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	49.204	65	6a_z	3  8	B	0	(2, 0)	1	0.844
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	50.052	66	6a_z	2  4	B	1	(2, 1)	1	0.870
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	50.925	67	6a_z	6  8	A	0	(1, 0)	1	3.302
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	51.614	68	3d_z	6  8	A	0	(1, 0)	1	0.746
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	52.364	69	6c_z	6  8	A	0	(1, 0)	1	0.781
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	53.148	70	6d_z	6  8	B	1	(2, 1)	1	2.932
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	53.860	71	6d_z	2  9	A	1	(1, 1)	1	1.398
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	54.549	72	5e_z	2  9	B	0	(2, 0)	1	1.325
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	55.188	73	5e_z	7  9	A	1	(1, 1)	1	1.268
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	55.820	74	6a_z	7  9	B	1	(2, 1)	1	1.143
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	56.334	75	6a_z	3  8	A	0	(1, 0)	1	1.060
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	56.884	76	6e_z	3  8	B	0	(2, 0)	1	1.330
21	1	2	PTD-DPC	5a_z | 5e_z | 6d_z	57.668	77	6e_z	2  9	A	0	(1, 0)	1	1.329
