P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
6	1	1	LTD-RMC	D R | F K	0.000	0	D  R	25_50_k	A	1	(1, 1)	1	0.660
6	1	1	LTD-RMC	D R | F K	0.660	1	D  Y	25_50_k	A	0	(1, 0)	1	0.567
6	1	1	LTD-RMC	D R | F K	1.260	2	K  F	25_50_k	A	1	(1, 1)	1	0.488
6	1	1	LTD-RMC	D R | F K	1.780	3	Y  K	25_50_k	A	0	(1, 0)	1	0.856
6	1	1	LTD-RMC	D R | F K	2.668	4	T  F	25_50_k	A	0	(1, 0)	1	0.624
6	1	1	LTD-RMC	D R | F K	3.324	5	R  T	25_50_k	A	0	(1, 0)	1	0.750
6	1	1	LTD-RMC	D R | F K	4.076	6	R  J	25_50_k	A	0	(1, 0)	1	0.576
6	1	1	LTD-RMC	D R | F K	4.684	7	F  K	25_50_k	A	1	(1, 1)	1	1.112
6	1	1	LTD-RMC	D R | F K	5.828	8	F  C	25_50_k	A	0	(1, 0)	1	0.600
6	1	1	LTD-RMC	D R | F K	6.460	9	R  L	25_50_k	A	0	(1, 0)	1	0.696
6	1	1	LTD-RMC	D R | F K	7.188	10	R  D	25_50_k	A	1	(1, 1)	1	0.608
6	1	1	LTD-RMC	D R | F K	7.828	11	K  F	25_50_k	A	1	(1, 1)	1	0.872
6	1	1	LTD-RMC	D R | F K	8.732	12	R  D	25_50_k	A	1	(1, 1)	1	0.736
6	1	1	LTD-RMC	D R | F K	9.500	13	D  L	25_50_k	B	0	(2, 0)	1	10.932
6	1	1	LTD-RMC	D R | F K	10.932	14	D  L	25_50_R_k	B	1	(2, 1)	1	0.664
6	1	1	LTD-RMC	D R | F K	11.628	15	D  L	39_50_R_k	B	1	(2, 1)	1	0.608
6	1	1	LTD-RMC	D R | F K	12.268	16	D  L	13_50_k	B	0	(2, 0)	1	0.616
6	1	1	LTD-RMC	D R | F K	12.916	17	D  L	25_50_k	B	0	(2, 0)	1	0.665
6	1	1	LTD-RMC	D R | F K	13.612	18	D  L	1_50_k	B	0	(2, 0)	1	0.753
6	1	1	LTD-RMC	D R | F K	14.396	19	D  L	39_50_k	B	0	(2, 0)	1	0.816
6	1	1	LTD-RMC	D R | F K	15.244	20	D  L	13_50_R_k	A	0	(1, 0)	1	6.328
6	1	1	LTD-RMC	D R | F K	15.860	21	R  M	13_50_R_k	A	0	(1, 0)	1	0.712
6	1	1	LTD-RMC	D R | F K	16.604	22	K  F	13_50_R_k	A	1	(1, 1)	1	1.131
6	1	1	LTD-RMC	D R | F K	17.780	23	B  D	13_50_R_k	A	0	(1, 0)	1	0.648
6	1	1	LTD-RMC	D R | F K	18.460	24	D  R	13_50_R_k	A	1	(1, 1)	1	0.641
6	1	1	LTD-RMC	D R | F K	19.132	25	S  R	13_50_R_k	A	0	(1, 0)	1	0.642
6	1	1	LTD-RMC	D R | F K	19.806	26	R  D	13_50_R_k	B	1	(2, 1)	1	5.144
6	1	1	LTD-RMC	D R | F K	20.420	27	R  D	25_50_k	B	0	(2, 0)	1	0.695
6	1	1	LTD-RMC	D R | F K	21.147	28	R  D	1_50_k	B	0	(2, 0)	1	0.678
6	1	1	LTD-RMC	D R | F K	21.859	29	R  D	25_50_k	B	0	(2, 0)	1	1.007
6	1	1	LTD-RMC	D R | F K	22.899	30	R  D	13_50_k	B	0	(2, 0)	1	0.832
6	1	1	LTD-RMC	D R | F K	23.763	31	R  D	25_50_k	A	1	(1, 1)	1	4.592
6	1	1	LTD-RMC	D R | F K	24.443	32	K  F	25_50_k	A	1	(1, 1)	1	0.760
6	1	1	LTD-RMC	D R | F K	25.235	33	S  D	25_50_k	A	0	(1, 0)	1	0.784
6	1	1	LTD-RMC	D R | F K	26.051	34	T  R	25_50_k	B	0	(2, 0)	1	3.423
6	1	1	LTD-RMC	D R | F K	27.219	35	T  R	39_50_R_k	B	1	(2, 1)	1	0.543
6	1	1	LTD-RMC	D R | F K	27.795	36	T  R	1_50_R_k	B	1	(2, 1)	1	0.631
6	1	1	LTD-RMC	D R | F K	28.459	37	T  R	39_50_R_k	B	1	(2, 1)	1	0.608
6	1	1	LTD-RMC	D R | F K	29.099	38	T  R	13_50_R_k	B	1	(2, 1)	1	0.576
6	1	1	LTD-RMC	D R | F K	29.707	39	T  R	1_50_k	B	0	(2, 0)	1	0.616
6	1	1	LTD-RMC	D R | F K	30.355	40	T  R	25_50_k	A	0	(1, 0)	1	5.055
6	1	1	LTD-RMC	D R | F K	31.139	41	R  D	25_50_k	A	1	(1, 1)	1	0.590
6	1	1	LTD-RMC	D R | F K	31.763	42	F  K	25_50_k	A	1	(1, 1)	1	0.887
6	1	1	LTD-RMC	D R | F K	32.683	43	D  Y	25_50_k	A	0	(1, 0)	1	0.968
6	1	1	LTD-RMC	D R | F K	33.683	44	D  R	25_50_k	A	1	(1, 1)	1	0.520
6	1	1	LTD-RMC	D R | F K	34.235	45	F  K	25_50_k	A	1	(1, 1)	1	0.760
