P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
36	1	1	LTD-RMC	B J | D L	0.000	0	D  W	25_50_k	A	0	(1, 0)	1	1.592
36	1	1	LTD-RMC	B J | D L	1.592	1	T  J	25_50_k	A	0	(1, 0)	1	0.599
36	1	1	LTD-RMC	B J | D L	2.192	2	W  B	25_50_k	A	0	(1, 0)	1	2.175
36	1	1	LTD-RMC	B J | D L	4.368	3	L  D	25_50_k	A	1	(1, 1)	1	0.783
36	1	1	LTD-RMC	B J | D L	5.152	4	B  S	25_50_k	A	0	(1, 0)	1	0.511
36	1	1	LTD-RMC	B J | D L	5.664	5	S  D	25_50_k	A	0	(1, 0)	1	0.935
36	1	1	LTD-RMC	B J | D L	6.600	6	X  B	25_50_k	A	0	(1, 0)	1	0.655
36	1	1	LTD-RMC	B J | D L	7.256	7	B  J	25_50_k	A	1	(1, 1)	1	0.769
36	1	1	LTD-RMC	B J | D L	8.026	8	L  D	25_50_k	A	0	(1, 0)	0	0.574
36	1	1	LTD-RMC	B J | D L	8.600	9	M  J	25_50_k	A	0	(1, 0)	1	1.472
36	1	1	LTD-RMC	B J | D L	10.073	10	L  G	25_50_k	A	0	(1, 0)	1	0.638
36	1	1	LTD-RMC	B J | D L	10.712	11	D  G	25_50_k	A	0	(1, 0)	1	0.784
36	1	1	LTD-RMC	B J | D L	11.496	12	L  X	25_50_k	A	0	(1, 0)	1	1.767
36	1	1	LTD-RMC	B J | D L	13.264	13	M  J	25_50_k	A	0	(1, 0)	1	1.008
36	1	1	LTD-RMC	B J | D L	14.272	14	J  B	25_50_k	A	1	(1, 1)	1	0.824
36	1	1	LTD-RMC	B J | D L	15.096	15	B  J	25_50_k	A	1	(1, 1)	1	0.648
36	1	1	LTD-RMC	B J | D L	15.744	16	B  H	25_50_k	A	0	(1, 0)	1	0.600
36	1	1	LTD-RMC	B J | D L	16.344	17	D  L	25_50_k	A	1	(1, 1)	1	4.632
36	1	1	LTD-RMC	B J | D L	20.976	18	X  B	25_50_k	A	0	(1, 0)	1	0.776
36	1	1	LTD-RMC	B J | D L	21.752	19	L  X	25_50_k	A	0	(1, 0)	1	0.687
36	1	1	LTD-RMC	B J | D L	22.440	20	L  D	25_50_k	A	1	(1, 1)	1	0.759
36	1	1	LTD-RMC	B J | D L	23.200	21	J  B	25_50_k	A	1	(1, 1)	1	0.672
36	1	1	LTD-RMC	B J | D L	23.872	22	L  D	25_50_k	A	1	(1, 1)	1	0.616
36	1	1	LTD-RMC	B J | D L	24.488	23	J  B	25_50_k	A	1	(1, 1)	1	0.528
36	1	1	LTD-RMC	B J | D L	25.016	24	L  D	25_50_k	A	1	(1, 1)	1	0.864
36	1	1	LTD-RMC	B J | D L	25.880	25	L  H	25_50_k	A	0	(1, 0)	1	0.664
