P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
42	1	1	LTD-RMC	H T | K N	0.000	0	T  H	1_50_R_k	A	1	(1, 1)	1	0.847
42	1	1	LTD-RMC	H T | K N	0.847	1	J  K	1_50_R_k	A	0	(1, 0)	1	0.838
42	1	1	LTD-RMC	H T | K N	1.687	2	K  B	1_50_R_k	A	0	(1, 0)	1	0.831
42	1	1	LTD-RMC	H T | K N	2.519	3	L  T	1_50_R_k	A	0	(1, 0)	1	1.088
42	1	1	LTD-RMC	H T | K N	3.607	4	K  N	1_50_R_k	A	1	(1, 1)	1	1.239
42	1	1	LTD-RMC	H T | K N	4.847	5	F  H	1_50_R_k	A	0	(1, 0)	1	0.887
42	1	1	LTD-RMC	H T | K N	5.735	6	N  K	1_50_R_k	A	1	(1, 1)	1	0.864
42	1	1	LTD-RMC	H T | K N	6.599	7	X  T	1_50_R_k	A	0	(1, 0)	1	0.978
42	1	1	LTD-RMC	H T | K N	7.577	8	T  H	1_50_R_k	A	1	(1, 1)	1	1.741
42	1	1	LTD-RMC	H T | K N	9.319	9	T  W	1_50_R_k	A	0	(1, 0)	1	0.767
42	1	1	LTD-RMC	H T | K N	10.087	10	N  K	1_50_R_k	A	1	(1, 1)	1	1.288
42	1	1	LTD-RMC	H T | K N	11.375	11	T  H	1_50_R_k	A	1	(1, 1)	1	0.871
42	1	1	LTD-RMC	H T | K N	12.247	12	S  T	1_50_R_k	B	1	(2, 1)	1	15.079
42	1	1	LTD-RMC	H T | K N	15.079	13	S  T	13_50_R_k	B	1	(2, 1)	1	0.799
42	1	1	LTD-RMC	H T | K N	15.879	14	S  T	39_50_R_k	B	1	(2, 1)	1	0.815
42	1	1	LTD-RMC	H T | K N	16.695	15	S  T	25_50_R_k	B	1	(2, 1)	1	1.032
42	1	1	LTD-RMC	H T | K N	17.727	16	S  T	1_50_k	B	0	(2, 0)	1	1.037
42	1	1	LTD-RMC	H T | K N	18.767	17	S  T	25_50_k	B	0	(2, 0)	1	1.048
42	1	1	LTD-RMC	H T | K N	19.815	18	S  T	1_50_k	B	0	(2, 0)	1	0.936
42	1	1	LTD-RMC	H T | K N	20.751	19	S  T	1_50_R_k	B	1	(2, 1)	1	1.144
42	1	1	LTD-RMC	H T | K N	21.895	20	S  T	39_50_R_k	B	1	(2, 1)	1	0.816
42	1	1	LTD-RMC	H T | K N	22.711	21	S  T	39_50_k	B	0	(2, 0)	1	0.939
42	1	1	LTD-RMC	H T | K N	23.650	22	S  T	13_50_R_k	B	1	(2, 1)	1	1.124
42	1	1	LTD-RMC	H T | K N	24.775	23	S  T	25_50_k	B	0	(2, 0)	1	1.279
42	1	1	LTD-RMC	H T | K N	26.054	24	S  T	25_50_R_k	B	1	(2, 1)	1	1.023
42	1	1	LTD-RMC	H T | K N	27.078	25	S  T	13_50_R_k	B	1	(2, 1)	1	1.488
42	1	1	LTD-RMC	H T | K N	28.567	26	S  T	25_50_R_k	B	1	(2, 1)	1	0.839
42	1	1	LTD-RMC	H T | K N	29.406	27	S  T	39_50_k	B	0	(2, 0)	1	0.924
42	1	1	LTD-RMC	H T | K N	30.334	28	S  T	13_50_k	B	0	(2, 0)	1	1.455
42	1	1	LTD-RMC	H T | K N	31.790	29	S  T	13_50_R_k	B	1	(2, 1)	1	0.857
42	1	1	LTD-RMC	H T | K N	32.648	30	S  T	25_50_R_k	B	1	(2, 1)	1	0.830
42	1	1	LTD-RMC	H T | K N	33.478	31	S  T	39_50_k	B	0	(2, 0)	1	1.247
42	1	1	LTD-RMC	H T | K N	34.726	32	S  T	13_50_k	B	0	(2, 0)	1	0.807
42	1	1	LTD-RMC	H T | K N	35.534	33	S  T	1_50_k	B	0	(2, 0)	1	1.310
42	1	1	LTD-RMC	H T | K N	36.846	34	S  T	39_50_k	B	0	(2, 0)	1	0.791
42	1	1	LTD-RMC	H T | K N	37.638	35	S  T	13_50_k	B	0	(2, 0)	1	1.207
42	1	1	LTD-RMC	H T | K N	38.846	36	S  T	39_50_R_k	B	1	(2, 1)	1	0.823
42	1	1	LTD-RMC	H T | K N	39.670	37	S  T	13_50_R_k	B	1	(2, 1)	1	0.951
