P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
12	1	1	LTD-RMC	Q V | R X	0.000	0	V  G	39_50_k	A	0	(1, 0)	1	1.039
12	1	1	LTD-RMC	Q V | R X	1.039	1	B  Q	39_50_k	A	0	(1, 0)	1	1.415
12	1	1	LTD-RMC	Q V | R X	2.455	2	V  Q	39_50_k	A	1	(1, 1)	1	1.039
12	1	1	LTD-RMC	Q V | R X	3.495	3	X  R	39_50_k	A	1	(1, 1)	1	0.879
12	1	1	LTD-RMC	Q V | R X	4.375	4	R  X	39_50_k	A	1	(1, 1)	1	0.670
12	1	1	LTD-RMC	Q V | R X	5.047	5	Q  V	39_50_k	A	1	(1, 1)	1	1.167
12	1	1	LTD-RMC	Q V | R X	6.215	6	X  R	39_50_k	A	1	(1, 1)	1	1.143
12	1	1	LTD-RMC	Q V | R X	7.359	7	Q  V	39_50_k	A	1	(1, 1)	1	1.277
12	1	1	LTD-RMC	Q V | R X	8.640	8	X  H	39_50_k	A	0	(1, 0)	1	0.902
12	1	1	LTD-RMC	Q V | R X	9.543	9	V  Q	39_50_k	A	1	(1, 1)	1	1.463
12	1	1	LTD-RMC	Q V | R X	11.007	10	Q  V	39_50_k	A	1	(1, 1)	1	0.639
12	1	1	LTD-RMC	Q V | R X	11.647	11	V  Y	39_50_k	A	0	(1, 0)	1	1.000
12	1	1	LTD-RMC	Q V | R X	12.647	12	V  F	39_50_k	A	0	(1, 0)	1	0.760
12	1	1	LTD-RMC	Q V | R X	13.407	13	G  R	39_50_k	A	0	(1, 0)	1	1.128
12	1	1	LTD-RMC	Q V | R X	14.535	14	X  R	39_50_k	A	1	(1, 1)	1	0.962
12	1	1	LTD-RMC	Q V | R X	15.497	15	S  R	39_50_k	A	0	(1, 0)	1	0.782
12	1	1	LTD-RMC	Q V | R X	16.279	16	V  Q	39_50_k	A	1	(1, 1)	1	1.128
12	1	1	LTD-RMC	Q V | R X	17.407	17	R  X	39_50_k	B	0	(2, 0)	1	18.503
12	1	1	LTD-RMC	Q V | R X	18.503	18	R  X	1_50_k	B	0	(2, 0)	1	0.809
12	1	1	LTD-RMC	Q V | R X	19.312	19	R  X	1_50_R_k	B	1	(2, 1)	1	0.711
12	1	1	LTD-RMC	Q V | R X	20.023	20	R  X	13_50_R_k	B	1	(2, 1)	1	0.616
12	1	1	LTD-RMC	Q V | R X	20.639	21	R  X	25_50_R_k	B	1	(2, 1)	1	0.608
12	1	1	LTD-RMC	Q V | R X	21.247	22	R  X	13_50_R_k	B	1	(2, 1)	1	0.624
12	1	1	LTD-RMC	Q V | R X	21.871	23	R  X	13_50_k	B	0	(2, 0)	1	0.616
12	1	1	LTD-RMC	Q V | R X	22.487	24	R  X	25_50_k	B	0	(2, 0)	1	0.736
12	1	1	LTD-RMC	Q V | R X	23.223	25	R  X	39_50_R_k	B	1	(2, 1)	1	0.640
12	1	1	LTD-RMC	Q V | R X	23.863	26	R  X	39_50_k	B	0	(2, 0)	1	0.592
12	1	1	LTD-RMC	Q V | R X	24.458	27	R  X	13_50_k	B	0	(2, 0)	1	0.668
12	1	1	LTD-RMC	Q V | R X	25.127	28	R  X	25_50_R_k	B	1	(2, 1)	1	0.592
12	1	1	LTD-RMC	Q V | R X	25.719	29	R  X	1_50_k	B	0	(2, 0)	1	1.016
12	1	1	LTD-RMC	Q V | R X	26.735	30	R  X	39_50_R_k	B	1	(2, 1)	1	0.951
12	1	1	LTD-RMC	Q V | R X	27.686	31	R  X	13_50_R_k	B	0	(2, 0)	0	1.176
12	1	1	LTD-RMC	Q V | R X	28.863	32	R  X	13_50_k	B	0	(2, 0)	1	0.952
12	1	1	LTD-RMC	Q V | R X	29.815	33	R  X	1_50_k	B	0	(2, 0)	1	0.835
