P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
8	1	1	LTD-RMC	C N | M V	0.000	0	M  V	25_50_k	B	0	(2, 0)	1	1.984
8	1	1	LTD-RMC	C N | M V	1.985	1	M  V	13_50_k	A	1	(1, 1)	1	2.081
8	1	1	LTD-RMC	C N | M V	2.081	2	N  D	13_50_k	A	0	(1, 0)	1	1.168
8	1	1	LTD-RMC	C N | M V	3.257	3	V  M	13_50_k	B	0	(2, 0)	1	1.269
8	1	1	LTD-RMC	C N | M V	3.357	4	V  M	25_50_k	A	1	(1, 1)	1	1.081
8	1	1	LTD-RMC	C N | M V	4.441	5	B  C	25_50_k	B	0	(2, 0)	1	1.287
8	1	1	LTD-RMC	C N | M V	4.649	6	B  C	39_50_R_k	A	0	(1, 0)	1	1.045
8	1	1	LTD-RMC	C N | M V	5.689	7	C  N	39_50_R_k	B	1	(2, 1)	1	1.040
8	1	1	LTD-RMC	C N | M V	5.789	8	C  N	1_50_k	A	1	(1, 1)	1	0.946
8	1	1	LTD-RMC	C N | M V	6.737	9	N  C	1_50_k	B	0	(2, 0)	1	1.074
8	1	1	LTD-RMC	C N | M V	6.867	10	N  C	25_50_k	A	1	(1, 1)	1	1.219
8	1	1	LTD-RMC	C N | M V	8.057	11	M  V	25_50_k	B	0	(2, 0)	1	1.189
8	1	1	LTD-RMC	C N | M V	8.157	12	M  V	1_50_k	A	1	(1, 1)	1	1.274
8	1	1	LTD-RMC	C N | M V	9.433	13	V  M	1_50_k	B	0	(2, 0)	1	1.372
8	1	1	LTD-RMC	C N | M V	9.533	14	V  M	13_50_R_k	A	1	(1, 1)	1	1.050
8	1	1	LTD-RMC	C N | M V	10.585	15	M  V	13_50_R_k	B	1	(2, 1)	1	1.145
8	1	1	LTD-RMC	C N | M V	10.685	16	M  V	39_50_k	A	1	(1, 1)	1	1.001
8	1	1	LTD-RMC	C N | M V	11.689	17	N  K	39_50_k	B	0	(2, 0)	1	1.100
8	1	1	LTD-RMC	C N | M V	11.789	18	N  K	25_50_k	A	0	(1, 0)	1	0.994
