P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
24	1	1	LTD-RMC	H N | L T	0.000	0	T  W	13_50_R_k	A	0	(1, 0)	1	0.804
24	1	1	LTD-RMC	H N | L T	0.804	1	H  N	13_50_R_k	A	1	(1, 1)	1	0.567
24	1	1	LTD-RMC	H N | L T	1.372	2	T  L	13_50_R_k	A	1	(1, 1)	1	0.575
24	1	1	LTD-RMC	H N | L T	1.948	3	H  G	13_50_R_k	A	0	(1, 0)	1	0.815
24	1	1	LTD-RMC	H N | L T	2.764	4	L  K	13_50_R_k	A	0	(1, 0)	1	0.706
24	1	1	LTD-RMC	H N | L T	3.471	5	L  T	13_50_R_k	A	1	(1, 1)	1	0.548
24	1	1	LTD-RMC	H N | L T	4.020	6	C  N	13_50_R_k	A	0	(1, 0)	1	1.519
24	1	1	LTD-RMC	H N | L T	5.540	7	T  L	13_50_R_k	A	1	(1, 1)	1	0.571
24	1	1	LTD-RMC	H N | L T	6.112	8	H  Q	13_50_R_k	A	0	(1, 0)	1	0.555
24	1	1	LTD-RMC	H N | L T	6.668	9	L  K	13_50_R_k	A	0	(1, 0)	1	0.631
24	1	1	LTD-RMC	H N | L T	7.300	10	H  N	13_50_R_k	A	1	(1, 1)	1	0.639
24	1	1	LTD-RMC	H N | L T	7.940	11	T  L	13_50_R_k	A	1	(1, 1)	1	0.719
24	1	1	LTD-RMC	H N | L T	8.660	12	T  J	13_50_R_k	A	0	(1, 0)	1	0.543
24	1	1	LTD-RMC	H N | L T	9.204	13	Y  H	13_50_R_k	A	0	(1, 0)	1	0.447
24	1	1	LTD-RMC	H N | L T	9.652	14	L  T	13_50_R_k	A	1	(1, 1)	1	0.447
24	1	1	LTD-RMC	H N | L T	10.100	15	X  T	13_50_R_k	A	0	(1, 0)	1	0.447
24	1	1	LTD-RMC	H N | L T	10.548	16	N  H	13_50_R_k	A	1	(1, 1)	1	0.527
24	1	1	LTD-RMC	H N | L T	11.076	17	M  N	13_50_R_k	A	0	(1, 0)	1	0.505
24	1	1	LTD-RMC	H N | L T	11.582	18	L  T	13_50_R_k	A	1	(1, 1)	1	0.518
24	1	1	LTD-RMC	H N | L T	12.100	19	P  H	13_50_R_k	A	0	(1, 0)	1	0.575
24	1	1	LTD-RMC	H N | L T	12.676	20	L  V	13_50_R_k	A	0	(1, 0)	1	0.467
24	1	1	LTD-RMC	H N | L T	13.144	21	N  H	13_50_R_k	A	1	(1, 1)	1	0.436
24	1	1	LTD-RMC	H N | L T	13.580	22	H  F	13_50_R_k	A	0	(1, 0)	1	0.464
24	1	1	LTD-RMC	H N | L T	14.044	23	K  L	13_50_R_k	A	0	(1, 0)	1	0.408
24	1	1	LTD-RMC	H N | L T	14.453	24	H  N	13_50_R_k	A	1	(1, 1)	1	0.598
24	1	1	LTD-RMC	H N | L T	15.052	25	T  L	13_50_R_k	A	1	(1, 1)	1	0.491
24	1	1	LTD-RMC	H N | L T	15.543	26	L  T	13_50_R_k	A	1	(1, 1)	1	0.450
24	1	1	LTD-RMC	H N | L T	15.996	27	H  N	13_50_R_k	A	1	(1, 1)	1	0.630
24	1	1	LTD-RMC	H N | L T	16.628	28	R  T	13_50_R_k	A	0	(1, 0)	1	0.560
24	1	1	LTD-RMC	H N | L T	17.188	29	L  T	13_50_R_k	A	1	(1, 1)	1	0.784
24	1	1	LTD-RMC	H N | L T	17.972	30	H  X	13_50_R_k	A	0	(1, 0)	1	0.450
24	1	1	LTD-RMC	H N | L T	18.422	31	H  Q	13_50_R_k	A	0	(1, 0)	1	0.510
24	1	1	LTD-RMC	H N | L T	18.932	32	N  H	13_50_R_k	A	1	(1, 1)	1	0.456
24	1	1	LTD-RMC	H N | L T	19.388	33	H  N	13_50_R_k	A	1	(1, 1)	1	0.475
24	1	1	LTD-RMC	H N | L T	19.863	34	H  C	13_50_R_k	A	0	(1, 0)	1	0.541
24	1	1	LTD-RMC	H N | L T	20.404	35	T  G	13_50_R_k	A	0	(1, 0)	1	0.567
24	1	1	LTD-RMC	H N | L T	20.972	36	S  N	13_50_R_k	A	0	(1, 0)	1	0.432
24	1	1	LTD-RMC	H N | L T	21.404	37	L  T	13_50_R_k	A	1	(1, 1)	1	0.464
24	1	1	LTD-RMC	H N | L T	21.868	38	H  N	13_50_R_k	A	1	(1, 1)	1	0.583
24	1	1	LTD-RMC	H N | L T	22.452	39	B  T	13_50_R_k	A	0	(1, 0)	1	0.511
24	1	1	LTD-RMC	H N | L T	22.964	40	T  L	13_50_R_k	A	0	(1, 0)	0	0.448
24	1	1	LTD-RMC	H N | L T	23.412	41	T  K	13_50_R_k	A	0	(1, 0)	1	1.587
24	1	1	LTD-RMC	H N | L T	24.999	42	H  N	13_50_R_k	A	1	(1, 1)	1	0.557
24	1	1	LTD-RMC	H N | L T	25.557	43	Q  N	13_50_R_k	A	0	(1, 0)	1	0.510
24	1	1	LTD-RMC	H N | L T	26.068	44	C  L	13_50_R_k	A	0	(1, 0)	1	0.479
24	1	1	LTD-RMC	H N | L T	26.548	45	F  H	13_50_R_k	A	0	(1, 0)	1	0.448
24	1	1	LTD-RMC	H N | L T	26.996	46	H  V	13_50_R_k	A	0	(1, 0)	1	0.440
24	1	1	LTD-RMC	H N | L T	27.436	47	K  N	13_50_R_k	A	0	(1, 0)	1	0.512
