P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
20	1	1	LTD-RMC	K W | P V	0.000	0	P  N	1_50_k	A	0	(1, 0)	1	1.203
20	1	1	LTD-RMC	K W | P V	1.203	1	P  V	1_50_k	B	0	(2, 0)	1	1.578
20	1	1	LTD-RMC	K W | P V	1.579	2	P  V	39_50_R_k	A	1	(1, 1)	1	1.186
20	1	1	LTD-RMC	K W | P V	2.491	3	W  K	39_50_R_k	B	1	(2, 1)	1	1.032
20	1	1	LTD-RMC	K W | P V	2.715	4	W  K	13_50_k	A	1	(1, 1)	1	0.875
20	1	1	LTD-RMC	K W | P V	3.467	5	H  V	13_50_k	B	0	(2, 0)	1	0.899
20	1	1	LTD-RMC	K W | P V	3.715	6	H  V	25_50_k	A	0	(1, 0)	1	1.444
20	1	1	LTD-RMC	K W | P V	5.012	7	V  P	25_50_k	B	0	(2, 0)	1	1.515
20	1	1	LTD-RMC	K W | P V	5.331	8	V  P	1_50_k	A	0	(1, 0)	0	0.969
20	1	1	LTD-RMC	K W | P V	6.083	9	S  K	1_50_k	B	0	(2, 0)	1	1.576
20	1	1	LTD-RMC	K W | P V	7.011	10	S  K	25_50_k	A	0	(1, 0)	1	1.643
20	1	1	LTD-RMC	K W | P V	7.827	11	P  V	25_50_k	B	0	(2, 0)	1	0.956
20	1	1	LTD-RMC	K W | P V	8.067	12	P  V	1_50_R_k	A	1	(1, 1)	1	1.140
20	1	1	LTD-RMC	K W | P V	9.067	13	V  X	1_50_R_k	B	1	(2, 1)	1	1.107
20	1	1	LTD-RMC	K W | P V	9.274	14	V  X	13_50_R_k	A	0	(1, 0)	1	0.916
20	1	1	LTD-RMC	K W | P V	10.083	15	V  P	13_50_R_k	B	1	(2, 1)	1	0.964
20	1	1	LTD-RMC	K W | P V	10.339	16	V  P	39_50_R_k	A	1	(1, 1)	1	0.883
20	1	1	LTD-RMC	K W | P V	11.066	17	K  J	39_50_R_k	B	1	(2, 1)	1	0.908
20	1	1	LTD-RMC	K W | P V	11.347	18	K  J	1_50_R_k	A	0	(1, 0)	1	0.940
20	1	1	LTD-RMC	K W | P V	12.107	19	W  K	1_50_R_k	B	1	(2, 1)	1	1.107
20	1	1	LTD-RMC	K W | P V	12.554	20	W  K	25_50_R_k	A	1	(1, 1)	1	1.197
20	1	1	LTD-RMC	K W | P V	13.404	21	N  W	25_50_R_k	B	1	(2, 1)	1	1.035
20	1	1	LTD-RMC	K W | P V	13.690	22	N  W	39_50_k	A	0	(1, 0)	1	0.794
20	1	1	LTD-RMC	K W | P V	14.298	23	K  W	39_50_k	B	0	(2, 0)	1	0.827
20	1	1	LTD-RMC	K W | P V	14.618	24	K  W	13_50_k	A	1	(1, 1)	1	1.416
20	1	1	LTD-RMC	K W | P V	15.812	25	V  P	13_50_k	B	0	(2, 0)	1	1.315
20	1	1	LTD-RMC	K W | P V	16.034	26	V  P	25_50_k	A	1	(1, 1)	1	0.793
20	1	1	LTD-RMC	K W | P V	16.706	27	F  P	25_50_k	B	0	(2, 0)	1	0.905
20	1	1	LTD-RMC	K W | P V	17.043	28	F  P	1_50_R_k	A	0	(1, 0)	1	1.411
20	1	1	LTD-RMC	K W | P V	18.218	29	P  V	1_50_R_k	B	1	(2, 1)	1	1.379
20	1	1	LTD-RMC	K W | P V	18.522	30	P  V	25_50_R_k	A	1	(1, 1)	1	0.784
20	1	1	LTD-RMC	K W | P V	19.202	31	K  W	25_50_R_k	B	1	(2, 1)	1	0.843
20	1	1	LTD-RMC	K W | P V	19.466	32	K  W	13_50_R_k	A	1	(1, 1)	1	0.972
20	1	1	LTD-RMC	K W | P V	20.275	33	K  J	13_50_R_k	B	1	(2, 1)	1	0.913
20	1	1	LTD-RMC	K W | P V	20.484	34	K  J	39_50_R_k	A	0	(1, 0)	1	0.883
20	1	1	LTD-RMC	K W | P V	21.258	35	P  V	39_50_R_k	B	1	(2, 1)	1	0.858
20	1	1	LTD-RMC	K W | P V	21.442	36	P  V	13_50_k	A	1	(1, 1)	1	0.979
20	1	1	LTD-RMC	K W | P V	22.338	37	G  V	13_50_k	B	0	(2, 0)	1	0.943
20	1	1	LTD-RMC	K W | P V	22.491	38	G  V	25_50_R_k	A	0	(1, 0)	1	0.855
20	1	1	LTD-RMC	K W | P V	23.293	39	K  W	25_50_R_k	B	1	(2, 1)	1	1.130
20	1	1	LTD-RMC	K W | P V	23.722	40	K  W	39_50_k	A	0	(1, 0)	0	1.737
20	1	1	LTD-RMC	K W | P V	25.130	41	F  W	39_50_k	B	0	(2, 0)	1	1.562
20	1	1	LTD-RMC	K W | P V	25.386	42	F  W	39_50_R_k	A	0	(1, 0)	1	1.768
20	1	1	LTD-RMC	K W | P V	27.002	43	P  M	39_50_R_k	B	1	(2, 1)	1	1.776
20	1	1	LTD-RMC	K W | P V	27.266	44	P  M	13_50_R_k	A	0	(1, 0)	1	0.947
20	1	1	LTD-RMC	K W | P V	28.050	45	W  K	13_50_R_k	B	1	(2, 1)	1	0.991
20	1	1	LTD-RMC	K W | P V	28.354	46	W  K	1_50_R_k	A	1	(1, 1)	1	0.787
20	1	1	LTD-RMC	K W | P V	28.938	47	V  Y	1_50_R_k	B	1	(2, 1)	1	0.786
20	1	1	LTD-RMC	K W | P V	29.242	48	V  Y	13_50_R_k	A	0	(1, 0)	1	0.859
20	1	1	LTD-RMC	K W | P V	29.898	49	B  P	13_50_R_k	B	1	(2, 1)	1	0.812
20	1	1	LTD-RMC	K W | P V	30.155	50	B  P	1_50_R_k	A	0	(1, 0)	1	0.907
20	1	1	LTD-RMC	K W | P V	30.906	51	V  Q	1_50_R_k	B	1	(2, 1)	1	0.931
20	1	1	LTD-RMC	K W | P V	31.186	52	V  Q	13_50_k	A	0	(1, 0)	1	0.937
20	1	1	LTD-RMC	K W | P V	31.947	53	B  W	13_50_k	B	0	(2, 0)	1	0.939
20	1	1	LTD-RMC	K W | P V	32.226	54	B  W	1_50_k	A	0	(1, 0)	1	1.082
20	1	1	LTD-RMC	K W | P V	33.130	55	V  P	1_50_k	B	0	(2, 0)	1	1.067
20	1	1	LTD-RMC	K W | P V	33.394	56	V  P	13_50_R_k	A	1	(1, 1)	1	1.078
20	1	1	LTD-RMC	K W | P V	34.403	57	W  K	13_50_R_k	B	1	(2, 1)	1	1.130
20	1	1	LTD-RMC	K W | P V	34.626	58	W  K	25_50_k	A	1	(1, 1)	1	0.722
20	1	1	LTD-RMC	K W | P V	35.226	59	M  P	25_50_k	B	0	(2, 0)	1	0.924
20	1	1	LTD-RMC	K W | P V	35.651	60	M  P	13_50_k	A	0	(1, 0)	1	1.043
20	1	1	LTD-RMC	K W | P V	36.370	61	P  J	13_50_k	B	0	(2, 0)	1	0.971
20	1	1	LTD-RMC	K W | P V	36.722	62	P  J	25_50_R_k	A	0	(1, 0)	1	0.844
20	1	1	LTD-RMC	K W | P V	37.315	63	Q  K	25_50_R_k	B	1	(2, 1)	1	0.820
20	1	1	LTD-RMC	K W | P V	37.642	64	Q  K	39_50_k	A	0	(1, 0)	1	0.826
20	1	1	LTD-RMC	K W | P V	38.242	65	K  G	39_50_k	B	0	(2, 0)	1	0.828
20	1	1	LTD-RMC	K W | P V	38.666	66	K  G	13_50_R_k	B	1	(2, 1)	1	0.989
20	1	1	LTD-RMC	K W | P V	39.850	67	K  G	1_50_R_k	A	0	(1, 0)	1	2.172
20	1	1	LTD-RMC	K W | P V	40.514	68	P  R	1_50_R_k	B	1	(2, 1)	1	1.352
20	1	1	LTD-RMC	K W | P V	41.306	69	P  R	1_50_k	A	0	(1, 0)	1	1.284
20	1	1	LTD-RMC	K W | P V	41.898	70	K  W	1_50_k	B	0	(2, 0)	1	0.873
20	1	1	LTD-RMC	K W | P V	42.282	71	K  W	39_50_R_k	A	1	(1, 1)	1	0.892
20	1	1	LTD-RMC	K W | P V	42.890	72	P  V	39_50_R_k	B	1	(2, 1)	1	0.820
20	1	1	LTD-RMC	K W | P V	43.202	73	P  V	1_50_R_k	A	1	(1, 1)	1	0.948
20	1	1	LTD-RMC	K W | P V	43.938	74	K  W	1_50_R_k	B	1	(2, 1)	1	0.892
20	1	1	LTD-RMC	K W | P V	44.194	75	K  W	13_50_k	A	1	(1, 1)	1	1.556
20	1	1	LTD-RMC	K W | P V	45.594	76	P  C	13_50_k	B	0	(2, 0)	1	1.541
20	1	1	LTD-RMC	K W | P V	45.930	77	P  C	39_50_k	A	0	(1, 0)	1	0.772
20	1	1	LTD-RMC	K W | P V	46.466	78	V  P	39_50_k	B	0	(2, 0)	1	0.736
20	1	1	LTD-RMC	K W | P V	46.770	79	V  P	25_50_k	A	1	(1, 1)	1	0.888
20	1	1	LTD-RMC	K W | P V	47.458	80	V  B	25_50_k	B	0	(2, 0)	1	0.987
20	1	1	LTD-RMC	K W | P V	47.858	81	V  B	25_50_R_k	A	0	(1, 0)	1	0.907
20	1	1	LTD-RMC	K W | P V	48.466	82	K  W	25_50_R_k	B	1	(2, 1)	1	0.787
20	1	1	LTD-RMC	K W | P V	48.746	83	K  W	1_50_k	A	1	(1, 1)	1	0.700
20	1	1	LTD-RMC	K W | P V	49.362	84	N  W	1_50_k	B	0	(2, 0)	1	0.952
20	1	1	LTD-RMC	K W | P V	49.802	85	N  W	25_50_k	A	0	(1, 0)	1	0.872
20	1	1	LTD-RMC	K W | P V	50.242	86	W  K	25_50_k	B	0	(2, 0)	1	0.786
20	1	1	LTD-RMC	K W | P V	50.682	87	W  K	39_50_k	A	1	(1, 1)	1	0.859
20	1	1	LTD-RMC	K W | P V	51.202	88	W  L	39_50_k	B	0	(2, 0)	1	0.784
20	1	1	LTD-RMC	K W | P V	51.562	89	W  L	1_50_k	A	0	(1, 0)	1	0.906
20	1	1	LTD-RMC	K W | P V	52.210	90	H  P	1_50_k	B	0	(2, 0)	1	0.915
20	1	1	LTD-RMC	K W | P V	52.578	91	H  P	25_50_k	A	1	(1, 1)	0	1.099
20	1	1	LTD-RMC	K W | P V	53.410	92	C  W	25_50_k	B	0	(2, 0)	1	1.579
20	1	1	LTD-RMC	K W | P V	54.258	93	C  W	39_50_R_k	A	0	(1, 0)	1	1.339
20	1	1	LTD-RMC	K W | P V	54.850	94	V  P	39_50_R_k	B	1	(2, 1)	1	0.828
20	1	1	LTD-RMC	K W | P V	55.186	95	V  P	25_50_R_k	A	1	(1, 1)	1	0.804
20	1	1	LTD-RMC	K W | P V	55.754	96	X  P	25_50_R_k	B	1	(2, 1)	1	0.818
20	1	1	LTD-RMC	K W | P V	56.107	97	X  P	13_50_R_k	A	0	(1, 0)	1	0.684
20	1	1	LTD-RMC	K W | P V	56.538	98	K  S	13_50_R_k	B	1	(2, 1)	1	0.810
20	1	1	LTD-RMC	K W | P V	57.018	99	K  S	25_50_R_k	A	0	(1, 0)	1	1.092
20	1	1	LTD-RMC	K W | P V	57.730	100	K  W	25_50_R_k	B	1	(2, 1)	1	0.820
20	1	1	LTD-RMC	K W | P V	57.938	101	K  W	1_50_k	A	1	(1, 1)	1	0.916
20	1	1	LTD-RMC	K W | P V	58.746	102	V  T	1_50_k	B	0	(2, 0)	1	1.060
20	1	1	LTD-RMC	K W | P V	59.098	103	V  T	39_50_k	A	0	(1, 0)	1	0.916
20	1	1	LTD-RMC	K W | P V	59.762	104	V  P	39_50_k	B	0	(2, 0)	1	0.980
20	1	1	LTD-RMC	K W | P V	60.178	105	V  P	13_50_k	A	1	(1, 1)	1	1.188
20	1	1	LTD-RMC	K W | P V	61.050	106	K  W	13_50_k	B	0	(2, 0)	1	1.121
20	1	1	LTD-RMC	K W | P V	61.402	107	K  W	13_50_R_k	A	1	(1, 1)	1	0.818
20	1	1	LTD-RMC	K W | P V	61.971	108	W  M	13_50_R_k	B	1	(2, 1)	1	0.741
20	1	1	LTD-RMC	K W | P V	62.243	109	W  M	39_50_R_k	A	0	(1, 0)	1	0.731
20	1	1	LTD-RMC	K W | P V	62.802	110	V  R	39_50_R_k	B	1	(2, 1)	1	0.802
20	1	1	LTD-RMC	K W | P V	63.146	111	V  R	1_50_k	A	0	(1, 0)	1	0.793
20	1	1	LTD-RMC	K W | P V	63.697	112	K  D	1_50_k	B	0	(2, 0)	1	0.842
20	1	1	LTD-RMC	K W | P V	64.091	113	K  D	25_50_k	A	0	(1, 0)	1	1.019
20	1	1	LTD-RMC	K W | P V	64.817	114	P  H	25_50_k	B	0	(2, 0)	1	1.100
20	1	1	LTD-RMC	K W | P V	65.291	115	P  H	39_50_k	A	0	(1, 0)	1	0.995
20	1	1	LTD-RMC	K W | P V	65.913	116	F  K	39_50_k	B	0	(2, 0)	1	0.912
20	1	1	LTD-RMC	K W | P V	66.305	117	F  K	25_50_R_k	A	0	(1, 0)	1	1.016
20	1	1	LTD-RMC	K W | P V	67.033	118	V  P	25_50_R_k	B	1	(2, 1)	1	1.020
20	1	1	LTD-RMC	K W | P V	67.426	119	V  P	1_50_R_k	A	1	(1, 1)	1	0.755
20	1	1	LTD-RMC	K W | P V	67.889	120	D  W	1_50_R_k	B	1	(2, 1)	1	0.746
20	1	1	LTD-RMC	K W | P V	68.273	121	D  W	25_50_R_k	A	0	(1, 0)	1	0.844
20	1	1	LTD-RMC	K W | P V	68.833	122	F  P	25_50_R_k	B	1	(2, 1)	1	0.754
20	1	1	LTD-RMC	K W | P V	69.129	123	F  P	1_50_k	A	0	(1, 0)	1	1.195
20	1	1	LTD-RMC	K W | P V	70.129	124	P  V	1_50_k	B	0	(2, 0)	1	1.371
20	1	1	LTD-RMC	K W | P V	70.601	125	P  V	13_50_k	A	1	(1, 1)	1	0.851
20	1	1	LTD-RMC	K W | P V	71.081	126	V  P	13_50_k	B	0	(2, 0)	1	0.787
