P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
26	1	1	LTD-RMC	B N | D Q	0.000	0	V  D	13_50_k	A	0	(1, 0)	1	1.362
26	1	1	LTD-RMC	B N | D Q	1.362	1	V  Q	13_50_k	A	0	(1, 0)	1	0.832
26	1	1	LTD-RMC	B N | D Q	2.202	2	N  K	13_50_k	A	0	(1, 0)	1	0.589
26	1	1	LTD-RMC	B N | D Q	2.794	3	N  B	13_50_k	A	1	(1, 1)	1	0.621
26	1	1	LTD-RMC	B N | D Q	3.418	4	D  Q	13_50_k	A	1	(1, 1)	1	0.837
26	1	1	LTD-RMC	B N | D Q	4.258	5	S  B	13_50_k	A	0	(1, 0)	1	0.701
26	1	1	LTD-RMC	B N | D Q	4.962	6	Q  M	13_50_k	A	0	(1, 0)	1	0.617
26	1	1	LTD-RMC	B N | D Q	5.586	7	B  N	13_50_k	A	0	(1, 0)	0	0.583
26	1	1	LTD-RMC	B N | D Q	6.172	8	N  B	13_50_k	A	1	(1, 1)	1	0.867
26	1	1	LTD-RMC	B N | D Q	7.042	9	Q  D	13_50_k	A	1	(1, 1)	1	0.605
26	1	1	LTD-RMC	B N | D Q	7.650	10	L  N	13_50_k	A	0	(1, 0)	1	0.533
26	1	1	LTD-RMC	B N | D Q	8.186	11	F  N	13_50_k	A	0	(1, 0)	1	0.542
26	1	1	LTD-RMC	B N | D Q	8.731	12	N  B	13_50_k	A	1	(1, 1)	1	0.572
26	1	1	LTD-RMC	B N | D Q	9.306	13	J  B	13_50_k	A	0	(1, 0)	1	0.652
26	1	1	LTD-RMC	B N | D Q	9.962	14	B  N	13_50_k	A	1	(1, 1)	1	0.566
26	1	1	LTD-RMC	B N | D Q	10.531	15	B  T	13_50_k	A	0	(1, 0)	1	0.565
26	1	1	LTD-RMC	B N | D Q	11.098	16	K  D	13_50_k	A	0	(1, 0)	1	0.549
26	1	1	LTD-RMC	B N | D Q	11.650	17	Q  D	13_50_k	A	1	(1, 1)	1	0.557
26	1	1	LTD-RMC	B N | D Q	12.210	18	D  F	13_50_k	A	0	(1, 0)	1	0.853
26	1	1	LTD-RMC	B N | D Q	13.066	19	B  N	13_50_k	A	1	(1, 1)	1	0.925
26	1	1	LTD-RMC	B N | D Q	13.994	20	N  B	13_50_k	A	1	(1, 1)	1	0.581
26	1	1	LTD-RMC	B N | D Q	14.578	21	N  R	13_50_k	A	0	(1, 0)	1	0.509
26	1	1	LTD-RMC	B N | D Q	15.090	22	F  B	13_50_k	A	0	(1, 0)	1	0.645
26	1	1	LTD-RMC	B N | D Q	15.738	23	Q  H	13_50_k	A	0	(1, 0)	1	0.628
26	1	1	LTD-RMC	B N | D Q	16.370	24	Q  D	13_50_k	A	1	(1, 1)	1	0.581
26	1	1	LTD-RMC	B N | D Q	16.954	25	D  Y	13_50_k	A	0	(1, 0)	1	0.637
26	1	1	LTD-RMC	B N | D Q	17.594	26	D  Q	13_50_k	A	1	(1, 1)	1	0.534
26	1	1	LTD-RMC	B N | D Q	18.130	27	N  B	13_50_k	A	1	(1, 1)	1	0.669
26	1	1	LTD-RMC	B N | D Q	18.802	28	Q  D	13_50_k	A	1	(1, 1)	1	0.639
26	1	1	LTD-RMC	B N | D Q	19.444	29	D  R	13_50_k	A	0	(1, 0)	1	0.995
26	1	1	LTD-RMC	B N | D Q	20.442	30	D  K	13_50_k	A	0	(1, 0)	1	0.493
26	1	1	LTD-RMC	B N | D Q	20.938	31	N  K	13_50_k	A	0	(1, 0)	1	0.701
26	1	1	LTD-RMC	B N | D Q	21.642	32	D  H	13_50_k	A	0	(1, 0)	1	0.893
26	1	1	LTD-RMC	B N | D Q	22.538	33	N  K	13_50_k	A	0	(1, 0)	1	0.592
26	1	1	LTD-RMC	B N | D Q	23.138	34	B  N	13_50_k	A	1	(1, 1)	1	0.725
26	1	1	LTD-RMC	B N | D Q	23.866	35	Q  J	13_50_k	A	0	(1, 0)	1	0.901
26	1	1	LTD-RMC	B N | D Q	24.770	36	N  B	13_50_k	A	1	(1, 1)	1	0.699
26	1	1	LTD-RMC	B N | D Q	25.475	37	B  N	13_50_k	A	1	(1, 1)	1	0.739
26	1	1	LTD-RMC	B N | D Q	26.217	38	D  Q	13_50_k	A	1	(1, 1)	1	0.885
26	1	1	LTD-RMC	B N | D Q	27.106	39	B  N	13_50_k	A	1	(1, 1)	1	0.645
26	1	1	LTD-RMC	B N | D Q	27.754	40	V  Q	13_50_k	A	0	(1, 0)	1	0.660
26	1	1	LTD-RMC	B N | D Q	28.417	41	Y  B	13_50_k	A	0	(1, 0)	1	0.638
26	1	1	LTD-RMC	B N | D Q	29.059	42	N  Y	13_50_k	A	0	(1, 0)	1	0.619
26	1	1	LTD-RMC	B N | D Q	29.681	43	M  B	13_50_k	A	0	(1, 0)	1	0.661
26	1	1	LTD-RMC	B N | D Q	30.345	44	D  Y	13_50_k	A	0	(1, 0)	1	0.854
26	1	1	LTD-RMC	B N | D Q	31.202	45	D  Q	13_50_k	A	1	(1, 1)	1	0.621
26	1	1	LTD-RMC	B N | D Q	31.826	46	N  Y	13_50_k	A	0	(1, 0)	1	0.677
26	1	1	LTD-RMC	B N | D Q	32.505	47	Q  D	13_50_k	A	1	(1, 1)	1	1.277
26	1	1	LTD-RMC	B N | D Q	33.785	48	Y  B	13_50_k	A	0	(1, 0)	1	0.829
26	1	1	LTD-RMC	B N | D Q	34.617	49	C  D	13_50_k	A	0	(1, 0)	1	1.440
26	1	1	LTD-RMC	B N | D Q	36.065	50	N  B	13_50_k	A	1	(1, 1)	1	0.612
26	1	1	LTD-RMC	B N | D Q	36.681	51	D  Q	13_50_k	A	1	(1, 1)	1	0.956
26	1	1	LTD-RMC	B N | D Q	37.641	52	P  B	13_50_k	A	0	(1, 0)	1	0.677
26	1	1	LTD-RMC	B N | D Q	38.321	53	N  B	13_50_k	A	1	(1, 1)	1	0.726
26	1	1	LTD-RMC	B N | D Q	39.050	54	Q  D	13_50_k	A	1	(1, 1)	1	0.645
26	1	1	LTD-RMC	B N | D Q	39.698	55	B  N	13_50_k	B	0	(2, 0)	1	41.761
26	1	1	LTD-RMC	B N | D Q	41.761	56	B  N	1_50_k	B	0	(2, 0)	1	0.748
26	1	1	LTD-RMC	B N | D Q	42.513	57	B  N	25_50_R_k	B	1	(2, 1)	1	0.668
26	1	1	LTD-RMC	B N | D Q	43.185	58	B  N	13_50_R_k	B	1	(2, 1)	1	0.669
26	1	1	LTD-RMC	B N | D Q	43.857	59	B  N	1_50_R_k	B	1	(2, 1)	1	0.605
26	1	1	LTD-RMC	B N | D Q	44.465	60	B  N	39_50_k	B	0	(2, 0)	1	0.893
26	1	1	LTD-RMC	B N | D Q	45.361	61	B  N	1_50_k	B	0	(2, 0)	1	0.812
26	1	1	LTD-RMC	B N | D Q	46.177	62	B  N	39_50_R_k	B	1	(2, 1)	1	0.572
26	1	1	LTD-RMC	B N | D Q	46.753	63	B  N	13_50_R_k	B	1	(2, 1)	1	0.965
26	1	1	LTD-RMC	B N | D Q	47.721	64	B  N	25_50_k	B	0	(2, 0)	1	1.101
26	1	1	LTD-RMC	B N | D Q	48.825	65	B  N	13_50_k	B	0	(2, 0)	1	0.876
26	1	1	LTD-RMC	B N | D Q	49.705	66	B  N	39_50_R_k	B	1	(2, 1)	1	0.670
26	1	1	LTD-RMC	B N | D Q	50.378	67	B  N	25_50_R_k	B	1	(2, 1)	1	0.764
26	1	1	LTD-RMC	B N | D Q	51.145	68	B  N	25_50_k	B	0	(2, 0)	1	0.941
26	1	1	LTD-RMC	B N | D Q	52.089	69	B  N	39_50_R_k	B	1	(2, 1)	1	1.053
26	1	1	LTD-RMC	B N | D Q	53.145	70	B  N	13_50_k	B	0	(2, 0)	1	1.165
26	1	1	LTD-RMC	B N | D Q	54.313	71	B  N	13_50_R_k	B	1	(2, 1)	1	0.541
26	1	1	LTD-RMC	B N | D Q	54.857	72	B  N	39_50_k	B	0	(2, 0)	1	0.744
26	1	1	LTD-RMC	B N | D Q	55.609	73	B  N	25_50_R_k	B	1	(2, 1)	1	0.581
26	1	1	LTD-RMC	B N | D Q	56.193	74	B  N	39_50_R_k	B	1	(2, 1)	1	0.837
26	1	1	LTD-RMC	B N | D Q	57.033	75	B  N	13_50_k	B	0	(2, 0)	1	0.661
26	1	1	LTD-RMC	B N | D Q	57.697	76	B  N	25_50_k	B	0	(2, 0)	1	0.743
26	1	1	LTD-RMC	B N | D Q	58.443	77	B  N	39_50_k	B	0	(2, 0)	1	0.659
26	1	1	LTD-RMC	B N | D Q	59.105	78	B  N	13_50_R_k	B	1	(2, 1)	1	0.832
26	1	1	LTD-RMC	B N | D Q	59.945	79	B  N	25_50_k	B	0	(2, 0)	1	0.669
