P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
30	1	1	LTD-RMC	F V | Q T	0.000	0	V  F	1_50_R_k	A	1	(1, 1)	1	0.906
30	1	1	LTD-RMC	F V | Q T	0.906	1	Q  T	1_50_R_k	B	1	(2, 1)	1	1.250
30	1	1	LTD-RMC	F V | Q T	1.250	2	Q  T	25_50_k	A	1	(1, 1)	1	1.472
30	1	1	LTD-RMC	F V | Q T	2.379	3	Q  C	25_50_k	B	0	(2, 0)	1	1.548
30	1	1	LTD-RMC	F V | Q T	2.804	4	Q  C	39_50_k	A	0	(1, 0)	1	0.872
30	1	1	LTD-RMC	F V | Q T	3.251	5	V  F	39_50_k	A	1	(1, 1)	1	0.727
30	1	1	LTD-RMC	F V | Q T	3.978	6	Y  Q	39_50_k	B	0	(2, 0)	1	2.288
30	1	1	LTD-RMC	F V | Q T	5.093	7	Y  Q	25_50_k	A	0	(1, 0)	1	1.618
30	1	1	LTD-RMC	F V | Q T	5.597	8	J  V	25_50_k	A	0	(1, 0)	1	0.806
30	1	1	LTD-RMC	F V | Q T	6.403	9	Q  T	25_50_k	A	1	(1, 1)	1	1.486
30	1	1	LTD-RMC	F V | Q T	7.890	10	T  B	25_50_k	B	0	(2, 0)	1	3.133
30	1	1	LTD-RMC	F V | Q T	8.226	11	T  B	1_50_k	A	0	(1, 0)	1	0.961
30	1	1	LTD-RMC	F V | Q T	8.852	12	T  G	1_50_k	B	0	(2, 0)	1	1.633
30	1	1	LTD-RMC	F V | Q T	9.860	13	T  G	39_50_R_k	B	1	(2, 1)	1	0.576
30	1	1	LTD-RMC	F V | Q T	10.436	14	T  G	13_50_R_k	B	1	(2, 1)	1	0.534
30	1	1	LTD-RMC	F V | Q T	10.970	15	T  G	39_50_R_k	B	1	(2, 1)	1	0.479
30	1	1	LTD-RMC	F V | Q T	11.450	16	T  G	1_50_R_k	B	1	(2, 1)	1	0.695
30	1	1	LTD-RMC	F V | Q T	12.146	17	T  G	25_50_k	B	0	(2, 0)	1	0.687
30	1	1	LTD-RMC	F V | Q T	12.834	18	T  G	39_50_k	A	0	(1, 0)	1	4.334
30	1	1	LTD-RMC	F V | Q T	13.186	19	F  V	39_50_k	A	1	(1, 1)	1	0.858
30	1	1	LTD-RMC	F V | Q T	14.045	20	V  B	39_50_k	A	0	(1, 0)	1	1.172
30	1	1	LTD-RMC	F V | Q T	15.218	21	V  F	39_50_k	B	0	(2, 0)	1	2.736
30	1	1	LTD-RMC	F V | Q T	15.571	22	V  F	39_50_R_k	A	1	(1, 1)	1	0.911
30	1	1	LTD-RMC	F V | Q T	16.130	23	T  W	39_50_R_k	B	1	(2, 1)	1	1.646
