P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
32	1	1	LTD-RMC	B F | R Y	0.000	0	F  K	39_50_k	A	0	(1, 0)	1	0.917
32	1	1	LTD-RMC	B F | R Y	0.917	1	F  P	39_50_k	A	0	(1, 0)	1	2.235
32	1	1	LTD-RMC	B F | R Y	3.156	2	F  B	39_50_k	A	1	(1, 1)	1	0.717
32	1	1	LTD-RMC	B F | R Y	3.876	3	B  F	39_50_k	B	0	(2, 0)	1	4.563
32	1	1	LTD-RMC	B F | R Y	4.564	4	B  F	13_50_k	B	0	(2, 0)	1	0.716
32	1	1	LTD-RMC	B F | R Y	5.284	5	B  F	39_50_k	B	0	(2, 0)	1	0.629
32	1	1	LTD-RMC	B F | R Y	5.916	6	B  F	1_50_k	B	0	(2, 0)	1	0.781
32	1	1	LTD-RMC	B F | R Y	6.700	7	B  F	39_50_k	B	0	(2, 0)	1	0.685
32	1	1	LTD-RMC	B F | R Y	7.388	8	B  F	1_50_R_k	B	1	(2, 1)	1	0.797
32	1	1	LTD-RMC	B F | R Y	8.188	9	B  F	39_50_R_k	A	1	(1, 1)	1	4.965
32	1	1	LTD-RMC	B F | R Y	8.844	10	F  B	39_50_R_k	B	1	(2, 1)	1	1.205
32	1	1	LTD-RMC	B F | R Y	9.396	11	F  B	1_50_k	A	1	(1, 1)	1	1.149
32	1	1	LTD-RMC	B F | R Y	9.996	12	Y  R	1_50_k	A	1	(1, 1)	1	1.397
32	1	1	LTD-RMC	B F | R Y	11.397	13	R  Y	1_50_k	A	1	(1, 1)	1	0.755
32	1	1	LTD-RMC	B F | R Y	12.156	14	B  F	1_50_k	A	1	(1, 1)	1	0.853
32	1	1	LTD-RMC	B F | R Y	13.012	15	F  S	1_50_k	A	0	(1, 0)	1	0.732
32	1	1	LTD-RMC	B F | R Y	13.748	16	F  P	1_50_k	A	0	(1, 0)	1	0.757
32	1	1	LTD-RMC	B F | R Y	14.508	17	R  Y	1_50_k	A	1	(1, 1)	1	2.786
32	1	1	LTD-RMC	B F | R Y	17.301	18	F  B	1_50_k	A	1	(1, 1)	1	0.771
32	1	1	LTD-RMC	B F | R Y	18.076	19	Y  P	1_50_k	A	0	(1, 0)	1	1.645
32	1	1	LTD-RMC	B F | R Y	19.724	20	W  F	1_50_k	A	0	(1, 0)	1	1.085
32	1	1	LTD-RMC	B F | R Y	20.812	21	Y  R	1_50_k	A	1	(1, 1)	1	0.965
32	1	1	LTD-RMC	B F | R Y	21.780	22	Y  V	1_50_k	A	0	(1, 0)	1	0.969
32	1	1	LTD-RMC	B F | R Y	22.756	23	R  Y	1_50_k	A	1	(1, 1)	1	1.212
32	1	1	LTD-RMC	B F | R Y	23.971	24	Y  R	1_50_k	A	1	(1, 1)	1	0.781
32	1	1	LTD-RMC	B F | R Y	24.756	25	F  B	1_50_k	A	1	(1, 1)	1	0.901
32	1	1	LTD-RMC	B F | R Y	25.660	26	Y  K	1_50_k	B	0	(2, 0)	1	16.959
32	1	1	LTD-RMC	B F | R Y	26.363	27	Y  K	25_50_k	B	0	(2, 0)	1	0.741
32	1	1	LTD-RMC	B F | R Y	27.107	28	Y  K	1_50_k	B	0	(2, 0)	1	0.757
32	1	1	LTD-RMC	B F | R Y	27.868	29	Y  K	25_50_k	B	0	(2, 0)	1	2.164
