P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
11	1	1	LTD-RMC	J N | P Q	0.000	0	G  P	25_50_R_k	A	0	(1, 0)	1	1.095
11	1	1	LTD-RMC	J N | P Q	1.095	1	N  J	25_50_R_k	A	1	(1, 1)	1	1.108
11	1	1	LTD-RMC	J N | P Q	2.207	2	Q  P	25_50_R_k	A	1	(1, 1)	1	0.839
11	1	1	LTD-RMC	J N | P Q	3.047	3	N  J	25_50_R_k	A	1	(1, 1)	1	1.127
11	1	1	LTD-RMC	J N | P Q	4.175	4	J  N	25_50_R_k	A	1	(1, 1)	1	0.927
11	1	1	LTD-RMC	J N | P Q	5.103	5	J  M	25_50_R_k	A	0	(1, 0)	1	0.791
11	1	1	LTD-RMC	J N | P Q	5.895	6	N  J	25_50_R_k	A	1	(1, 1)	1	0.711
11	1	1	LTD-RMC	J N | P Q	6.607	7	J  N	25_50_R_k	A	1	(1, 1)	1	0.727
11	1	1	LTD-RMC	J N | P Q	7.335	8	P  Q	25_50_R_k	A	1	(1, 1)	1	1.023
11	1	1	LTD-RMC	J N | P Q	8.359	9	P  F	25_50_R_k	A	0	(1, 0)	1	0.751
11	1	1	LTD-RMC	J N | P Q	9.111	10	J  S	25_50_R_k	A	0	(1, 0)	1	0.815
11	1	1	LTD-RMC	J N | P Q	9.927	11	N  J	25_50_R_k	A	1	(1, 1)	1	1.023
11	1	1	LTD-RMC	J N | P Q	10.951	12	P  Q	25_50_R_k	A	1	(1, 1)	1	0.863
11	1	1	LTD-RMC	J N | P Q	11.815	13	J  N	25_50_R_k	A	1	(1, 1)	1	0.887
11	1	1	LTD-RMC	J N | P Q	12.703	14	J  H	25_50_R_k	A	0	(1, 0)	1	0.783
11	1	1	LTD-RMC	J N | P Q	13.487	15	P  Q	25_50_R_k	A	1	(1, 1)	1	0.951
11	1	1	LTD-RMC	J N | P Q	14.439	16	J  N	25_50_R_k	A	1	(1, 1)	1	0.727
11	1	1	LTD-RMC	J N | P Q	15.167	17	P  Q	25_50_R_k	A	1	(1, 1)	1	0.735
11	1	1	LTD-RMC	J N | P Q	15.903	18	Q  P	25_50_R_k	A	1	(1, 1)	1	2.015
11	1	1	LTD-RMC	J N | P Q	17.919	19	J  N	25_50_R_k	A	0	(1, 0)	0	0.975
11	1	1	LTD-RMC	J N | P Q	18.895	20	T  J	25_50_R_k	A	0	(1, 0)	1	1.128
11	1	1	LTD-RMC	J N | P Q	20.023	21	P  K	25_50_R_k	A	0	(1, 0)	1	0.759
11	1	1	LTD-RMC	J N | P Q	20.783	22	N  J	25_50_R_k	A	1	(1, 1)	1	0.977
11	1	1	LTD-RMC	J N | P Q	21.761	23	J  N	25_50_R_k	A	1	(1, 1)	1	1.117
11	1	1	LTD-RMC	J N | P Q	22.879	24	N  J	25_50_R_k	A	1	(1, 1)	1	0.752
11	1	1	LTD-RMC	J N | P Q	23.631	25	Q  P	25_50_R_k	A	1	(1, 1)	1	1.061
11	1	1	LTD-RMC	J N | P Q	24.695	26	J  N	25_50_R_k	A	1	(1, 1)	1	0.847
11	1	1	LTD-RMC	J N | P Q	25.543	27	J  V	25_50_R_k	A	0	(1, 0)	1	0.776
11	1	1	LTD-RMC	J N | P Q	26.319	28	N  J	25_50_R_k	A	1	(1, 1)	1	1.168
11	1	1	LTD-RMC	J N | P Q	27.487	29	J  N	25_50_R_k	A	1	(1, 1)	1	0.784
11	1	1	LTD-RMC	J N | P Q	28.271	30	N  J	25_50_R_k	A	1	(1, 1)	1	0.792
11	1	1	LTD-RMC	J N | P Q	29.063	31	G  J	25_50_R_k	A	0	(1, 0)	1	0.928
11	1	1	LTD-RMC	J N | P Q	29.991	32	P  C	25_50_R_k	A	0	(1, 0)	1	1.144
11	1	1	LTD-RMC	J N | P Q	31.135	33	X  J	25_50_R_k	A	0	(1, 0)	1	0.866
11	1	1	LTD-RMC	J N | P Q	32.001	34	P  T	25_50_R_k	A	0	(1, 0)	1	0.948
11	1	1	LTD-RMC	J N | P Q	32.950	35	N  D	25_50_R_k	A	0	(1, 0)	1	1.055
11	1	1	LTD-RMC	J N | P Q	34.006	36	P  Q	25_50_R_k	A	1	(1, 1)	1	0.967
11	1	1	LTD-RMC	J N | P Q	34.974	37	J  N	25_50_R_k	A	1	(1, 1)	1	0.896
11	1	1	LTD-RMC	J N | P Q	35.871	38	Q  P	25_50_R_k	A	1	(1, 1)	1	0.839
11	1	1	LTD-RMC	J N | P Q	36.710	39	Q  K	25_50_R_k	A	0	(1, 0)	1	1.271
11	1	1	LTD-RMC	J N | P Q	37.982	40	P  T	25_50_R_k	B	1	(2, 1)	1	39.446
11	1	1	LTD-RMC	J N | P Q	39.446	41	P  T	13_50_R_k	B	1	(2, 1)	1	0.688
11	1	1	LTD-RMC	J N | P Q	40.135	42	P  T	39_50_R_k	B	1	(2, 1)	1	0.559
