P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
49	1	1	LTD-RMC	F J | M V	0.000	0	F  J	13_50_R_k	A	1	(1, 1)	1	0.955
49	1	1	LTD-RMC	F J | M V	0.955	1	V  M	13_50_R_k	A	1	(1, 1)	1	0.504
49	1	1	LTD-RMC	F J | M V	1.459	2	M  Q	13_50_R_k	A	0	(1, 0)	1	0.512
49	1	1	LTD-RMC	F J | M V	1.972	3	J  F	13_50_R_k	A	0	(1, 0)	0	0.472
49	1	1	LTD-RMC	F J | M V	2.445	4	V  M	13_50_R_k	A	1	(1, 1)	1	1.077
49	1	1	LTD-RMC	F J | M V	3.523	5	H  F	13_50_R_k	A	0	(1, 0)	1	0.960
49	1	1	LTD-RMC	F J | M V	4.483	6	V  X	13_50_R_k	A	0	(1, 0)	1	0.920
49	1	1	LTD-RMC	F J | M V	5.403	7	J  F	13_50_R_k	A	1	(1, 1)	1	0.704
49	1	1	LTD-RMC	F J | M V	6.107	8	M  H	13_50_R_k	A	0	(1, 0)	1	0.655
49	1	1	LTD-RMC	F J | M V	6.763	9	M  V	13_50_R_k	A	1	(1, 1)	1	0.752
49	1	1	LTD-RMC	F J | M V	7.515	10	J  F	13_50_R_k	A	1	(1, 1)	1	0.552
49	1	1	LTD-RMC	F J | M V	8.067	11	T  F	13_50_R_k	A	0	(1, 0)	1	0.616
49	1	1	LTD-RMC	F J | M V	8.683	12	V  M	13_50_R_k	A	1	(1, 1)	1	0.577
49	1	1	LTD-RMC	F J | M V	9.260	13	F  J	13_50_R_k	A	1	(1, 1)	1	0.543
49	1	1	LTD-RMC	F J | M V	9.803	14	J  C	13_50_R_k	A	0	(1, 0)	1	0.672
49	1	1	LTD-RMC	F J | M V	10.475	15	J  F	13_50_R_k	A	1	(1, 1)	1	0.552
49	1	1	LTD-RMC	F J | M V	11.027	16	L  M	13_50_R_k	A	0	(1, 0)	1	0.656
49	1	1	LTD-RMC	F J | M V	11.683	17	F  J	13_50_R_k	A	0	(1, 0)	0	0.584
49	1	1	LTD-RMC	F J | M V	12.267	18	M  Y	13_50_R_k	A	0	(1, 0)	1	1.120
49	1	1	LTD-RMC	F J | M V	13.387	19	M  V	13_50_R_k	A	1	(1, 1)	1	0.496
49	1	1	LTD-RMC	F J | M V	13.883	20	V  M	13_50_R_k	A	1	(1, 1)	1	0.728
49	1	1	LTD-RMC	F J | M V	14.611	21	J  W	13_50_R_k	A	0	(1, 0)	1	0.632
49	1	1	LTD-RMC	F J | M V	15.243	22	D  J	13_50_R_k	A	0	(1, 0)	1	0.648
49	1	1	LTD-RMC	F J | M V	15.891	23	J  F	13_50_R_k	A	1	(1, 1)	1	0.760
49	1	1	LTD-RMC	F J | M V	16.651	24	H  M	13_50_R_k	A	0	(1, 0)	1	0.720
49	1	1	LTD-RMC	F J | M V	17.371	25	V  M	13_50_R_k	A	1	(1, 1)	1	0.448
49	1	1	LTD-RMC	F J | M V	17.819	26	L  M	13_50_R_k	A	0	(1, 0)	1	0.520
49	1	1	LTD-RMC	F J | M V	18.339	27	W  M	13_50_R_k	A	0	(1, 0)	1	0.736
49	1	1	LTD-RMC	F J | M V	19.075	28	J  F	13_50_R_k	A	1	(1, 1)	1	0.584
49	1	1	LTD-RMC	F J | M V	19.659	29	M  V	13_50_R_k	A	1	(1, 1)	1	0.775
49	1	1	LTD-RMC	F J | M V	20.434	30	J  Y	13_50_R_k	B	1	(2, 1)	1	21.179
49	1	1	LTD-RMC	F J | M V	21.179	31	J  Y	25_50_R_k	B	0	(2, 0)	0	0.304
