P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
3	1	1	LTD-RMC	H T | K X	0.000	0	T  H	39_50_k	A	1	(1, 1)	1	1.282
3	1	1	LTD-RMC	H T | K X	1.282	1	K  X	39_50_k	B	0	(2, 0)	1	1.574
3	1	1	LTD-RMC	H T | K X	1.574	2	K  X	1_50_k	A	1	(1, 1)	1	0.655
3	1	1	LTD-RMC	H T | K X	2.225	3	T  H	1_50_k	B	0	(2, 0)	1	1.047
3	1	1	LTD-RMC	H T | K X	2.721	4	T  H	13_50_R_k	A	1	(1, 1)	1	0.910
3	1	1	LTD-RMC	H T | K X	3.235	5	X  K	13_50_R_k	B	1	(2, 1)	1	0.703
3	1	1	LTD-RMC	H T | K X	3.524	6	X  K	13_50_k	A	1	(1, 1)	1	1.274
3	1	1	LTD-RMC	H T | K X	4.609	7	C  K	13_50_k	B	0	(2, 0)	1	1.227
3	1	1	LTD-RMC	H T | K X	4.851	8	C  K	39_50_k	A	0	(1, 0)	1	0.748
3	1	1	LTD-RMC	H T | K X	5.457	9	K  L	39_50_k	B	0	(2, 0)	1	0.715
3	1	1	LTD-RMC	H T | K X	5.666	10	K  L	1_50_k	A	0	(1, 0)	1	0.799
3	1	1	LTD-RMC	H T | K X	6.353	11	H  T	1_50_k	B	0	(2, 0)	1	0.867
3	1	1	LTD-RMC	H T | K X	6.633	12	H  T	25_50_R_k	A	1	(1, 1)	1	0.892
3	1	1	LTD-RMC	H T | K X	7.345	13	M  T	25_50_R_k	B	1	(2, 1)	1	0.828
3	1	1	LTD-RMC	H T | K X	7.560	14	M  T	39_50_R_k	B	1	(2, 1)	1	0.716
3	1	1	LTD-RMC	H T | K X	8.376	15	M  T	39_50_k	A	0	(1, 0)	1	1.589
3	1	1	LTD-RMC	H T | K X	9.033	16	X  K	39_50_k	B	0	(2, 0)	1	0.980
3	1	1	LTD-RMC	H T | K X	9.456	17	X  K	13_50_R_k	A	1	(1, 1)	1	1.157
3	1	1	LTD-RMC	H T | K X	10.289	18	T  H	13_50_R_k	B	1	(2, 1)	1	1.493
3	1	1	LTD-RMC	H T | K X	11.049	19	T  H	25_50_R_k	A	1	(1, 1)	1	1.341
3	1	1	LTD-RMC	H T | K X	11.729	20	H  T	25_50_R_k	A	1	(1, 1)	1	0.948
3	1	1	LTD-RMC	H T | K X	12.776	21	W  X	25_50_R_k	B	1	(2, 1)	1	1.916
3	1	1	LTD-RMC	H T | K X	13.064	22	W  X	13_50_R_k	A	0	(1, 0)	1	1.021
3	1	1	LTD-RMC	H T | K X	13.897	23	T  H	13_50_R_k	B	1	(2, 1)	1	0.920
3	1	1	LTD-RMC	H T | K X	14.088	24	T  H	25_50_R_k	A	1	(1, 1)	1	1.102
3	1	1	LTD-RMC	H T | K X	15.098	25	K  P	25_50_R_k	B	1	(2, 1)	1	1.114
3	1	1	LTD-RMC	H T | K X	15.304	26	K  P	39_50_R_k	A	0	(1, 0)	1	0.754
3	1	1	LTD-RMC	H T | K X	15.952	27	X  K	39_50_R_k	B	1	(2, 1)	1	0.683
3	1	1	LTD-RMC	H T | K X	16.184	28	X  K	1_50_k	A	1	(1, 1)	1	0.996
3	1	1	LTD-RMC	H T | K X	17.049	29	S  X	1_50_k	B	0	(2, 0)	1	1.044
3	1	1	LTD-RMC	H T | K X	17.328	30	S  X	13_50_R_k	A	0	(1, 0)	1	1.051
3	1	1	LTD-RMC	H T | K X	18.200	31	K  X	13_50_R_k	B	1	(2, 1)	1	1.160
3	1	1	LTD-RMC	H T | K X	18.592	32	K  X	13_50_k	A	1	(1, 1)	1	1.234
3	1	1	LTD-RMC	H T | K X	19.538	33	S  T	13_50_k	B	0	(2, 0)	1	0.925
3	1	1	LTD-RMC	H T | K X	19.712	34	S  T	1_50_R_k	A	0	(1, 0)	1	0.697
3	1	1	LTD-RMC	H T | K X	20.336	35	D  X	1_50_R_k	B	1	(2, 1)	1	0.744
3	1	1	LTD-RMC	H T | K X	20.560	36	D  X	13_50_R_k	A	0	(1, 0)	1	0.931
3	1	1	LTD-RMC	H T | K X	21.368	37	T  C	13_50_R_k	A	0	(1, 0)	1	0.747
3	1	1	LTD-RMC	H T | K X	22.216	38	X  K	13_50_R_k	B	1	(2, 1)	1	1.787
3	1	1	LTD-RMC	H T | K X	22.448	39	X  K	1_50_R_k	A	1	(1, 1)	1	0.828
3	1	1	LTD-RMC	H T | K X	23.144	40	H  T	1_50_R_k	B	1	(2, 1)	1	0.795
3	1	1	LTD-RMC	H T | K X	23.344	41	H  T	25_50_k	A	1	(1, 1)	1	0.905
3	1	1	LTD-RMC	H T | K X	24.152	42	K  X	25_50_k	B	0	(2, 0)	1	1.089
3	1	1	LTD-RMC	H T | K X	24.536	43	K  X	25_50_R_k	A	1	(1, 1)	1	1.661
3	1	1	LTD-RMC	H T | K X	25.913	44	L  X	25_50_R_k	B	1	(2, 1)	1	1.804
3	1	1	LTD-RMC	H T | K X	26.440	45	L  X	39_50_k	A	0	(1, 0)	1	1.251
3	1	1	LTD-RMC	H T | K X	27.264	46	M  T	39_50_k	B	0	(2, 0)	1	1.021
3	1	1	LTD-RMC	H T | K X	27.561	47	M  T	13_50_k	A	0	(1, 0)	1	0.756
3	1	1	LTD-RMC	H T | K X	28.120	48	X  K	13_50_k	A	1	(1, 1)	1	0.636
3	1	1	LTD-RMC	H T | K X	28.856	49	D  H	13_50_k	A	0	(1, 0)	1	0.796
3	1	1	LTD-RMC	H T | K X	29.752	50	H  F	13_50_k	B	0	(2, 0)	1	2.251
3	1	1	LTD-RMC	H T | K X	29.912	51	H  F	1_50_k	B	0	(2, 0)	1	0.626
3	1	1	LTD-RMC	H T | K X	30.640	52	H  F	39_50_k	A	0	(1, 0)	1	1.404
3	1	1	LTD-RMC	H T | K X	31.256	53	T  H	39_50_k	A	1	(1, 1)	1	0.649
