P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
40	1	1	LTD-RMC	H R | M X	0.000	0	X  M	1_50_k	A	1	(1, 1)	1	1.032
40	1	1	LTD-RMC	H R | M X	1.032	1	H  R	1_50_k	A	1	(1, 1)	1	0.695
40	1	1	LTD-RMC	H R | M X	1.728	2	M  X	1_50_k	A	1	(1, 1)	1	0.551
40	1	1	LTD-RMC	H R | M X	2.280	3	H  R	1_50_k	A	1	(1, 1)	1	0.527
40	1	1	LTD-RMC	H R | M X	2.808	4	X  M	1_50_k	A	1	(1, 1)	1	0.551
40	1	1	LTD-RMC	H R | M X	3.360	5	P  H	1_50_k	A	0	(1, 0)	1	0.536
40	1	1	LTD-RMC	H R | M X	3.896	6	Q  X	1_50_k	A	0	(1, 0)	1	0.551
40	1	1	LTD-RMC	H R | M X	4.448	7	V  H	1_50_k	A	0	(1, 0)	1	0.543
40	1	1	LTD-RMC	H R | M X	4.992	8	M  X	1_50_k	A	1	(1, 1)	1	0.591
40	1	1	LTD-RMC	H R | M X	5.584	9	H  R	1_50_k	A	1	(1, 1)	1	0.664
40	1	1	LTD-RMC	H R | M X	6.248	10	J  X	1_50_k	A	0	(1, 0)	1	0.671
40	1	1	LTD-RMC	H R | M X	6.920	11	R  H	1_50_k	A	0	(1, 0)	0	0.639
40	1	1	LTD-RMC	H R | M X	7.560	12	X  M	1_50_k	A	1	(1, 1)	1	0.624
40	1	1	LTD-RMC	H R | M X	8.184	13	H  R	1_50_k	A	1	(1, 1)	1	0.656
40	1	1	LTD-RMC	H R | M X	8.841	14	F  X	1_50_k	A	0	(1, 0)	1	0.526
40	1	1	LTD-RMC	H R | M X	9.368	15	G  R	1_50_k	A	0	(1, 0)	1	0.679
40	1	1	LTD-RMC	H R | M X	10.048	16	X  M	1_50_k	A	1	(1, 1)	1	0.567
40	1	1	LTD-RMC	H R | M X	10.616	17	G  M	1_50_k	A	0	(1, 0)	1	1.280
40	1	1	LTD-RMC	H R | M X	11.896	18	M  X	1_50_k	A	1	(1, 1)	1	0.607
40	1	1	LTD-RMC	H R | M X	12.504	19	K  H	1_50_k	A	0	(1, 0)	1	0.960
40	1	1	LTD-RMC	H R | M X	13.464	20	H  R	1_50_k	A	1	(1, 1)	1	1.032
40	1	1	LTD-RMC	H R | M X	14.496	21	D  X	1_50_k	A	0	(1, 0)	1	0.600
40	1	1	LTD-RMC	H R | M X	15.096	22	S  R	1_50_k	B	0	(2, 0)	1	15.880
40	1	1	LTD-RMC	H R | M X	15.880	23	S  R	39_50_R_k	B	1	(2, 1)	1	0.623
40	1	1	LTD-RMC	H R | M X	16.504	24	S  R	13_50_k	B	0	(2, 0)	1	0.664
40	1	1	LTD-RMC	H R | M X	17.168	25	S  R	25_50_R_k	B	1	(2, 1)	1	0.624
40	1	1	LTD-RMC	H R | M X	17.792	26	S  R	1_50_k	B	0	(2, 0)	1	0.559
40	1	1	LTD-RMC	H R | M X	18.352	27	S  R	39_50_R_k	B	1	(2, 1)	1	0.480
40	1	1	LTD-RMC	H R | M X	18.832	28	S  R	13_50_k	B	0	(2, 0)	1	0.583
40	1	1	LTD-RMC	H R | M X	19.416	29	S  R	13_50_R_k	B	1	(2, 1)	1	0.480
40	1	1	LTD-RMC	H R | M X	19.896	30	S  R	1_50_k	B	0	(2, 0)	1	0.640
40	1	1	LTD-RMC	H R | M X	20.536	31	S  R	39_50_R_k	B	1	(2, 1)	1	0.496
40	1	1	LTD-RMC	H R | M X	21.032	32	S  R	13_50_R_k	B	1	(2, 1)	1	0.656
40	1	1	LTD-RMC	H R | M X	21.688	33	S  R	39_50_k	B	0	(2, 0)	1	0.680
40	1	1	LTD-RMC	H R | M X	22.368	34	S  R	25_50_k	B	0	(2, 0)	1	0.608
40	1	1	LTD-RMC	H R | M X	22.976	35	S  R	1_50_R_k	B	1	(2, 1)	1	0.487
40	1	1	LTD-RMC	H R | M X	23.463	36	S  R	13_50_k	B	0	(2, 0)	1	0.670
40	1	1	LTD-RMC	H R | M X	24.135	37	S  R	39_50_k	B	0	(2, 0)	1	0.535
40	1	1	LTD-RMC	H R | M X	24.671	38	S  R	1_50_k	B	0	(2, 0)	1	0.527
40	1	1	LTD-RMC	H R | M X	25.199	39	S  R	13_50_R_k	B	1	(2, 1)	1	0.462
40	1	1	LTD-RMC	H R | M X	25.663	40	S  R	39_50_k	B	0	(2, 0)	1	0.527
40	1	1	LTD-RMC	H R | M X	26.191	41	S  R	13_50_k	B	0	(2, 0)	1	0.439
40	1	1	LTD-RMC	H R | M X	26.631	42	S  R	39_50_R_k	B	1	(2, 1)	1	0.527
40	1	1	LTD-RMC	H R | M X	27.159	43	S  R	25_50_R_k	B	1	(2, 1)	1	0.600
40	1	1	LTD-RMC	H R | M X	27.760	44	S  R	25_50_k	B	0	(2, 0)	1	0.566
40	1	1	LTD-RMC	H R | M X	28.327	45	S  R	39_50_R_k	B	1	(2, 1)	1	0.440
40	1	1	LTD-RMC	H R | M X	28.768	46	S  R	13_50_k	B	0	(2, 0)	1	0.526
40	1	1	LTD-RMC	H R | M X	29.295	47	S  R	25_50_k	B	0	(2, 0)	1	0.671
40	1	1	LTD-RMC	H R | M X	29.967	48	S  R	39_50_k	B	0	(2, 0)	1	0.567
40	1	1	LTD-RMC	H R | M X	30.535	49	S  R	25_50_k	B	0	(2, 0)	1	0.680
40	1	1	LTD-RMC	H R | M X	31.216	50	S  R	1_50_k	B	0	(2, 0)	1	0.806
40	1	1	LTD-RMC	H R | M X	32.023	51	S  R	1_50_R_k	B	1	(2, 1)	1	0.623
40	1	1	LTD-RMC	H R | M X	32.647	52	S  R	13_50_R_k	B	1	(2, 1)	1	0.591
40	1	1	LTD-RMC	H R | M X	33.239	53	S  R	1_50_R_k	B	1	(2, 1)	1	0.527
40	1	1	LTD-RMC	H R | M X	33.767	54	S  R	25_50_R_k	B	1	(2, 1)	1	0.607
40	1	1	LTD-RMC	H R | M X	34.375	55	S  R	39_50_k	B	0	(2, 0)	1	0.559
40	1	1	LTD-RMC	H R | M X	34.935	56	S  R	25_50_k	B	0	(2, 0)	1	0.623
40	1	1	LTD-RMC	H R | M X	35.559	57	S  R	1_50_R_k	B	1	(2, 1)	1	0.655
40	1	1	LTD-RMC	H R | M X	36.215	58	S  R	13_50_R_k	B	1	(2, 1)	1	0.535
40	1	1	LTD-RMC	H R | M X	36.751	59	S  R	39_50_R_k	B	1	(2, 1)	1	0.535
40	1	1	LTD-RMC	H R | M X	37.287	60	S  R	13_50_R_k	B	1	(2, 1)	1	0.591
40	1	1	LTD-RMC	H R | M X	37.879	61	S  R	25_50_R_k	B	1	(2, 1)	1	0.711
40	1	1	LTD-RMC	H R | M X	38.591	62	S  R	13_50_k	B	0	(2, 0)	1	0.583
40	1	1	LTD-RMC	H R | M X	39.175	63	S  R	13_50_R_k	B	1	(2, 1)	1	0.551
40	1	1	LTD-RMC	H R | M X	39.727	64	S  R	25_50_k	B	0	(2, 0)	1	0.671
40	1	1	LTD-RMC	H R | M X	40.399	65	S  R	1_50_k	B	0	(2, 0)	1	0.538
40	1	1	LTD-RMC	H R | M X	40.938	66	S  R	39_50_k	B	0	(2, 0)	1	0.549
40	1	1	LTD-RMC	H R | M X	41.487	67	S  R	13_50_k	B	0	(2, 0)	1	0.519
40	1	1	LTD-RMC	H R | M X	42.007	68	S  R	25_50_k	B	0	(2, 0)	1	0.607
40	1	1	LTD-RMC	H R | M X	42.615	69	S  R	1_50_R_k	B	1	(2, 1)	1	0.607
40	1	1	LTD-RMC	H R | M X	43.223	70	S  R	13_50_R_k	B	1	(2, 1)	1	0.527
40	1	1	LTD-RMC	H R | M X	43.751	71	S  R	13_50_k	B	0	(2, 0)	1	0.535
40	1	1	LTD-RMC	H R | M X	44.287	72	S  R	39_50_R_k	B	1	(2, 1)	1	0.527
40	1	1	LTD-RMC	H R | M X	44.815	73	S  R	1_50_k	B	0	(2, 0)	1	0.495
40	1	1	LTD-RMC	H R | M X	45.311	74	S  R	13_50_R_k	B	1	(2, 1)	1	0.522
40	1	1	LTD-RMC	H R | M X	45.834	75	S  R	25_50_k	B	0	(2, 0)	1	0.596
40	1	1	LTD-RMC	H R | M X	46.431	76	S  R	13_50_k	B	0	(2, 0)	1	1.175
40	1	1	LTD-RMC	H R | M X	47.607	77	S  R	25_50_R_k	B	1	(2, 1)	1	0.601
40	1	1	LTD-RMC	H R | M X	48.209	78	S  R	39_50_R_k	A	0	(1, 0)	1	34.823
40	1	1	LTD-RMC	H R | M X	49.919	79	P  X	39_50_R_k	A	0	(1, 0)	1	0.719
40	1	1	LTD-RMC	H R | M X	50.639	80	P  M	39_50_R_k	A	0	(1, 0)	1	0.687
40	1	1	LTD-RMC	H R | M X	51.327	81	R  H	39_50_R_k	A	0	(1, 0)	0	1.489
40	1	1	LTD-RMC	H R | M X	52.817	82	X  M	39_50_R_k	A	1	(1, 1)	1	1.340
40	1	1	LTD-RMC	H R | M X	54.159	83	P  X	39_50_R_k	A	0	(1, 0)	1	0.807
40	1	1	LTD-RMC	H R | M X	54.967	84	X  B	39_50_R_k	A	0	(1, 0)	1	0.607
40	1	1	LTD-RMC	H R | M X	55.575	85	D  H	39_50_R_k	A	0	(1, 0)	1	0.680
40	1	1	LTD-RMC	H R | M X	56.256	86	X  S	39_50_R_k	A	0	(1, 0)	1	0.799
40	1	1	LTD-RMC	H R | M X	57.055	87	M  X	39_50_R_k	A	1	(1, 1)	1	0.607
40	1	1	LTD-RMC	H R | M X	57.663	88	X  M	39_50_R_k	A	1	(1, 1)	1	0.639
40	1	1	LTD-RMC	H R | M X	58.303	89	H  R	39_50_R_k	A	1	(1, 1)	1	0.591
40	1	1	LTD-RMC	H R | M X	58.895	90	M  X	39_50_R_k	A	1	(1, 1)	1	0.678
40	1	1	LTD-RMC	H R | M X	59.575	91	B  H	39_50_R_k	A	0	(1, 0)	1	0.679
40	1	1	LTD-RMC	H R | M X	60.255	92	V  H	39_50_R_k	A	0	(1, 0)	1	0.559
40	1	1	LTD-RMC	H R | M X	60.815	93	Y  X	39_50_R_k	A	0	(1, 0)	1	0.752
40	1	1	LTD-RMC	H R | M X	61.568	94	X  W	39_50_R_k	A	0	(1, 0)	1	0.527
40	1	1	LTD-RMC	H R | M X	62.095	95	H  F	39_50_R_k	A	0	(1, 0)	1	0.759
40	1	1	LTD-RMC	H R | M X	62.855	96	H  R	39_50_R_k	A	1	(1, 1)	1	0.591
40	1	1	LTD-RMC	H R | M X	63.447	97	X  B	39_50_R_k	A	0	(1, 0)	1	0.752
40	1	1	LTD-RMC	H R | M X	64.199	98	Y  R	39_50_R_k	A	0	(1, 0)	1	0.591
40	1	1	LTD-RMC	H R | M X	64.791	99	R  H	39_50_R_k	A	1	(1, 1)	1	1.207
40	1	1	LTD-RMC	H R | M X	65.999	100	H  R	39_50_R_k	A	1	(1, 1)	1	0.528
40	1	1	LTD-RMC	H R | M X	66.527	101	R  H	39_50_R_k	A	0	(1, 0)	0	0.616
40	1	1	LTD-RMC	H R | M X	67.143	102	X  G	39_50_R_k	A	0	(1, 0)	1	1.159
40	1	1	LTD-RMC	H R | M X	68.303	103	X  M	39_50_R_k	A	1	(1, 1)	1	0.592
40	1	1	LTD-RMC	H R | M X	68.895	104	M  X	39_50_R_k	A	1	(1, 1)	1	0.568
40	1	1	LTD-RMC	H R | M X	69.463	105	V  X	39_50_R_k	A	0	(1, 0)	1	0.616
40	1	1	LTD-RMC	H R | M X	70.079	106	X  M	39_50_R_k	A	1	(1, 1)	1	0.792
40	1	1	LTD-RMC	H R | M X	70.871	107	H  R	39_50_R_k	A	1	(1, 1)	1	0.633
40	1	1	LTD-RMC	H R | M X	71.504	108	M  X	39_50_R_k	A	1	(1, 1)	1	0.558
40	1	1	LTD-RMC	H R | M X	72.063	109	R  K	39_50_R_k	A	1	(1, 1)	0	0.448
40	1	1	LTD-RMC	H R | M X	72.512	110	X  M	39_50_R_k	A	1	(1, 1)	1	0.670
40	1	1	LTD-RMC	H R | M X	73.183	111	V  R	39_50_R_k	A	1	(1, 1)	0	0.058
40	1	1	LTD-RMC	H R | M X	73.247	112	K  H	39_50_R_k	A	0	(1, 0)	1	0.768
40	1	1	LTD-RMC	H R | M X	74.015	113	R  H	39_50_R_k	A	1	(1, 1)	1	0.864
40	1	1	LTD-RMC	H R | M X	74.879	114	C  H	39_50_R_k	A	0	(1, 0)	1	0.712
40	1	1	LTD-RMC	H R | M X	75.591	115	M  C	39_50_R_k	A	0	(1, 0)	1	0.711
40	1	1	LTD-RMC	H R | M X	76.303	116	H  R	39_50_R_k	A	1	(1, 1)	1	0.615
40	1	1	LTD-RMC	H R | M X	76.918	117	R  K	39_50_R_k	A	0	(1, 0)	1	0.623
40	1	1	LTD-RMC	H R | M X	77.542	118	X  M	39_50_R_k	A	1	(1, 1)	1	0.551
40	1	1	LTD-RMC	H R | M X	78.094	119	H  R	39_50_R_k	A	1	(1, 1)	1	0.655
40	1	1	LTD-RMC	H R | M X	78.750	120	H  B	39_50_R_k	A	0	(1, 0)	1	0.872
40	1	1	LTD-RMC	H R | M X	79.623	121	P  R	39_50_R_k	A	0	(1, 0)	1	0.102
40	1	1	LTD-RMC	H R | M X	79.726	122	X  M	39_50_R_k	A	1	(1, 1)	1	1.312
40	1	1	LTD-RMC	H R | M X	81.039	123	R  H	39_50_R_k	A	1	(1, 1)	1	1.375
40	1	1	LTD-RMC	H R | M X	82.414	124	H  P	39_50_R_k	B	1	(2, 1)	1	35.964
40	1	1	LTD-RMC	H R | M X	84.174	125	H  P	25_50_R_k	B	1	(2, 1)	1	0.645
40	1	1	LTD-RMC	H R | M X	84.822	126	H  P	25_50_k	B	0	(2, 0)	1	0.565
40	1	1	LTD-RMC	H R | M X	85.390	127	H  P	39_50_R_k	B	1	(2, 1)	1	0.615
40	1	1	LTD-RMC	H R | M X	86.006	128	H  P	1_50_R_k	B	1	(2, 1)	1	0.128
40	1	1	LTD-RMC	H R | M X	86.135	129	H  P	39_50_k	B	0	(2, 0)	1	1.023
40	1	1	LTD-RMC	H R | M X	87.158	130	H  P	1_50_k	B	0	(2, 0)	1	0.591
40	1	1	LTD-RMC	H R | M X	87.750	131	H  P	13_50_R_k	B	1	(2, 1)	1	0.574
40	1	1	LTD-RMC	H R | M X	88.326	132	H  P	39_50_R_k	B	1	(2, 1)	1	0.631
40	1	1	LTD-RMC	H R | M X	88.958	133	H  P	25_50_R_k	B	1	(2, 1)	1	0.607
40	1	1	LTD-RMC	H R | M X	89.566	134	H  P	13_50_k	B	0	(2, 0)	1	0.663
40	1	1	LTD-RMC	H R | M X	90.230	135	H  P	13_50_R_k	B	1	(2, 1)	1	0.552
40	1	1	LTD-RMC	H R | M X	90.783	136	H  P	1_50_R_k	B	1	(2, 1)	1	0.637
40	1	1	LTD-RMC	H R | M X	91.422	137	H  P	1_50_k	B	0	(2, 0)	1	0.559
40	1	1	LTD-RMC	H R | M X	91.982	138	H  P	39_50_k	B	0	(2, 0)	1	0.615
40	1	1	LTD-RMC	H R | M X	92.598	139	H  P	1_50_k	B	0	(2, 0)	1	0.743
40	1	1	LTD-RMC	H R | M X	93.342	140	H  P	25_50_k	B	0	(2, 0)	1	0.775
40	1	1	LTD-RMC	H R | M X	94.118	141	H  P	25_50_R_k	B	1	(2, 1)	1	0.679
40	1	1	LTD-RMC	H R | M X	94.798	142	H  P	39_50_k	B	0	(2, 0)	1	0.599
40	1	1	LTD-RMC	H R | M X	95.398	143	H  P	25_50_k	B	0	(2, 0)	1	0.575
40	1	1	LTD-RMC	H R | M X	95.974	144	H  P	13_50_R_k	B	1	(2, 1)	1	0.535
40	1	1	LTD-RMC	H R | M X	96.510	145	H  P	1_50_k	B	0	(2, 0)	1	0.583
40	1	1	LTD-RMC	H R | M X	97.094	146	H  P	25_50_R_k	B	1	(2, 1)	1	0.535
40	1	1	LTD-RMC	H R | M X	97.630	147	H  P	13_50_k	B	0	(2, 0)	1	0.614
40	1	1	LTD-RMC	H R | M X	98.246	148	H  P	1_50_k	B	0	(2, 0)	1	0.567
40	1	1	LTD-RMC	H R | M X	98.814	149	H  P	13_50_k	B	0	(2, 0)	1	0.471
40	1	1	LTD-RMC	H R | M X	99.286	150	H  P	39_50_k	B	0	(2, 0)	1	0.607
40	1	1	LTD-RMC	H R | M X	99.894	151	H  P	13_50_R_k	B	1	(2, 1)	1	0.639
40	1	1	LTD-RMC	H R | M X	100.534	152	H  P	1_50_R_k	B	1	(2, 1)	1	0.575
40	1	1	LTD-RMC	H R | M X	101.110	153	H  P	13_50_R_k	B	1	(2, 1)	1	0.545
40	1	1	LTD-RMC	H R | M X	101.656	154	H  P	1_50_R_k	B	0	(2, 0)	0	0.534
40	1	1	LTD-RMC	H R | M X	102.190	155	H  P	13_50_k	B	0	(2, 0)	1	0.919
40	1	1	LTD-RMC	H R | M X	103.110	156	H  P	1_50_k	B	0	(2, 0)	1	0.599
40	1	1	LTD-RMC	H R | M X	103.710	157	H  P	39_50_k	B	0	(2, 0)	1	0.543
40	1	1	LTD-RMC	H R | M X	104.254	158	H  P	1_50_k	B	0	(2, 0)	1	0.551
40	1	1	LTD-RMC	H R | M X	104.806	159	H  P	25_50_k	B	0	(2, 0)	1	0.655
40	1	1	LTD-RMC	H R | M X	105.462	160	H  P	13_50_R_k	B	1	(2, 1)	1	0.711
40	1	1	LTD-RMC	H R | M X	106.174	161	H  P	39_50_R_k	B	1	(2, 1)	1	0.575
40	1	1	LTD-RMC	H R | M X	106.750	162	H  P	1_50_k	B	0	(2, 0)	1	0.623
40	1	1	LTD-RMC	H R | M X	107.374	163	H  P	13_50_k	B	0	(2, 0)	1	0.545
40	1	1	LTD-RMC	H R | M X	107.920	164	H  P	25_50_k	B	0	(2, 0)	1	0.549
40	1	1	LTD-RMC	H R | M X	108.470	165	H  P	n/a	A	0	(1, 0)	1	27.335
