P	R	B	C	T	O	t	sA	sB	a1	a2	a_t	r	RT
48	1	1	LTD-RMC	F V | P X	0.000	0	P  X	13_50_k	A	1	(1, 1)	1	1.441
48	1	1	LTD-RMC	F V | P X	1.441	1	X  P	13_50_k	A	1	(1, 1)	1	0.784
48	1	1	LTD-RMC	F V | P X	2.225	2	V  H	13_50_k	A	0	(1, 0)	1	1.280
48	1	1	LTD-RMC	F V | P X	3.505	3	X  C	13_50_k	A	0	(1, 0)	1	1.192
48	1	1	LTD-RMC	F V | P X	4.697	4	Q  P	13_50_k	A	0	(1, 0)	1	0.912
48	1	1	LTD-RMC	F V | P X	5.609	5	V  F	13_50_k	A	1	(1, 1)	1	1.336
48	1	1	LTD-RMC	F V | P X	6.945	6	F  V	13_50_k	A	1	(1, 1)	1	0.800
48	1	1	LTD-RMC	F V | P X	7.745	7	X  K	13_50_k	A	0	(1, 0)	1	0.872
48	1	1	LTD-RMC	F V | P X	8.617	8	P  X	13_50_k	A	1	(1, 1)	1	1.112
48	1	1	LTD-RMC	F V | P X	9.729	9	X  P	13_50_k	A	1	(1, 1)	1	0.768
48	1	1	LTD-RMC	F V | P X	10.497	10	V  J	13_50_k	A	0	(1, 0)	1	1.174
48	1	1	LTD-RMC	F V | P X	11.672	11	X  Y	13_50_k	A	0	(1, 0)	1	0.969
48	1	1	LTD-RMC	F V | P X	12.642	12	H  F	13_50_k	A	1	(1, 1)	0	0.877
48	1	1	LTD-RMC	F V | P X	13.520	13	V  F	13_50_k	A	1	(1, 1)	1	1.175
48	1	1	LTD-RMC	F V | P X	14.696	14	X  M	13_50_k	A	0	(1, 0)	1	1.279
48	1	1	LTD-RMC	F V | P X	15.976	15	F  J	13_50_k	A	0	(1, 0)	1	1.474
48	1	1	LTD-RMC	F V | P X	17.451	16	B  V	13_50_k	A	0	(1, 0)	1	1.388
48	1	1	LTD-RMC	F V | P X	18.840	17	P  G	13_50_k	A	0	(1, 0)	1	1.127
48	1	1	LTD-RMC	F V | P X	19.968	18	P  X	13_50_k	A	1	(1, 1)	1	1.831
48	1	1	LTD-RMC	F V | P X	21.800	19	F  D	13_50_k	A	0	(1, 0)	1	1.039
48	1	1	LTD-RMC	F V | P X	22.840	20	L  P	13_50_k	A	0	(1, 0)	1	1.352
48	1	1	LTD-RMC	F V | P X	24.193	21	V  F	13_50_k	A	1	(1, 1)	1	0.918
48	1	1	LTD-RMC	F V | P X	25.112	22	F  V	13_50_k	A	1	(1, 1)	1	0.879
48	1	1	LTD-RMC	F V | P X	25.992	23	X  P	13_50_k	A	1	(1, 1)	1	0.759
48	1	1	LTD-RMC	F V | P X	26.752	24	P  X	13_50_k	A	1	(1, 1)	1	0.719
48	1	1	LTD-RMC	F V | P X	27.472	25	V  F	13_50_k	A	1	(1, 1)	1	1.322
48	1	1	LTD-RMC	F V | P X	28.795	26	H  P	13_50_k	A	0	(1, 0)	1	0.868
48	1	1	LTD-RMC	F V | P X	29.664	27	F  K	13_50_k	A	0	(1, 0)	1	0.927
48	1	1	LTD-RMC	F V | P X	30.592	28	P  X	13_50_k	A	0	(1, 0)	0	0.912
48	1	1	LTD-RMC	F V | P X	31.505	29	X  P	13_50_k	A	0	(1, 0)	0	0.862
48	1	1	LTD-RMC	F V | P X	32.368	30	X  W	13_50_k	A	0	(1, 0)	1	0.831
48	1	1	LTD-RMC	F V | P X	33.200	31	P  X	13_50_k	A	1	(1, 1)	1	1.559
48	1	1	LTD-RMC	F V | P X	34.760	32	V  G	13_50_k	A	0	(1, 0)	1	1.135
48	1	1	LTD-RMC	F V | P X	35.896	33	V  F	13_50_k	A	1	(1, 1)	1	1.379
48	1	1	LTD-RMC	F V | P X	37.280	34	V  B	13_50_k	A	0	(1, 0)	1	0.783
48	1	1	LTD-RMC	F V | P X	38.064	35	L  V	13_50_k	A	0	(1, 0)	1	1.160
48	1	1	LTD-RMC	F V | P X	39.224	36	V  B	13_50_k	A	0	(1, 0)	1	1.727
48	1	1	LTD-RMC	F V | P X	40.952	37	X  L	13_50_k	A	0	(1, 0)	1	1.096
48	1	1	LTD-RMC	F V | P X	42.048	38	F  G	13_50_k	A	0	(1, 0)	1	0.960
48	1	1	LTD-RMC	F V | P X	43.008	39	P  X	13_50_k	A	1	(1, 1)	1	0.984
48	1	1	LTD-RMC	F V | P X	43.992	40	X  P	13_50_k	A	1	(1, 1)	1	0.759
48	1	1	LTD-RMC	F V | P X	44.752	41	Q  F	13_50_k	A	0	(1, 0)	1	1.856
48	1	1	LTD-RMC	F V | P X	46.608	42	D  P	13_50_k	A	0	(1, 0)	1	0.944
48	1	1	LTD-RMC	F V | P X	47.552	43	V  F	13_50_k	A	1	(1, 1)	1	0.838
48	1	1	LTD-RMC	F V | P X	48.392	44	Y  X	13_50_k	A	0	(1, 0)	1	0.952
48	1	1	LTD-RMC	F V | P X	49.344	45	D  X	13_50_k	A	0	(1, 0)	1	0.648
48	1	1	LTD-RMC	F V | P X	49.992	46	X  S	13_50_k	A	0	(1, 0)	1	1.032
48	1	1	LTD-RMC	F V | P X	51.024	47	K  X	13_50_k	A	0	(1, 0)	1	0.834
48	1	1	LTD-RMC	F V | P X	51.858	48	X  Y	13_50_k	A	0	(1, 0)	1	0.784
48	1	1	LTD-RMC	F V | P X	52.642	49	X  P	13_50_k	A	0	(1, 0)	0	0.773
48	1	1	LTD-RMC	F V | P X	53.416	50	F  V	13_50_k	A	1	(1, 1)	1	1.215
48	1	1	LTD-RMC	F V | P X	54.632	51	W  X	13_50_k	B	0	(2, 0)	1	56.536
48	1	1	LTD-RMC	F V | P X	56.536	52	W  X	13_50_R_k	B	1	(2, 1)	1	0.640
48	1	1	LTD-RMC	F V | P X	57.176	53	W  X	25_50_k	B	0	(2, 0)	1	0.983
48	1	1	LTD-RMC	F V | P X	58.159	54	W  X	13_50_k	B	0	(2, 0)	1	1.359
48	1	1	LTD-RMC	F V | P X	59.519	55	W  X	25_50_R_k	B	1	(2, 1)	1	0.640
48	1	1	LTD-RMC	F V | P X	60.160	56	W  X	1_50_R_k	B	1	(2, 1)	1	0.711
48	1	1	LTD-RMC	F V | P X	60.871	57	W  X	39_50_R_k	B	1	(2, 1)	1	0.627
48	1	1	LTD-RMC	F V | P X	61.499	58	W  X	1_50_k	B	0	(2, 0)	1	0.755
48	1	1	LTD-RMC	F V | P X	62.255	59	W  X	25_50_k	B	0	(2, 0)	1	0.791
48	1	1	LTD-RMC	F V | P X	63.047	60	W  X	1_50_k	B	0	(2, 0)	1	1.102
48	1	1	LTD-RMC	F V | P X	64.151	61	W  X	13_50_k	B	0	(2, 0)	1	0.615
48	1	1	LTD-RMC	F V | P X	64.767	62	W  X	13_50_R_k	B	1	(2, 1)	1	0.631
48	1	1	LTD-RMC	F V | P X	65.399	63	W  X	1_50_R_k	B	1	(2, 1)	1	0.816
48	1	1	LTD-RMC	F V | P X	66.216	64	W  X	39_50_R_k	B	1	(2, 1)	1	0.630
48	1	1	LTD-RMC	F V | P X	66.847	65	W  X	13_50_R_k	B	1	(2, 1)	1	0.751
48	1	1	LTD-RMC	F V | P X	67.599	66	W  X	1_50_R_k	B	1	(2, 1)	1	1.119
48	1	1	LTD-RMC	F V | P X	68.719	67	W  X	39_50_k	B	0	(2, 0)	1	0.823
48	1	1	LTD-RMC	F V | P X	69.543	68	W  X	39_50_R_k	B	1	(2, 1)	1	0.639
48	1	1	LTD-RMC	F V | P X	70.183	69	W  X	1_50_k	B	0	(2, 0)	1	0.999
48	1	1	LTD-RMC	F V | P X	71.183	70	W  X	1_50_R_k	B	0	(2, 0)	0	1.127
48	1	1	LTD-RMC	F V | P X	72.311	71	W  X	13_50_k	B	0	(2, 0)	1	0.815
48	1	1	LTD-RMC	F V | P X	73.127	72	W  X	25_50_R_k	B	1	(2, 1)	1	1.151
48	1	1	LTD-RMC	F V | P X	74.279	73	W  X	39_50_R_k	B	1	(2, 1)	1	0.751
48	1	1	LTD-RMC	F V | P X	75.031	74	W  X	25_50_R_k	B	1	(2, 1)	1	0.711
48	1	1	LTD-RMC	F V | P X	75.743	75	W  X	39_50_R_k	B	1	(2, 1)	1	0.671
48	1	1	LTD-RMC	F V | P X	76.415	76	W  X	25_50_k	B	0	(2, 0)	1	0.699
48	1	1	LTD-RMC	F V | P X	77.115	77	W  X	1_50_k	B	0	(2, 0)	1	0.792
48	1	1	LTD-RMC	F V | P X	77.907	78	W  X	13_50_k	B	0	(2, 0)	1	0.956
48	1	1	LTD-RMC	F V | P X	78.863	79	W  X	25_50_k	B	0	(2, 0)	1	0.889
48	1	1	LTD-RMC	F V | P X	79.753	80	W  X	1_50_k	B	0	(2, 0)	1	0.789
48	1	1	LTD-RMC	F V | P X	80.543	81	W  X	25_50_R_k	B	1	(2, 1)	1	0.927
48	1	1	LTD-RMC	F V | P X	81.471	82	W  X	39_50_k	B	0	(2, 0)	1	0.863
48	1	1	LTD-RMC	F V | P X	82.335	83	W  X	1_50_k	B	0	(2, 0)	1	1.183
48	1	1	LTD-RMC	F V | P X	83.519	84	W  X	13_50_k	B	0	(2, 0)	1	0.729
48	1	1	LTD-RMC	F V | P X	84.248	85	W  X	13_50_R_k	B	1	(2, 1)	1	0.695
48	1	1	LTD-RMC	F V | P X	84.943	86	W  X	1_50_R_k	B	1	(2, 1)	1	0.728
48	1	1	LTD-RMC	F V | P X	85.679	87	W  X	25_50_k	B	0	(2, 0)	1	1.384
48	1	1	LTD-RMC	F V | P X	87.063	88	W  X	25_50_R_k	B	1	(2, 1)	1	0.696
48	1	1	LTD-RMC	F V | P X	87.759	89	W  X	39_50_R_k	B	1	(2, 1)	1	0.736
48	1	1	LTD-RMC	F V | P X	88.495	90	W  X	1_50_R_k	B	1	(2, 1)	1	0.736
48	1	1	LTD-RMC	F V | P X	89.231	91	W  X	39_50_k	B	0	(2, 0)	1	0.864
48	1	1	LTD-RMC	F V | P X	90.095	92	W  X	1_50_k	B	0	(2, 0)	1	1.169
48	1	1	LTD-RMC	F V | P X	91.264	93	W  X	39_50_k	B	0	(2, 0)	1	0.838
48	1	1	LTD-RMC	F V | P X	92.103	94	W  X	1_50_k	B	0	(2, 0)	1	0.744
48	1	1	LTD-RMC	F V | P X	92.847	95	W  X	39_50_k	B	0	(2, 0)	1	1.490
48	1	1	LTD-RMC	F V | P X	94.337	96	W  X	25_50_R_k	B	1	(2, 1)	1	0.629
48	1	1	LTD-RMC	F V | P X	94.967	97	W  X	39_50_R_k	B	1	(2, 1)	1	1.224
48	1	1	LTD-RMC	F V | P X	96.191	98	W  X	25_50_k	B	0	(2, 0)	1	1.026
48	1	1	LTD-RMC	F V | P X	97.217	99	W  X	39_50_k	B	0	(2, 0)	1	0.758
48	1	1	LTD-RMC	F V | P X	97.975	100	W  X	1_50_R_k	B	1	(2, 1)	1	0.664
48	1	1	LTD-RMC	F V | P X	98.639	101	W  X	13_50_k	B	0	(2, 0)	1	1.752
48	1	1	LTD-RMC	F V | P X	100.391	102	W  X	39_50_k	B	0	(2, 0)	1	0.704
48	1	1	LTD-RMC	F V | P X	101.095	103	W  X	13_50_k	B	0	(2, 0)	1	0.760
48	1	1	LTD-RMC	F V | P X	101.855	104	W  X	1_50_k	B	0	(2, 0)	1	0.775
48	1	1	LTD-RMC	F V | P X	102.630	105	W  X	39_50_k	B	0	(2, 0)	1	0.720
48	1	1	LTD-RMC	F V | P X	103.351	106	W  X	13_50_R_k	B	1	(2, 1)	1	0.864
48	1	1	LTD-RMC	F V | P X	104.215	107	W  X	13_50_k	B	0	(2, 0)	1	0.942
